"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Caribbean","1970","1647392","312782","99.8","99.8","105.819232720578","73.1069424218246","37763","26086"
"Europe","1970","25875236","4997807","78.83","79.05","26.7360065772493","22.963485276788",,"118270"
"Northern Europe","1970","3502745","652831","96.35","96.21","17.152805128675","14.4969427987016","11477","9610"
"Southern Europe","1970","5612103","1093366","53.42","53.18","34.5887145451608","29.6357134310908","40183","34351"
"Eastern Europe","1970","10273944","2036423","73.38","74.94","34.5267308741195","29.1810148811894",,
"Western Europe","1970","6486444","1215187","100","99.99","19.0728179241568","16.0456804973823","23882","19856"
"Oceania","1970","1053054","215648","99.28","99.27","51.6584986210087","37.1927455637112","11468","8356"
"Australia and New Zealand","1970","755123","151531","100","100","18.5753533550775","15.2703037563379","2797","2309"
"Melanesia","1970","262231","57065","100","100","122.685567289927","84.0784737364239","8152","5666"
"Micronesia","1970","12470","2606","46.43","45.43",,,,
"Polynesia","1970","23230","4446","96.12","96.51","61.5634769134973","46.7356034442788","298","227"
"Africa","1971","33174589","7291791","88.56","88.58","226.492016302147","130.861717853786","1810803","1067346"
"Northern Africa","1971","7113932","1516819","100","100","209.023128377497","130.55669081159","358998","226169"
"Southern Africa","1971","2149011","465338","12.62","12.71",,,,
"Eastern Africa","1971","10615955","2352070","92.09","92.11","202.422346181984","119.451837514638","513576","309785"
"Western Africa","1971","9525180","2119668","99.39","99.39","266.683641424803","143.966296117568","634471","350568"
"Middle Africa","1971","3770511","837896","73.01","72.75","219.235969083335","128.798758620047",,"118153"
"Asia","1971","166656408","34866670","96.85","96.81","147.703605603969","97.6569184878972","5520570","3668850"
"Eastern Asia","1971","74521285","15264665","98.09","97.79","96.5778171302905","67.3949006216535",,"1069602"
"Central Asia","1971","2319548","452298","32.04","30.97",,,,
"Southern Asia","1971","59126405","12686329","100","100","212.97043482858","136.238760863028","3028771","1957521"
"South-Eastern Asia","1971","23611441","4956432","96.24","96.17","116.360317709306","77.1193807497301","609167","406976"
"Western Asia","1971","7077729","1506946","80.73","81.96","161.226024589302","106.514371604808","267038","179067"
"Americas","1971","31869515","6364665","99.89","99.9","84.3961993294411","60.6472935577285","570323","411850"
"Northern America","1971","9246279","1716449","100","100","19.4503239377216","16.5119196388646","35931","30266"
"Latin America and the Caribbean","1971","22623236","4648216","99.85","99.86","107.8484551834","76.5103809936737","534521","381693"
"Central America","1971","6442453","1399213","100","100","106.926481433487","73.4285581286403","153371","106953"
"South America","1971","14563360","2937276","99.79","99.8","108.74025501333","78.4704255153058","344365","249344"
"Caribbean","1971","1617423","311727","99.8","99.81","103.750791225843","71.6903369710606","36783","25405"
"Europe","1971","25533384","4990777","85.85","85.55","26.5154222249221","22.3548772787587",,"114025"
"Northern Europe","1971","3404295","634695","96.25","95.96","16.6867510043083","14.0958605427742","10865","9083"
"Southern Europe","1971","5561607","1092180","53.19","52.6","32.3849566983053","27.8419936700246","37406","32085"
"Eastern Europe","1971","10259779","2104261","91.41","91.55","33.0129234925713","27.3973217226952",,"58180"
"Western Europe","1971","6307703","1159641","99.99","99.99","18.329245288353","15.3967171789967","22178","18371"
"Oceania","1971","1068837","222475","99.29","99.29","50.4150459560143","36.4221110492737","11310","8261"
"Australia and New Zealand","1971","761566","155416","100","100","18.1799656491948","14.9623929198005","2757","2276"
"Melanesia","1971","271989","60048","100","100","118.679895333176","81.5779962850183","8059","5622"
"Micronesia","1971","12616","2626","46.17","45.47",,,,
"Polynesia","1971","22666","4385","96.34","96.53","58.1070942864932","44.4963909562066","279","213"
"Africa","1972","34063171","7487187","89.58","89.69","222.451576365834","128.595271852684","1824164","1075215"
"Northern Africa","1972","7225083","1536837","100","100","204.267941844333","127.961252090942","356248","225201"
"Southern Africa","1972","2210763","475550","12.67","12.87",,,,
"Eastern Africa","1972","10942986","2426525","92.22","92.33","201.017179617745","118.660195961388","524924","316797"
"Western Africa","1972","9806690","2187544","99.39","99.39","260.74954587567","140.722543185206","636352","351988"
"Middle Africa","1972","3877649","860731","81.78","81.64","214.602262584118","126.02885063861",,"118767"
"Asia","1972","168253657","34628419","97.31","97.25","144.529803577433","95.7158398566676","5400876","3585934"
"Eastern Asia","1972","74493045","14690245","98.05","97.82","91.1982006392845","64.057819908647",,"991297"
"Central Asia","1972","2360278","482685","42.35","41.88",,,,
"Southern Asia","1972","60151265","12888992","100","100","209.227982774483","134.299731336606","3029876","1960729"
"South-Eastern Asia","1972","23991854","5015985","96.21","96.08","112.951382194197","75.0772082497877","597500","400117"
"Western Asia","1972","7257215","1550512","88.9","89.99","154.827358649643","102.771922604356","261971","176109"
"Americas","1972","31996241","6476367","99.91","99.91","82.2186674058042","59.236238475164","557668","403880"
"Northern America","1972","9067017","1733948","100","100","18.6290054986676","15.7992678353211","33921","28580"
"Latin America and the Caribbean","1972","22929224","4742419","99.87","99.88","104.667204003261","74.5084673514381","523870","375393"
"Central America","1972","6677561","1460048","100","100","103.1156138342","71.0818493520385","150726","105363"
"South America","1972","14640516","2965709","99.79","99.81","105.704262458275","76.5516223413302","337383","245321"
"Caribbean","1972","1611147","316662","100","100","101.813788687556","70.4004862198072","35764","24722"
"Europe","1972","25354760","5013049","85.63","85.15","25.5651831386373","21.4291576680259",,"108435"
"Northern Europe","1972","3321464","619012","96.08","95.64","16.2063515248621","13.6860357622282","10253","8559"
"Southern Europe","1972","5543838","1098086","52.83","51.96","30.0634350404215","25.9139363005746","34486","29657"
"Eastern Europe","1972","10388487","2196145","91.35","91.35","31.6092090390205","26.1903789119509",,"56458"
"Western Europe","1972","6100971","1099806","99.99","99.99","17.5532394364837","14.7252918040853","20471","16907"
"Oceania","1972","1089427","230075","99.3","99.31","49.2104962875871","35.652020965376","11113","8132"
"Australia and New Zealand","1972","770484","159443","100","100","17.5805936418709","14.4745024743277","2671","2203"
"Melanesia","1972","284005","63662","100","100","114.752911749873","79.1345512377073","7970","5581"
"Micronesia","1972","12714","2639","46.24","45.96",,,,
"Polynesia","1972","22224","4331","96.47","96.51","55.0323086359043","42.4434304978057","261","201"
"Africa","1973","34932307","7698928","89.64","89.81","218.621441335766","126.317560698564","1834725","1082996"
"Northern Africa","1973","7326778","1560678","100","100","198.885251179753","124.957383914412","352308","223558"
"Southern Africa","1973","2265012","484704","12.76","13.07",,,,
"Eastern Africa","1973","11269477","2506849","92.36","92.51","199.681897407145","117.87914938222","536711","323985"
"Western Africa","1973","10090762","2261480","99.39","99.39","254.405531600919","137.260710685226","637184","352807"
"Middle Africa","1973","3980278","885217","81.86","81.69","214.878843938311","124.450965589312",,"120523"
"Asia","1973","168770288","34291519","97.29","97.21","141.34096065654","93.8006816367034","5263228","3493011"
"Eastern Asia","1973","73446235","13988835","98.07","97.93","85.8584395584149","60.7644921121572",,"908649"
"Central Asia","1973","2446600","518975","42.22","42.15",,,,
"Southern Asia","1973","61107629","13115373","100","100","205.738273515736","132.211957355791","3026428","1960888"
"South-Eastern Asia","1973","24318111","5068964","96.17","96.01","109.654157056692","73.0920010405053","585701","393041"
"Western Asia","1973","7451713","1599372","89.05","89.79","148.481859767201","98.7769373931573","255679","172453"
"Americas","1973","32300390","6619737","99.91","99.92","79.9569355124502","57.7835990577619","544964","396062"
"Northern America","1973","8993091","1765901","100","100","17.8526438369825","15.1278619349159","32133","27082"
"Latin America and the Caribbean","1973","23307299","4853836","99.87","99.89","101.436351655891","72.4850637765367","512958","369067"
"Central America","1973","6918570","1519027","100","100","99.331818085859","68.7640207682305","147648","103493"
"South America","1973","14767704","3010256","99.8","99.82","102.545469547643","74.5531375267305","330504","241502"
"Caribbean","1973","1621025","324553","100","100","100.200661176449","69.3631851144457","34812","24084"
"Europe","1973","25281004","5047589","85.34","84.72","24.5527578603352","20.5891620352671","123686","103468"
"Northern Europe","1973","3248822","605385","95.88","95.32","15.6761479719083","13.2290429193686","9632","8033"
"Southern Europe","1973","5545551","1106415","52.39","51.29","27.8413995993294","24.0392598794295","31671","27280"
"Eastern Europe","1973","10604649","2294366","91.22","91.1","30.3601344572977","25.1978732367778",,"55222"
"Western Europe","1973","5881982","1041423","99.99","100","16.7772159277877","14.047138132479","18845","15520"
"Oceania","1973","1109922","236753","99.32","99.34","48.1283779733881","34.9450981160933","10896","7981"
"Australia and New Zealand","1973","778051","162453","100","100","16.8729118628896","13.898215784377","2550","2099"
"Melanesia","1973","297218","67357","100","100","110.991242247457","76.7704880279385","7890","5543"
"Micronesia","1973","12794","2655","46.56","46.7",,,,
"Polynesia","1973","21859","4288","96.54","96.41","52.16536855375","40.569253476785","247","192"
"Africa","1974","35842960","7925792","95.82","95.79","212.292280545325","121.772296221753","1800283","1070589"
"Northern Africa","1974","7443211","1591659","100","100","192.559745218358","121.385347746422","346601","220932"
"Southern Africa","1974","2315763","493101","100","100","120.471318928538","83.6094209140637",,
"Eastern Africa","1974","11609467","2591387","94","94.11","198.290619577152","117.101627815317","548713","331282"
"Western Africa","1974","10387968","2338403","99.39","99.4","247.734171405218","133.668356361759","637038","353109"
"Middle Africa","1974","4086551","911242","81.9","81.71","211.854000198465","123.032286267788","206275","122447"
"Asia","1974","168598644","33894326","97.27","97.21","138.199791935079","91.8669741067453","5110906","3392629"
"Eastern Asia","1974","71690118","13211458","98.11","98.08","80.6609183818809","57.5652400166822","1187776","825704"
"Central Asia","1974","2538398","551463","42.12","42.34",,,,
"Southern Asia","1974","62112281","13368120","100","100","201.752864230652","129.714336488744","3014076","1954158"
"South-Eastern Asia","1974","24605138","5114537","96.17","96.01","106.489940562992","71.1986223445492","573896","386033"
"Western Asia","1974","7652709","1648748","89.15","89.62","142.051310798222","94.8320886052162","249153","168620"
"Americas","1974","32654480","6763317","99.91","99.92","77.6203891527194","56.2876176402946","532243","388361"
"Northern America","1974","8956667","1798575","100","100","17.1148080658476","14.4907506664474","30534","25744"
"Latin America and the Caribbean","1974","23697813","4964742","99.88","99.9","98.1669319027261","70.4398450697766","501829","362699"
"Central America","1974","7131162","1563802","100","100","95.6271044370404","66.5097478290411","144235","101417"
"South America","1974","14937467","3070056","99.81","99.83","99.2590209350602","72.4640976969946","323691","237795"
"Caribbean","1974","1629184","330884","100","100","98.9201874423351","68.5503214846637","33910","23498"
"Europe","1974","25217266","5071368","91.43","90.86","23.4473529194646","19.6466292314585","117094","98108"
"Northern Europe","1974","3176100","592809","95.67","95.05","15.1259296854329","12.7578390590836","9037","7535"
"Southern Europe","1974","5541066","1110461","80.94","80.37","24.0462965167126","20.555675593555","26973","23088"
"Eastern Europe","1974","10832080","2375888","91.08","90.89","29.2576564339059","24.3300812368047",,"54180"
"Western Europe","1974","5668020","992210","99.99","100","16.0021038061784","13.3744775772444","17334","14249"
"Oceania","1974","1123330","240257","99.33","99.35","47.1589212790748","34.3093729698399","10656","7813"
"Australia and New Zealand","1974","779382","162929","100","100","16.074575613119","13.245612065265","2402","1973"
"Melanesia","1974","309547","70395","100","100","107.374984709475","74.5362284062517","7814","5512"
"Micronesia","1974","12905","2677","46.98","47.63",,,,
"Polynesia","1974","21496","4256","96.59","96.31","49.6981724325237","38.8685562146239","232","182"
"Africa","1975","36863707","8166246","95.77","95.74","204.68511682119","119.189502617962","1803456","1074999"
"Northern Africa","1975","7597417","1631775","100","100","185.391418924674","117.419454631998","339314","217602"
"Southern Africa","1975","2366514","501067","100","100","115.106425394859","79.6562097570524",,"41385"
"Eastern Africa","1975","11980605","2678776","93.86","93.96","197.014736865209","116.330593501402","560948","338657"
"Western Africa","1975","10713764","2415913","99.4","99.4","240.822006771678","130.039880976052","635959","353039"
"Middle Africa","1975","4205407","938715","81.91","81.69","208.877986024962","121.614166112415","209025","124414"
"Asia","1975","168120177","33484180","98","98.01","135.218481948724","90.1126851074165","4970140","3297291"
"Eastern Asia","1975","69493352","12414627","98.14","98.23","75.4936758074524","54.3259760794629","1066026","743757"
"Central Asia","1975","2604336","573362","50.9","51.5","88.7492216228553","69.7365423824494",,
"Southern Asia","1975","63297420","13647728","100","100","197.276228665587","127.001798115686","2993240","1943724"
"South-Eastern Asia","1975","24867371","5153311","98.78","98.72","105.862012670104","71.8280885555318","593476","392620"
"Western Asia","1975","7857698","1695152","93.75","94.02","134.401809868276","89.6103863779705","238004","162216"
"Americas","1975","32976576","6883325","99.92","99.93","75.2102650596633","54.7225171645587","519520","380574"
"Northern America","1975","8912009","1821857","100","100","16.4044942892751","13.880464541534","29101","24548"
"Latin America and the Caribbean","1975","24064567","5061468","99.89","99.9","94.8699620898586","68.3478238559946","490532","356102"
"Central America","1975","7294485","1586021","100","100","91.9651946795475","64.2831347696881","140451","99095"
"South America","1975","15146346","3142942","99.82","99.84","95.8896461380882","70.2703161765427","316992","234035"
"Caribbean","1975","1623736","332505","100","100","97.8972078135221","67.9115033732492","33094","22983"
"Europe","1975","25097256","5068755","91.25","90.64","22.4050405485741","18.8155325081865","111409","93429"
"Northern Europe","1975","3096032","580598","95.5","94.88","14.5794232427","12.2893459542019","8492","7081"
"Southern Europe","1975","5511981","1105444","80.7","80.03","22.0455511500486","18.9298220369202","24521","20990"
"Eastern Europe","1975","11023948","2425290","91","90.77","28.164013784963","23.4685071497326","63274","53018"
"Western Europe","1975","5465295","957423","99.99","99.99","15.2439287122152","12.7204414694773","15981","13130"
"Oceania","1975","1126400","239184","99.36","99.38","46.2925880173196","33.7246913785538","10412","7633"
"Australia and New Zealand","1975","772488","159942","100","100","15.2360710662233","12.5577989586209","2238","1833"
"Melanesia","1975","319720","72283","100","100","103.915509287849","72.3772577917153","7742","5477"
"Micronesia","1975","13097","2727","47.34","48.59",,,,
"Polynesia","1975","21095","4232","98.45","98.28","47.6132358837709","37.5635918653903","223","175"
"Africa","1976","38069458","8392994","95.78","95.75","199.892678534226","116.59382471333","1806068","1078687"
"Northern Africa","1976","7788776","1677561","100","100","177.805921226237","113.211467070909","331221","213814"
"Southern Africa","1976","2419846","508388","100","100","109.044400936156","75.8612011125768",,"40159"
"Eastern Africa","1976","12409672","2761312","93.91","94","195.680536331068","115.618304630426","573117","346256"
"Western Africa","1976","11105849","2481872","99.4","99.4","233.884249862487","126.414314121668","634357","352635"
"Middle Africa","1976","4345315","963861","81.92","81.7","205.91333375662","120.265523239832","211853","126504"
"Asia","1976","166910924","33026413","98.1","98.15","132.196861346548","88.0728221546768","4804122","3195308"
"Eastern Asia","1976","66222129","11615226","98.18","98.36","70.5009545204706","51.2693674273877","950980","668907"
"Central Asia","1976","2690571","581548","50.94","51.23","87.8890192051279","68.4719004553852",,"39593"
"Southern Asia","1976","64767045","13911247","100","100","192.488209105716","124.060340659934","2967080","1929844"
"South-Eastern Asia","1976","25137881","5183332","98.77","98.72","105.119030629055","69.8141895261514","577083","384170"
"Western Asia","1976","8093298","1735060","95.78","95.99","126.658944742145","85.3806304443437","229507","157426"
"Americas","1976","33459509","6963769","99.92","99.93","72.6882718225219","53.0708302943261","506502","372548"
"Northern America","1976","8955567","1828310","100","100","15.6850849585791","13.2676178655938","27768","23446"
"Latin America and the Caribbean","1976","24503942","5135459","99.9","99.91","91.5160430138776","66.2037427804465","478839","349173"
"Central America","1976","7485327","1577471","100","100","88.3931232399064","62.0495735112463","136399","96505"
"South America","1976","15395856","3230701","99.83","99.86","92.381990416082","67.9942374329341","310048","230125"
"Caribbean","1976","1622759","327287","100","100","97.023556855275","67.3305751345897","32397","22553"
"Europe","1976","25074414","5030213","91.02","90.55","21.4308172552803","17.9805968740671","106013","88847"
"Northern Europe","1976","3008241","568304","95.27","94.85","13.967289771203","11.7618782076436","7966","6645"
"Southern Europe","1976","5489801","1088219","80.41","79.74","20.2779235736855","17.3962146666185","22211","18980"
"Eastern Europe","1976","11375237","2432362","90.91","90.73","27.1492110028487","22.625443969415","61782","51750"
"Western Europe","1976","5201135","941328","99.99","99.99","14.4591806533435","12.0408566337703","14753","12123"
"Oceania","1976","1140377","232021","99.37","99.37","45.489186572073","33.1653968823387","10167","7457"
"Australia and New Zealand","1976","774122","152653","100","100","14.4058345785747","11.8789951242327","2073","1695"
"Melanesia","1976","332274","72384","100","100","100.621381465453","70.3188349279881","7672","5444"
"Micronesia","1976","13280","2776","48.06","50.18",,"66.2023730530292",,
"Polynesia","1976","20701","4208","98.48","98.36","45.5874727967164","36.0540189793357","213","168"
"Africa","1977","39194284","8635561","95.7","95.65","195.104624971279","114.009668828851","1808344","1082080"
"Northern Africa","1977","7994041","1732062","100","100","169.901237984006","108.870125305678","322425","209706"
"Southern Africa","1977","2465686","515250","100","100","103.172633088136","72.1909194094462",,"39001"
"Eastern Africa","1977","12813102","2847951","93.68","93.71","194.215514692541","114.802700149296","585286","353584"
"Western Africa","1977","11448045","2549390","99.41","99.41","227.251097806357","122.994408978153","633087","352430"
"Middle Africa","1977","4473410","990908","81.92","81.68","202.988204943469","118.89416928618","214755","128627"
"Asia","1977","165432328","32580212","98.25","98.34","128.875710059063","86.022669560211","4648944","3102247"
"Eastern Asia","1977","62940820","10820161","98.24","98.49","65.8886188430705","48.4479180794241","848794","603785"
"Central Asia","1977","2734334","579779","58.34","58.39","89.3579515028755","70.4682184393296",,"41582"
"Southern Asia","1977","66116002","14201356","100","100","187.437945559589","120.930673635746","2936823","1913420"
"South-Eastern Asia","1977","25339047","5206690","98.78","98.74","101.710202904071","67.9026352032887","561805","376597"
"Western Asia","1977","8302125","1772226","95.9","96.02","120.090442724408","81.6252783926186","222467","153361"
"Americas","1977","33816192","7022065","99.93","99.94","70.0117786536751","51.3078139073682","492752","363979"
"Northern America","1977","8948598","1825012","100","100","14.9209114712773","12.5993765036014","26465","22340"
"Latin America and the Caribbean","1977","24867594","5197053","99.9","99.91","88.0648657888825","63.9945577744606","466385","341706"
"Central America","1977","7556401","1548707","100","100","84.8343120185736","59.8625685595262","132028","93769"
"South America","1977","15708916","3330679","99.85","99.87","88.7295888614004","65.6068916644101","302548","225737"
"Caribbean","1977","1602277","317667","100","100","96.0965251429247","66.6689819895193","31812","22208"
"Europe","1977","24912783","4965882","90.88","90.56","20.5396933762155","17.2162411605455","101172","84721"
"Northern Europe","1977","2929102","556589","95.15","94.93","13.3816473250576","11.2623884360072","7511","6275"
"Southern Europe","1977","5423349","1062582","80.13","79.47","18.7154663495722","16.0385016328381","20131","17165"
"Eastern Europe","1977","11528233","2406726","90.87","90.76","26.2442907980016","21.8683455582031","60396","50548"
"Western Europe","1977","5032099","939985","99.99","99.98","13.6965365618198","11.3859445197352","13698","11267"
"Oceania","1977","1127317","220483","99.36","99.35","44.6631225912499","32.5811908107957","9929","7285"
"Australia and New Zealand","1977","755285","142014","100","100","13.6112109240164","11.2246443158305","1918","1566"
"Melanesia","1977","338149","71436","100","100","97.4222817331165","68.3274146922326","7596","5406"
"Micronesia","1977","13531","2843","48.89","51.78",,"65.5169958645928",,
"Polynesia","1977","20352","4190","98.52","98.45","43.4930925884877","34.6035783267861","202","161"
"Africa","1978","40287374","8889155","95.73","95.67","190.37250396896","111.420692130572","1809538","1084894"
"Northern Africa","1978","8214534","1791719","100","100","161.944387806972","104.477676115465","313291","205320"
"Southern Africa","1978","2507554","522274","100","100","97.6854962282453","68.7697146808532",,"37990"
"Eastern Africa","1978","13204449","2936747","93.4","93.39","192.437071047182","113.780118563629","596270","360303"
"Western Africa","1978","11762993","2618383","99.41","99.41","221.235989819643","119.950348595786","633028","352909"
"Middle Africa","1978","4597844","1020032","83.07","82.78","199.477301487816","116.818146561243","216528","130026"
"Asia","1978","164039839","32270973","98.52","98.66","125.602704993687","84.0775527773932","4514399","3025148"
"Eastern Asia","1978","59856075","10140045","98.52","98.88","61.9328491586955","46.1023592856143","765999","552279"
"Central Asia","1978","2748620","573389","58.04","57.91","89.1625766236304","69.2226135957139",,"41721"
"Southern Asia","1978","67434047","14517182","100","100","182.169305264459","117.782871362237","2903223","1896943"
"South-Eastern Asia","1978","25505000","5232180","99.84","99.86","99.1867406972394","66.8658186769406","554731","373852"
"Western Asia","1978","8496097","1808177","95.99","96.04","114.107988674393","77.941242572047","215456","149305"
"Americas","1978","34083506","7066477","99.93","99.94","67.270941408945","49.5103989901175","478690","355226"
"Northern America","1978","8911769","1818012","100","100","14.2525476238543","12.0273765672288","25429","21485"
"Latin America and the Caribbean","1978","25171737","5248465","99.91","99.92","84.5866967317364","61.7689273309207","453353","333805"
"Central America","1978","7544738","1509632","100","100","81.3067587179833","57.6936893456307","127422","90897"
"South America","1978","16056514","3431870","99.86","99.88","85.030856249393","63.1955600912485","294543","220940"
"Caribbean","1978","1570485","306963","100","100","95.118321792795","65.9451694633634","31389","21975"
"Europe","1978","24660732","4890453","91.47","91.31","20.1616980983911","16.949255750834","99707","83140"
"Northern Europe","1978","2859257","547130","95.11","95.09","12.7955347285345","10.7627932121251","7107","5946"
"Southern Europe","1978","5321951","1031140","82.86","82.35","19.5399789266999","17.0413866863588","21299","17807"
"Eastern Europe","1978","11547559","2362239","90.89","90.85","25.4988027973629","21.2451692740974","59264","49564"
"Western Europe","1978","4931965","949944","99.99","99.98","12.9817611986623","10.7726429969255","12813","10553"
"Oceania","1978","1098275","207655","99.34","99.31","43.8150585596315","31.9726276664075","9717","7138"
"Australia and New Zealand","1978","724763","130521","100","100","12.912058584967","10.6481386099572","1787","1460"
"Melanesia","1978","339624","70021","100","100","94.3938212507945","66.43012141524","7520","5367"
"Micronesia","1978","13851","2930","49.67","53.07",,"64.9384381120844",,
"Polynesia","1978","20037","4183","98.54","98.47","41.5713658667706","33.2573566736215","194","155"
"Africa","1979","41399815","9147795","95.65","95.58","185.708379445391","108.955264966837","1811007","1088191"
"Northern Africa","1979","8446890","1851660","100","100","153.991639051566","100.095499505748","303769","200662"
"Southern Africa","1979","2549733","530270","100","100","92.5065674384721","65.508677761241","51553","37062"
"Eastern Africa","1979","13595929","3025228","93.19","93.17","190.175661747065","112.527312290026","605630","366272"
"Western Africa","1979","12079457","2689128","99.41","99.41","215.9272692161","117.34227155621","634437","354283"
"Middle Africa","1979","4727806","1051509","83.02","82.7","195.764495694171","115.279627238072","219122","132063"
"Asia","1979","163212522","32252479","99.27","99.43","122.23286378837","81.9774561987423","4386697","2956075"
"Eastern Asia","1979","57240129","9707793","98.57","98.94","58.4495963612729","43.8483048095406","697160","510078"
"Central Asia","1979","2764282","570157","100","100","94.9165490086138","75.694850417719",,"46692"
"Southern Asia","1979","68825251","14858097","100","100","176.796032351469","114.652999558447","2867525","1880427"
"South-Eastern Asia","1979","25690025","5270899","99.86","99.88","96.4437303289797","65.0066374128516","540539","366388"
"Western Asia","1979","8692835","1845533","96.06","96.06","108.288695122222","74.3202373251573","208491","145220"
"Americas","1979","34349559","7111347","99.93","99.94","64.4893676038759","47.6758913096225","464238","346078"
"Northern America","1979","8894416","1816530","100","100","13.6216675726002","11.4805178659314","24535","20735"
"Latin America and the Caribbean","1979","25455143","5294817","99.91","99.92","81.1184604097234","59.5372835017453","439789","325404"
"Central America","1979","7511250","1475106","100","100","77.8115254323362","55.5376420768425","122654","87930"
"South America","1979","16398856","3519697","99.86","99.88","81.3637101730343","60.7912695298497","286079","215678"
"Caribbean","1979","1545037","300014","100","100","93.8260126853903","65.0152779075771","31057","21802"
"Europe","1979","24417949","4826070","91.79","91.75","19.5541811728681","16.3051011123097","95780","79774"
"Northern Europe","1979","2804852","542133","98.11","98.13","12.2822795387094","10.3388028320769","6838","5695"
"Southern Europe","1979","5204899","997894","82.57","82.04","19.0062382094058","15.9168278537986","19511","16197"
"Eastern Europe","1979","11539933","2320290","90.95","91.02","24.8521006916772","20.7032293833592","58259","48686"
"Western Europe","1979","4868265","965753","99.99","99.98","12.3175457048186","10.2032491318954","12076","9956"
"Oceania","1979","1071076","197873","99.31","99.26","42.8930339460679","31.3268759636806","9528","7009"
"Australia and New Zealand","1979","696487","121667","100","100","12.3195133760698","10.1629122555433","1682","1377"
"Melanesia","1979","340579","68992","100","100","91.4846236816532","64.6256331562929","7439","5324"
"Micronesia","1979","14227","3027","50.3","53.95","91.9900997377887","64.4070042692682",,"211"
"Polynesia","1979","19783","4187","98.57","98.5","39.770079929908","32.0255351522296","187","150"
"Africa","1980","42593766","9406896","98.53","98.52","182.235423173977","107.646369554858","1833692","1102388"
"Northern Africa","1980","8693768","1907978","100","100","145.882663767438","95.7061757502141","293374","195597"
"Southern Africa","1980","2595897","539714","100","100","87.6430955124329","62.4880595348229","50037","36240"
"Eastern Africa","1980","14003289","3111940","96.17","96.16","189.223634238809","112.805432194034","625123","377342"
"Western Africa","1980","12428195","2761766","99.41","99.41","211.498335324134","115.199416229455","637861","356676"
"Middle Africa","1980","4872617","1085498","99.7","99.71","194.974598060194","116.436572835702","228546","137299"
"Asia","1980","163292411","32620854","99.29","99.42","118.525574522212","79.7437536531982","4277351","2897347"
"Eastern Asia","1980","55242531","9608977","98.6","98.89","55.4679529507589","41.9678827193839","646795","480880"
"Central Asia","1980","2804504","575743","100","100","94.686003150303","72.8187081438276","59165","45977"
"Southern Asia","1980","70396701","15220650","100","100","171.40903626423","111.521685540864","2830226","1862743"
"South-Eastern Asia","1980","25943517","5329421","99.86","99.88","93.3279476744033","63.2068329464898","527259","359211"
"Western Asia","1980","8905158","1886063","96.11","96.06","102.594355608514","70.8225760675672","201458","141172"
"Americas","1980","34687122","7167608","99.94","99.94","61.7023907903257","45.8207746884666","449453","336507"
"Northern America","1980","8935473","1827058","100","100","13.0551829787238","10.9973467333122","23811","20139"
"Latin America and the Caribbean","1980","25751649","5340550","99.91","99.92","77.6824747896108","57.2978795902423","425724","316426"
"Central America","1980","7501114","1456620","100","100","74.3667341630336","53.4276731104946","117820","84962"
"South America","1980","16712574","3583700","99.87","99.88","77.7517979665394","58.3789529097801","277101","209806"
"Caribbean","1980","1537961","300230","100","100","92.2099089097523","63.8453281993878","30803","21663"
"Europe","1980","24264744","4789001","93.49","93.58","18.8301381184567","15.6872925829615","92055","76625"
"Northern Europe","1980","2769876","542979","100","100","11.9032914685463","9.96117411072769","6602","5500"
"Southern Europe","1980","5087142","966272","82.2","81.57","17.7977942385099","14.9110687419964","17781","14765"
"Eastern Europe","1980","11586667","2296706","94.19","94.38","24.0282803514508","19.9846147592165","56684","47308"
"Western Europe","1980","4821059","983044","99.99","99.98","11.7043562678333","9.67460667857248","11462","9456"
"Oceania","1980","1058497","194240","99.29","99.23","41.9091669999158","30.6192696007168","9364","6899"
"Australia and New Zealand","1980","680111","117915","100","100","11.8135135730221","9.74426230200265","1603","1316"
"Melanesia","1980","344104","68989","100","100","88.7911640345691","62.9050920397109","7358","5277"
"Micronesia","1980","14653","3136","50.73","54.18","91.0204875801864","63.7724215271401",,"215"
"Polynesia","1980","19629","4200","98.59","98.52","38.064472561149","30.8310986570851","178","145"
"Africa","1981","43979049","9633820","98.52","98.48","179.013813084117","105.389658348819","1835844","1105832"
"Northern Africa","1981","8993037","1952053","100","100","137.546530253921","91.2258919801599","281786","189859"
"Southern Africa","1981","2641120","550538","100","100","82.9855762028624","59.5495456007702","48554","35403"
"Eastern Africa","1981","14464104","3185027","96.14","96.04","187.983606415273","111.240593825936","632361","382193"
"Western Africa","1981","12840423","2826684","99.41","99.4","208.002085513956","113.472308776385","643516","359988"
"Middle Africa","1981","5040365","1119518","99.7","99.69","194.921954675808","114.827497241432","231241","139327"
"Asia","1981","163293268","33397729","99.32","99.37","114.778674165909","77.4022790834263","4186462","2850054"
"Eastern Asia","1981","52808869","9889528","98.65","98.7","53.0630191235683","40.4095624480026","614709","464353"
"Central Asia","1981","2846979","593171","100","100","90.4367608331064","69.9255709589159","57922","45342"
"Southern Asia","1981","72296020","15582220","100","100","166.169513778809","108.445624726087","2792878","1843900"
"South-Eastern Asia","1981","26225831","5406576","99.86","99.86","90.295763450861","61.4532718244672","514185","351979"
