"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Northern Europe","1960","6639981","1383079","100","100","27.4754179407836","23.3831498237859","14.5076124607408","38092","32570","22236"
"Southern Europe","1960","11227517","2361700","79.46","79.64","59.1754029252776","48.9675933493667","22.7750213743315","144698","119997","56564"
"Eastern Europe","1960","26667423","5386967","83.17","82.32","51.389526475445","42.4754092936215","0.899477182827577",,"237139","9013"
"Western Europe","1960","12763745","2649459","55.27","53.68","28.9764073838116","24.196613461108","18.0993987851562","77613","65299","49282"
"Oceania","1960","1913124","406007","99.23","99.19","70.9406945452797","53.7431619278857","0","28833","22102","0"
"Australia and New Zealand","1960","1377316","285173","100","100","25.4984051932623","20.8436610720743","0","7253","5981","0"
"Melanesia","1960","472770","106663","100","100","177.621763193465","131.237472253209","0","19898","14853","0"
"Micronesia","1960","21232","4809","89.02","88.96","157.348036970704","117.106047861343","0",,"589","0"
"Polynesia","1960","41806","9362","70.31","70.39","109.126545093748","81.2598002221334","0","1049","790","0"
"World","1960","433581372","92367828","63.4","66.4","190.289500330693","121.81458940094","31.2371649174523","19007205","12065385","3174073"
"Africa","1961","52062086","12372202","53.17","52.78","257.632860987047","144.175082974072","29.241784649361",,"1929449","522678"
"Northern Africa","1961","11944406","2794715","93.56","93.52","264.618754866093","153.129053023985","42.5064210290284","798725","467456","179277"
"Southern Africa","1961","3200547","712694","9.45","9.58",,,,,,
"Eastern Africa","1961","15774058","3741771","53.88","53.4","221.795515065913","121.830875743208","13.8596918546268",,,
"Western Africa","1961","15414764","3757397","37.4","37.1",,,,,,
"Middle Africa","1961","5728311","1365625","33.89","33.45",,,,,,
"Asia","1961","258991622","54149454","56.92","62.34","215.44854136699","139.273799033122","26.4971886730716","13042050","8229495","2168505"
"Eastern Asia","1961","104475070","18621471","13.97","16.21",,,,,,
"Central Asia","1961","4212903","958247","0","0",,,,,,
"Southern Asia","1961","100304759","23262564","95.79","95.77","242.021407715395","154.056230522457","20.3733858278342","6063944","3901075","931447"
"South-Eastern Asia","1961","38891154","8680620","71.98","73.37","174.513907076265","116.444323504049","48.5320032255401","1589599","1075636","461102"
"Western Asia","1961","11107736","2626552","78.79","79.55","244.360500275597","167.75672496617","48.3797415670022","680964","474887","166224"
"Americas","1961","61329040","13245093","96.1","96.24","112.019773227717","82.4074358487176","13.1742478532751","1526700","1133007","317675"
"Northern America","1961","23157255","4731331","100","100","29.6905763683102","25.6018411110373","0","142746","123265","0"
"Latin America and the Caribbean","1961","38171785","8513762","93.74","94.15","157.518736499155","113.745612608364","20.4421395073955","1405700","1025518","295276"
"Central America","1961","9769714","2208263","99.82","99.83","157.872016554202","109.772768560277","38.2303002251855","363408","256776","112471"
"South America","1961","25471546","5639239","90.87","91.43","160.304118937443","117.85793980849","12.1511812150332","949082","704165","125631"
"Caribbean","1961","2930525","666260","98.33","98.38","134.293553657999","94.585453663035","25.9444346134568",,"66347","30209"
"Europe","1961","57378032","11689159","77.82","77.03","43.0703170013625","35.7691507165864","10.1285566537146","519679","431409","166356"
"Northern Europe","1961","6768936","1415122","100","100","26.6373780122607","22.6724230085179","14.1375186018643","37758","32333","22114"
"Southern Europe","1961","11252488","2349093","79.59","79.53","56.7751781632399","47.323370545369","22.5603210339434","138922","115916","55870"
"Eastern Europe","1961","26339639","5185860","82.78","82.2","47.5452254352609","39.2708398799797","0.876948215182216",,"212378","8389"
"Western Europe","1961","13016969","2739084","54.74","53.25","27.6077262213458","23.0493078362399","17.0555300306151","75558","63596","48143"
"Oceania","1961","1964486","419618","99.23","99.2","68.3677103605003","51.7987748136046","0","28595","21979","0"
"Australia and New Zealand","1961","1414347","296061","100","100","24.825562160662","20.340090311769","0","7265","6012","0"
"Melanesia","1961","485314","109085","100","100","172.047739176723","127.409817592538","0","19679","14721","0"
"Micronesia","1961","21964","4939","88.9","89.23","152.157351606426","113.593796117355","0",,"586","0"
"Polynesia","1961","42861","9533","70.25","70.29","104.351951125279","77.893317159348","0","1021","769","0"
"World","1961","431727011","91875859","65","68","186.303183885595","119.273010509455","31.4584174633216","18542782","11761115","3152815"
"Africa","1962","53507185","12702985","54.61","54.26","255.505942124695","142.482655025754","27.8818181760741","3438422","1952666","516171"
"Northern Africa","1962","12214182","2860401","100","100","258.415750952087","151.1147338432","38.9127545052517","795302","470120","175557"
"Southern Africa","1962","3289783","733264","9.42","9.5",,,,,,
"Eastern Africa","1962","16305952","3851342","53.8","53.42","227.507647579553","120.024212532608","13.516923670841",,"498034","80331"
"Western Africa","1962","15818867","3859240","37.54","37.3",,,,,,
"Middle Africa","1962","5878401","1398738","33.78","33.3",,,,,,
"Asia","1962","262746698","61473541","57.52","56.19","211.299582829864","136.704905629764","26.0692323151441","13358215","8733523","2423367"
"Eastern Asia","1962","104113717","25028002","14.17","12.13",,,,,,
"Central Asia","1962","4385742","981600","0","0",,,,,,
"Southern Asia","1962","102674774","23763776","95.81","95.84","238.115717427944","151.668087097358","20.073253677937","6085741","3919111","935969"
"South-Eastern Asia","1962","40011266","8949026","72.17","72.9","169.545165452539","113.396835358036","47.8122052414651","1577588","1068951","470516"
"Western Asia","1962","11561199","2751137","78.95","80.22","235.085185344207","162.471167568318","46.4829392189143","677743","478364","168394"
"Americas","1962","62358795","13341240","96.13","96.23","109.790310875821","81.2790669068708","13.0434866815104","1509134","1125304","315261"
"Northern America","1962","23199338","4634196","100","100","29.0696420571683","25.0644001805729","0","138483","119250","0"
"Latin America and the Caribbean","1962","39159457","8707044","93.84","94.22","152.785450693268","110.912347893828","19.9192955832114","1391815","1021108","293420"
"Central America","1962","10084931","2279381","99.82","99.83","152.431301499315","107.119402483683","36.7579130062244","361024","257968","111250"
"South America","1962","26061539","5744292","91","91.5","155.684832002114","114.856674581903","11.9288457979893","938083","698206","125357"
"Caribbean","1962","3012987","683371","98.35","98.41","131.2449120654","92.7720991225439","25.4648200905205",,"66651","30464"
"Europe","1962","57242992","11453247","77.53","76.8","40.4434107794092","33.6777563775725","10.2237122918862","480842","398703","162093"
"Northern Europe","1962","6895752","1444730","100","100","25.7703309276259","21.936380991374","13.7824926010899","37300","31966","21913"
"Southern Europe","1962","11326427","2369486","79.79","79.91","54.1321657973257","45.397568773359","22.4548814257245","132576","111271","55701"
"Eastern Europe","1962","25853691","4901520","82.37","81.75","44.1659029552539","36.49129514965","0.859462296592611",,"186982","7723"
"Western Europe","1962","13167122","2737511","54.34","53","26.3703617312001","22.0137904977027","16.3080255877097","73288","61636","45773"
"Oceania","1962","2000649","419738","99.22","99.19","66.8396035475648","51.0792645016695","0","28252","21754","0"
"Australia and New Zealand","1962","1435682","293029","100","100","24.1532262631476","19.8353465203316","0","7164","5930","0"
"Melanesia","1962","498410","111971","100","100","166.328407816492","123.339674682921","0","19470","14597","0"
"Micronesia","1962","22699","5054","88.79","89.45","146.783825592664","109.883364207102","0",,"580","0"
"Polynesia","1962","43858","9684","70.15","70.19","99.752101429202","74.619360107539","0","991","749","0"
"World","1962","437858069","99391096","65.5","63.9","184.69768323153","119.297072942652","30.5846929690587","18836029","12247004","3395051"
"Africa","1963","55008074","13016912","56.9","56.54","251.685862454586","140.752286890641","26.9234293296951","3471107","1974647","517617"
"Northern Africa","1963","12512619","2917355","100","100","251.75636159095","148.207144106101","38.0255753575904","787540","469197","174647"
"Southern Africa","1963","3384524","755782","9.37","9.42",,,,,,
"Eastern Africa","1963","16840815","3963531","61.26","61.12","230.234013576451","122.769095367374","11.4951470858915",,"523860","74201"
"Western Africa","1963","16237197","3947542","37.69","37.32",,,,,,
"Middle Africa","1963","6032919","1432702","33.68","33.18",,,,,,
"Asia","1963","272772965","69705746","56.76","50.64","207.102128762384","134.161533921926","25.6645847682996","14296070","9774551","2591673"
"Eastern Asia","1963","110120546","32445902","13.5","9.52",,,,,,
"Central Asia","1963","4526219","990872","0","0",,,,,,
"Southern Asia","1963","105072596","24251560","95.82","95.88","234.419415337538","149.404442348188","19.7611845175648","6110120","3937055","938743"
"South-Eastern Asia","1963","41019442","9188569","72.48","72.68","164.67650264655","110.403619029588","47.1131628241459","1573004","1071154","473658"
"Western Asia","1963","12034162","2828843","79.25","80.61","226.243687292561","158.032731168095","45.7851789349683","671965","477800","169271"
"Americas","1963","63263785","13439962","96.14","96.22","107.702426849014","80.0131726648861","25.3327439404491","1490204","1115715","525876"
"Northern America","1963","23122871","4545949","100","100","28.4329839619877","24.5081019595438","0","132982","114129","0"
"Latin America and the Caribbean","1963","40140914","8894013","93.92","94.29","148.25201620501","108.179037539268","38.1877612146696","1377702","1016038","438920"
"Central America","1963","10418182","2354880","99.82","99.83","147.281836118717","104.575257723196","35.5012443427533","359299","259519","110491"
"South America","1963","26626531","5839920","91.09","91.56","151.240380826235","111.947874622498","39.814718091163","926189","691278","291947"
"Caribbean","1963","3096201","699213","98.37","98.44","128.295137223469","91.0792247715479","34.6905481915582","93664","66903","36391"
"Europe","1963","57133291","11353754","77.21","76.63","38.0026905527487","31.7218545331975","10.3379589966588","445819","369713","160916"
"Northern Europe","1963","7034556","1475003","100","100","24.827595566043","21.1389703662437","13.3744702855314","36685","31445","21598"
"Southern Europe","1963","11456776","2397313","80.06","80.34","51.1826817039959","43.1728981619664","22.2829101017291","126241","106642","55761"
"Eastern Europe","1963","25222247","4683290","82.01","81.57","41.2243575909806","34.0798102945649","0.911071037276981","204611","165688","7811"
"Western Europe","1963","13419712","2798148","53.81","52.88","25.2325972498574","21.0587203668753","15.9039555340505","70928","59543","45722"
"Oceania","1963","2034205","421580","99.87","99.87","65.5387035301449","50.0809804046165","0","27808","21423","0"
"Australia and New Zealand","1963","1454950","292207","100","100","23.5138039095308","19.3487084768417","0","6948","5735","0"
"Melanesia","1963","511030","114444","100","100","160.82707772435","119.509759501809","0","19236","14448","0"
"Micronesia","1963","23420","5172","88.72","89.52","141.121930185209","105.934079831454","0","752","572","0"
"Polynesia","1963","44805","9757","100","100","92.7686878755198","68.7779450192836","0","910","697","0"
"World","1963","450214071","107938317","65.1","60","183.452239987468","118.25358647925","31.2017888570158","19751488","13270501","3709126"
"Africa","1964","56542060","13327013","71.86","71.81","253.232616030027","145.623067345434","20.7178308000683","3698154","2089529","454732"
"Northern Africa","1964","12824685","2965837","100","100","245.285047245244","145.46124132793","37.2105729842321","779564","467415","173494"
"Southern Africa","1964","3484423","778109","9.31","9.36",,,,,,
"Eastern Africa","1964","17372040","4077973","61.21","61.08","227.343026976242","120.682389697671","11.2669937697058",,"528830","74705"
"Western Africa","1964","16668491","4037012","88.61","88.07","293.700625362266","163.596718431282","12.0056099008322",,,
"Middle Africa","1964","6192421","1468082","33.57","33.07",,,,,,
"Asia","1964","286068637","70216469","57.56","53.2","200.981769981806","129.439404804263","24.4224201798904","14296726","9708737","2453883"
"Eastern Asia","1964","119430522","32248396","12.51","9.73",,,,,,
"Central Asia","1964","4627936","988189","0","0",,,,,,
"Southern Asia","1964","107542542","24747978","95.85","95.91","231.01398993012","147.359223412305","19.4730205195414","6140440","3958258","942660"
"South-Eastern Asia","1964","41999814","9347218","87.41","87.17","153.101463265104","100.227562878449","39.0705479396197","1463302","988680","452709"
"Western Asia","1964","12467823","2884688","79.62","81.05","218.32895422583","153.674059419873","45.1428715275784","662535","473147","170005"
"Americas","1964","64013434","13519770","96.15","96.23","105.496304927543","78.6703475127608","26.1291511392642","1469223","1103907","537151"
"Northern America","1964","22926823","4474436","100","100","27.7722672196121","23.9286352636164","0","127878","109542","0"
"Latin America and the Caribbean","1964","41086611","9045334","94","94.37","143.985828591135","105.631340292932","38.9980919574009","1361137","1008270","446058"
"Central America","1964","10770761","2429707","99.82","99.83","142.508812346791","102.212777890001","39.4836051582317","358078","261238","117955"
"South America","1964","27142119","5907688","91.17","91.63","146.964707014831","109.165063302879","39.3491100895278","911563","681831","290959"
"Caribbean","1964","3173731","707939","98.39","98.45","125.958602312934","89.9496410191885","34.5432617955949","92791","66769","36485"
