"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Latin America and the Caribbean","1989","55743116","11474741","100","100","56.9633871468356","45.854576447781","23.1521959857331","672027","541279","275669"
"Central America","1989","15881463","3333802","100","100","52.4041420016996","43.0503274886159","22.9873722002126","179172","147446","79502"
"South America","1989","36361891","7396518","100","100","57.2616126589635","46.2884555813279","23.0448762245628","436693","352567","176759"
"Caribbean","1989","3499762","744421","100","100","74.2907510366259","54.0403441330429","24.9419788362832","56162","41266","19408"
"Europe","1989","48938942","9485733","100","100","16.6108880722804","13.8281800509404","8.54325254468323","162851","134911","81869"
"Northern Europe","1989","6092854","1233091","100","100","9.95168411491643","8.27015711097852","4.74941117490258","12430","10377","5961"
"Southern Europe","1989","8315054","1633415","100","100","18.0876241562654","15.1244708359909","9.34066413485972","30078","25091","15371"
"Eastern Europe","1989","24093322","4489674","100","100","21.384008890514","17.8582432059762","11.5590042861201","100745","83214","52440"
"Western Europe","1989","10437712","2129553","100","100","9.1842290510411","7.57014909923673","3.77880882397496","19598","16229","8097"
"Oceania","1989","2404169","498422","100","100","34.4362863426146","26.8499535514388","13.481417178213","17141","13473","6870"
"Australia and New Zealand","1989","1510281","306713","100","100","10.1007371293385","8.31206009604804","4.76992197492137","3077","2547","1474"
"Melanesia","1989","807935","173425","100","100","74.656539180724","57.4546261498443","27.7006718901091","13219","10251","5029"
"Micronesia","1989","40360","8512","100","100","64.3345930462707","51.4178038878936","26.7947739405784","559","450","237"
"Polynesia","1989","45593","9772","100","100","28.3894460902792","22.4064405644285","12.7755397266274","286","225","130"
"World","1989","636696900","134508510","100","100","95.4212420862081","65.2150646025165","37.2050829600324","13115031","9056148","5267154"
"Africa","1990","112604959","24976414","100","100","163.88328633134","95.9978210275985","42.9806696361446","4214270","2521103","1157708"
"Northern Africa","1990","21931054","4528886","100","100","86.2499692373738","64.0529460128675","33.730237231181","403448","300918","159983"
"Southern Africa","1990","6673091","1325028","100","100","59.885173482242","53.0709511358701","21.7298898572096","82367","72871","29773"
"Eastern Africa","1990","36946081","8389821","100","100","178.819132031267","108.501868221293","45.2513200620697","1549214","960904","412497"
"Western Africa","1990","33565681","7648611","100","100","202.637437670129","105.877719322328","49.8209766316735","1610917","859635","415768"
"Middle Africa","1990","13489052","3084068","100","100","178.761572482534","100.06144070973","41.5312411353278","568324","326775","139687"
"Asia","1990","404251012","85095985","100","100","90.0547179041027","65.3254350354647","41.1864666700466","7893555","5753483","3687037"
"Eastern Asia","1990","139639940","29348785","100","100","50.8363093216282","41.0115964170956","27.9378850502505","1504435","1221818","849574"
"Central Asia","1990","7416001","1520078","100","100","69.6250953613154","58.9692978957761","27.3184178412938","109247","92606","43398"
"Southern Asia","1990","179296618","38115339","100","100","127.471974333215","88.0774374544273","57.2212279179906","5101977","3530210","2331562"
"South-Eastern Asia","1990","56108392","11559138","100","100","71.3825384663218","54.2792138699713","27.3669210442113","849662","646644","329364"
"Western Asia","1990","21790061","4552645","100","100","70.4184691747168","55.9495710068517","28.0902011076798","328234","262205","133139"
"Americas","1990","77359822","16012376","100","100","42.4903153078071","34.3466508096745","17.7520502391899","693238","561468","292486"
"Northern America","1990","21402611","4527333","100","100","10.9729996261408","9.15171514155294","5.64208530708098","49228","41414","25797"
"Latin America and the Caribbean","1990","55957211","11485043","100","100","54.5471777325772","44.0281597761976","22.405474864633","644010","520054","266689"
"Central America","1990","16022561","3352140","100","100","50.0115266501668","41.2065903091788","22.3448317085792","171809","141840","77684"
"South America","1990","36387644","7383761","100","100","54.7895103554052","44.4291531430878","22.2675449198339","417123","337757","170226"
"Caribbean","1990","3547006","749142","100","100","72.3098913417329","52.6556322966852","24.0234674252354","55078","40457","18779"
"Europe","1990","48394000","9255737","100","100","15.8290383689327","13.1734588709363","8.16006856656544","151790","125054","76249"
"Northern Europe","1990","6115160","1272121","100","100","9.51502142350791","7.90014387189529","4.68444194162609","12042","10035","6013"
"Southern Europe","1990","8182713","1619910","100","100","17.0568348749646","14.2455490182125","8.84590649842116","27910","23219","14476"
"Eastern Europe","1990","23463030","4202086","100","100","20.8305841996482","17.4199993915011","11.2435940389223","92946","76180","47680"
"Western Europe","1990","10633097","2161620","100","100","8.77934282088011","7.23265874254851","3.70761310452926","18892","15620","8080"
"Oceania","1990","2446210","513797","100","100","33.2105253852218","25.8421422737837","13.221060300377","16971","13349","6951"
"Australia and New Zealand","1990","1538456","319538","100","100","9.55917099678227","7.85800182180697","4.58469780376085","2993","2482","1479"
"Melanesia","1990","822006","176002","100","100","73.2240629463628","56.4281738740586","27.777143550762","13157","10213","5115"
"Micronesia","1990","40736","8561","100","100","62.2722094024424","49.8186049684837","26.2357250976585","546","438","233"
"Polynesia","1990","45012","9696","100","100","27.5162634802059","21.7487025552115","12.3546847152752","275","216","124"
"World","1990","645057886","135854691","100","100","93.5140205602864","63.9883354061728","36.5620820435665","12969824","8974457","5220431"
"Africa","1991","114684713","25386827","100","100","164.945574263567","96.5067649450276","42.5022534600356","4321619","2578419","1164489"
"Northern Africa","1991","21980620","4535075","100","100","83.3538094003011","62.2658098159588","32.8674139146121","389563","292145","156117"
"Southern Africa","1991","6635640","1317743","100","100","58.8097139965279","51.2787363952395","21.2911252002662","80069","69635","29172"
"Eastern Africa","1991","37896204","8553983","100","100","184.426239765187","111.617965702948","44.6799897097916","1642362","1010056","415670"
"Western Africa","1991","34244628","7800785","100","100","200.529116400927","105.119955861812","49.4910782811279","1627985","871750","421156"
"Middle Africa","1991","13927621","3179241","100","100","177.528699763327","99.5549703611407","41.0716591791984","581640","334833","142374"
"Asia","1991","404201948","81231202","100","100","88.6785859516984","65.182477663614","41.1033096702338","7598601","5535494","3472788"
"Eastern Asia","1991","137856616","25253148","100","100","49.7528193592356","40.1069316391371","27.3092165595557","1393982","1110808","688958"
"Central Asia","1991","7439505","1527773","100","100","69.8079515768312","59.1831303182226","27.4657764507118","110072","93336","43903"
"Southern Asia","1991","180709642","38238128","100","100","123.755499170678","86.0383780290991","55.9921322891568","4970169","3456337","2286149"
"South-Eastern Asia","1991","56370378","11667833","100","100","68.3531300447718","52.2451822824116","26.6908235016143","817430","626026","324573"
"Western Asia","1991","21825807","4544320","100","100","65.8149315513303","53.2419794393952","27.2965123561653","306948","248987","129205"
"Americas","1991","77770612","15993633","100","100","40.725237301473","33.0552785959144","17.2548597403661","663874","538948","283296"
"Northern America","1991","21607933","4494439","100","100","10.6140678539658","8.85426969455782","5.46256333629823","47906","40212","24703"
"Latin America and the Caribbean","1991","56162679","11499194","100","100","52.1864903481937","42.2485776708074","21.734429499803","615968","498736","258593"
"Central America","1991","16190051","3386671","100","100","47.7017349915502","39.4221592388725","21.6887098713717","164892","136612","75958"
"South America","1991","36394697","7372919","100","100","52.3359623911773","42.5853767018742","21.5734824730065","397399","322775","164541"
"Caribbean","1991","3577931","739604","100","100","70.8789971807985","51.7865107427391","23.5394642303046","53677","39349","18094"
"Europe","1991","47449189","8893544","100","100","15.2224719735842","12.6901761709786","7.91626318850144","141780","116252","70914"
"Northern Europe","1991","6135407","1267208","100","100","9.07554632564955","7.52809679164671","4.68109765067503","11592","9640","5970"
"Southern Europe","1991","8063361","1597425","100","100","16.0784611461874","13.3522884848727","8.34418815848461","26192","21676","13452"
"Eastern Europe","1991","22545645","3917325","100","100","20.5004625752874","17.2015459941041","11.0786838719837","86088","70183","43781"
"Western Europe","1991","10704776","2111586","100","100","8.36144811928419","6.88481502641415","3.64318284280045","17908","14753","7711"
"Oceania","1991","2482800","513370","100","100","32.5299393162354","25.4651821410944","13.3060381454326","16749","13172","6967"
"Australia and New Zealand","1991","1559191","316824","100","100","9.01457127754135","7.40491665726074","4.3945365582524","2863","2372","1400"
"Melanesia","1991","838144","178355","100","100","71.8528389347576","55.431505154308","27.9972805242102","13089","10166","5219"
"Micronesia","1991","40996","8584","100","100","60.3486851698565","48.3213909659801","25.7197657967855","531","426","230"
"Polynesia","1991","44469","9607","100","100","26.7001248806062","21.1285734635517","11.9370825993204","266","208","118"
"World","1991","646591146","132018963","100","100","92.9403140434312","64.0296730868251","36.278071069455","12742623","8782285","4998454"
"Africa","1992","116643066","25800430","100","100","163.701199013324","95.8737553729694","42.1076160665962","4365356","2601559","1172082"
"Northern Africa","1992","21975457","4528242","100","100","80.5002385350019","60.4947515111781","32.0412923794194","376308","283698","151670"
"Southern Africa","1992","6555061","1301632","100","100","58.5314326708148","49.9456600928523","20.8727633720528","79133","67268","28130"
"Eastern Africa","1992","38719650","8723004","100","100","183.193126481872","110.811579327611","44.1201743019429","1668876","1022890","418971"
"Western Africa","1992","35028737","7972124","100","100","198.553536759203","104.536880758921","49.2310957269686","1645353","883995","427859"
"Middle Africa","1992","14364161","3275428","100","100","176.473730131349","99.2308264136807","40.752666885128","595686","343708","145452"
"Asia","1992","402211501","79119594","100","100","87.3366891328675","64.0610814870682","40.5419473460539","7240370","5265959","3354989"
"Eastern Asia","1992","134185057","23059388","100","100","48.5480437366803","39.2706084282028","26.8887742911857","1220171","948395","632793"
"Central Asia","1992","7417312","1513774","100","100","70.5305448632509","59.8600609706182","27.7111879602825","110921","93994","43686"
"Southern Asia","1992","181900194","38322269","100","100","120.241946487203","84.1417174249559","54.8354417280226","4837095","3382792","2238428"
"South-Eastern Asia","1992","56598695","11634789","100","100","65.4515478188483","50.2963033314361","26.032894161685","784240","603348","314392"
"Western Asia","1992","22110243","4589374","100","100","61.3188076264499","50.4308719877478","26.3573372006444","287943","237430","125690"
"Americas","1992","78230499","15913372","100","100","38.9764790667726","31.7173728157427","16.7920745552519","632870","514767","273991"
"Northern America","1992","21920587","4429598","100","100","10.2473944036432","8.55225564167124","5.29706673761888","45856","38309","23592"
"Latin America and the Caribbean","1992","56309912","11483774","100","100","49.7784976758489","40.4080767757481","21.1045806915391","587014","476458","250399"
"Central America","1992","16352919","3411480","100","100","45.4691783416802","37.681918682143","21.0579097520415","158247","131526","74221"
"South America","1992","36360355","7341675","100","100","49.7981001624241","40.6477807175974","20.9259834184634","376736","306895","158637"
"Caribbean","1992","3596638","730619","100","100","69.3930097974602","50.6743326669064","23.1043574877176","52031","38037","17541"
"Europe","1992","46066019","8499890","100","100","14.9603485810317","12.3225516376231","7.66069127301778","134390","108382","65601"
"Northern Europe","1992","6162824","1253507","100","100","8.64492528825","7.1673553029317","4.67102814145917","10980","9088","5883"
"Southern Europe","1992","7861790","1572226","100","100","16.7081345366908","12.9675802655328","7.76588883436092","27214","21001","12387"
"Eastern Europe","1992","21330021","3605006","100","100","20.3865049236281","17.1654500677092","11.0103664355156","79571","64684","39961"
"Western Europe","1992","10711384","2069151","100","100","7.91132138653894","6.50533612293884","3.54955797395063","16625","13609","7370"
"Oceania","1992","2522824","521889","100","100","31.8573223151385","24.9035697578465","13.2570609709908","16554","13028","7065"
"Australia and New Zealand","1992","1582196","321779","100","100","8.49350153486317","6.97028298592305","4.19820456572383","2712","2237","1360"
"Melanesia","1992","855213","181952","100","100","70.6346790563116","54.601457154951","28.1904989274714","13070","10175","5366"
"Micronesia","1992","41113","8577","100","100","58.4604604739294","46.8101047336115","25.2365361970192","515","415","225"
"Polynesia","1992","44302","9581","100","100","25.8847460426357","20.5181654598337","11.5362244346254","257","201","114"
"World","1992","645675820","129855563","100","100","92.3139034953316","63.2927624809951","35.8403768541596","12389540","8503695","4873728"
"Africa","1993","118757925","26261154","100","100","162.157087694261","95.0925834030246","41.7044138142933","4396055","2621686","1179955"
"Northern Africa","1993","21944819","4495114","100","100","77.8135704552013","58.8365879059935","31.2915756357962","362204","273951","146789"
"Southern Africa","1993","6515225","1301920","100","100","59.1628053921758","48.9974210696571","20.403287038044","79539","65606","27582"
"Eastern Africa","1993","39622230","8931021","100","100","180.593318971023","109.475837519724","43.5672261417429","1679577","1030366","421943"
"Western Africa","1993","35860666","8151769","100","100","196.490390731246","103.945271644868","48.9459442530012","1663867","898198","434739"
"Middle Africa","1993","14814985","3381330","100","100","175.593571633569","98.9550718929277","40.4040444734793","610868","353565","148902"
"Asia","1993","397984640","78208775","100","100","85.3466106085617","62.8279768704334","39.8115076486752","6972653","5091258","3257830"
"Eastern Asia","1993","128295581","22074391","100","100","47.2691698154178","38.3274176227206","26.3167817659781","1127891","877169","594889"
"Central Asia","1993","7349045","1475278","100","100","71.3329617351776","60.628558834911","27.9828696186687","110120","93114","42886"
"Southern Asia","1993","183102695","38376872","100","100","116.916616895921","82.3789920967001","53.6899854602872","4704096","3309804","2190068"
"South-Eastern Asia","1993","56894537","11645767","100","100","62.8327841499531","48.5638685250531","25.3894824728062","751651","580590","307253"
"Western Asia","1993","22342782","4636467","100","100","58.898916941677","48.5777882807638","25.4879925243436","278895","230581","122734"
"Americas","1993","78507740","15847154","100","100","37.2843137071959","30.4341440817215","16.357273284557","602184","490921","265731"
"Northern America","1993","22062580","4343971","100","100","9.88757158033238","8.25673435624981","5.1396688520686","43660","36330","22434"
"Latin America and the Caribbean","1993","56445160","11503183","100","100","47.3803339841681","38.5732470387206","20.4741308678865","558524","454591","243297"
"Central America","1993","16490647","3429629","100","100","43.3489733695862","36.0306866223615","20.4130099038182","151743","126488","72299"
"South America","1993","36361387","7352263","100","100","47.2350850025072","38.6819822259341","20.2771133571723","356514","291409","153954"
"Caribbean","1993","3593126","721291","100","100","67.7077389731771","49.4993143542263","22.7611940352954","50267","36694","17044"
"Europe","1993","44454985","8071847","100","100","14.410493841804","11.8696153642334","7.42114205499086","123595","99244","60240"
"Northern Europe","1993","6204856","1215175","100","100","8.16314264844975","6.76099051463942","4.54120123687998","10198","8395","5525"
"Southern Europe","1993","7799030","1533334","100","100","15.7163289930271","12.1526012167957","7.33615594463658","25021","19062","11321"
"Eastern Europe","1993","19819451","3299383","100","100","20.3079594305374","17.1324449226745","10.9549731129414","72998","59260","36425"
"Western Europe","1993","10631648","2023955","100","100","7.44668847138796","6.11067409039648","3.43363805941517","15378","12527","6969"
"Oceania","1993","2549744","523149","100","100","31.5566587094386","24.7673195750957","13.3598828550263","16472","12991","7134"
"Australia and New Zealand","1993","1591793","318369","100","100","8.03352627241538","6.58922425049411","4.00405266932612","2576","2120","1283"
"Melanesia","1993","872479","186547","100","100","69.5711566608487","53.8597301400535","28.285902064242","13147","10273","5521"
"Micronesia","1993","40967","8573","100","100","56.6226232388541","45.3750217375374","24.7088431432847","501","402","220"
"Polynesia","1993","44505","9660","100","100","25.1241590571013","19.9394414925951","11.1371071867874","248","196","110"
"World","1993","642256957","128912465","100","100","91.1219963204408","62.4892080702763","35.3392889760684","12110959","8316100","4770890"
"Africa","1994","120842336","26636258","100","100","159.315243703187","93.7497929557118","41.314961810267","4380153","2622461","1183941"
"Northern Africa","1994","21884004","4471720","100","100","75.1118606173581","57.0867650871051","30.5422627304385","347528","264091","142626"
"Southern Africa","1994","6344520","1243196","100","100","60.6877364453432","48.5101514038755","19.9295952228869","79801","63218","25538"
"Eastern Africa","1994","40644618","9115886","100","100","174.237372694556","106.357809030308","42.9648096885771","1648010","1020949","423460"
"Western Africa","1994","36703857","8327783","100","100","194.146858475571","103.245720368442","48.6312489057972","1679431","911437","441147"
"Middle Africa","1994","15265337","3477673","100","100","174.576643414008","98.6412474550208","39.9844112872743","625383","362766","151170"
"Asia","1994","392825143","77674500","100","100","83.1497674035294","61.5010073972543","39.0168904028394","6726212","4941793","3170383"
"Eastern Asia","1994","121816460","21431285","100","100","45.6481402314142","37.0569984354833","25.4569707274301","1047703","820845","559116"
"Central Asia","1994","7246667","1426643","100","100","71.7090583369252","61.001025713883","28.1798498144683","107602","90733","41740"
"Southern Asia","1994","184055527","38483225","100","100","113.704293478104","80.7080988888305","52.6161457573804","4578218","3245468","2151571"
"South-Eastern Asia","1994","57055000","11638378","100","100","60.3875979010704","46.8908620997535","24.7158968545449","722517","560771","298368"
"Western Asia","1994","22651489","4694969","100","100","56.4437792324352","46.6269773845288","24.5897105406119","270172","223976","119588"
"Americas","1994","78531432","15779004","100","100","35.5631251170145","29.0988602606999","15.892247723055","572136","467643","256865"
"Northern America","1994","22024985","4274572","100","100","9.54507905197821","7.97615834222447","5.00624069823288","41519","34474","21508"
"Latin America and the Caribbean","1994","56506447","11504432","100","100","44.9998565293183","36.7401389579728","19.8303335748644","530617","433169","235357"
"Central America","1994","16593351","3439357","100","100","41.3367209231236","34.4504722932975","19.7688763363556","145262","121365","70161"
"South America","1994","36341191","7350515","100","100","44.6603642844171","36.6946501700107","19.6074227515117","336898","276444","148579"
"Caribbean","1994","3571905","714560","100","100","65.8551125069216","48.1610094193745","22.4015420981702","48457","35360","16617"
"Europe","1994","42953437","7846886","100","100","13.650036619456","11.4358985173064","7.23659218694917","111781","91258","57217"
"Northern Europe","1994","6210588","1186136","100","100","7.70978629929175","6.39852961370181","4.354140695597","9404","7706","5181"
"Southern Europe","1994","7699136","1484140","100","100","13.0655385013555","10.8253368533695","6.92023667713052","19958","16326","10339"
"Eastern Europe","1994","18562527","3186484","100","100","20.2172905716707","17.1084356647928","10.8748334920838","68209","55701","35075"
"Western Europe","1994","10481186","1990126","100","100","7.00465286662877","5.73398736163851","3.31565709254312","14210","11525","6622"
"Oceania","1994","2568913","524662","100","100","31.3715001912797","24.6169768778906","13.4173340140621","16405","12952","7178"
"Australia and New Zealand","1994","1593919","315453","100","100","7.63914131526511","6.26245650566134","3.83541497164395","2433","1993","1215"
"Melanesia","1994","889519","190948","100","100","68.5413165132885","53.1139146573595","28.2625485717746","13243","10378","5640"
"Micronesia","1994","40789","8569","100","100","55.048201125764","44.1848014846184","24.2797554056263","488","391","216"
"Polynesia","1994","44686","9692","100","100","24.3767868276217","19.3543100863515","10.7234253288396","241","190","107"
"World","1994","637723204","128461695","100","100","89.3830956449025","61.3964968845385","34.7615051076972","11806687","8136107","4675584"
"Africa","1995","123008374","27158024","100","100","155.188065733085","91.6179335647354","40.7647149789783","4335801","2610052","1193186"
"Northern Africa","1995","21779740","4419995","100","100","72.5483404094031","55.4812335969668","29.8700759382975","332544","253922","137615"
"Southern Africa","1995","6394270","1276092","100","100","62.2261313156449","47.7820569596243","19.2163599644396","81403","62026","25589"
"Eastern Africa","1995","41421162","9296743","100","100","164.655732204561","101.516538715105","42.21653168808","1586948","994855","424992"
"Western Africa","1995","37560926","8521318","100","100","191.385069997187","102.273960487071","48.2289564826333","1691370","923278","447537"
"Middle Africa","1995","15852276","3643876","100","100","173.227981281153","98.1768003215526","39.5005432913495","643536","375971","157453"
"Asia","1995","385924340","77187896","100","100","81.1870577234072","60.2145556664385","38.1661178101728","6508072","4807013","3078230"
"Eastern Asia","1995","113975327","20876524","100","100","45.3647170093647","36.4123152371136","24.6644337936196","999791","783439","527724"
"Central Asia","1995","7105180","1390106","100","100","71.3115672916487","60.7374193916356","28.2722356089896","104118","87774","40923"
"Southern Asia","1995","184763594","38583283","100","100","110.373317609555","78.8508530154692","51.4395385188748","4450043","3178955","2104484"
"South-Eastern Asia","1995","57203423","11613212","100","100","58.0748421713831","45.3003923409497","24.0316752407486","693332","540208","288962"
"Western Asia","1995","22876816","4724771","100","100","54.0781767557769","44.803811378533","23.7708179475432","260788","216637","116137"
"Americas","1995","78314797","15703353","100","100","33.8901938255362","27.8047718423852","15.3939097085618","542352","444424","247409"
"Northern America","1995","21782441","4207578","100","100","9.2347624583311","7.72511968903022","4.91323111394814","39559","32857","20770"
"Latin America and the Caribbean","1995","56532356","11495775","100","100","42.7052879058074","34.965365377044","19.1314186459807","502793","411567","226639"
"Central America","1995","16652108","3436113","100","100","39.4271837290213","32.9411637790424","18.9856434053903","138636","116025","67215"
"South America","1995","36339427","7349186","100","100","42.1766295298905","34.7707984663173","18.9192262100618","317521","261473","143202"
"Caribbean","1995","3540821","710476","100","100","63.7979204658166","46.6863146401658","22.0108058202535","46636","34069","16222"
"Europe","1995","41440330","7646987","100","100","13.2222787792928","11.0408392660547","6.98250463546286","105136","86114","53753"
"Northern Europe","1995","6123506","1156998","100","100","7.36306986230706","6.12404192563681","4.15703082098186","8766","7187","4822"
"Southern Europe","1995","7583460","1453720","100","100","12.4926152087325","10.2405771468967","6.58365669077154","18647","15048","9645"
"Eastern Europe","1995","17429191","3044388","100","100","20.0665079712754","16.9729570349755","10.6968396466295","64429","53104","32828"
"Western Europe","1995","10304173","1991881","100","100","6.60782150895689","5.39278406741797","3.22479771619732","13294","10775","6458"
"Oceania","1995","2584979","526104","100","100","31.2464054566762","24.535030437563","13.4897410064693","16367","12936","7231"
"Australia and New Zealand","1995","1591498","312477","100","100","7.32434360697487","6.00546509966089","3.70568043242352","2313","1889","1161"
"Melanesia","1995","908078","195344","100","100","67.5746248658534","52.4286675560139","28.1967178830473","13346","10479","5754"
"Micronesia","1995","40571","8574","100","100","53.6908671733151","43.1395294983445","23.9222117125057","475","382","213"
"Polynesia","1995","44832","9709","100","100","23.6632096182978","18.797870777899","10.3569659090769","233","186","103"
"World","1995","631274797","128222748","100","100","87.4939268022629","60.2289399326145","34.123012491531","11507728","7960539","4579809"
"Africa","1996","125541727","27714710","100","100","156.027618879311","92.2571291455022","40.322317211246","4442624","2678225","1200539"
"Northern Africa","1996","21720556","4402195","100","100","69.9805275272406","53.7452912396839","29.1799310592011","317855","243861","133671"
"Southern Africa","1996","6353197","1267756","100","100","64.1771084277476","47.3827955839932","18.4660060991046","84567","62143","24243"
"Eastern Africa","1996","42629531","9570676","100","100","160.951342664862","99.7284247738835","41.6124194380026","1589371","1000863","429850"
"Western Africa","1996","38470441","8717388","100","100","188.134018457014","101.084008903901","47.7214335845858","1698342","932418","452106"
"Middle Africa","1996","16368002","3756695","100","100","194.455043094565","110.47437386254","39.3971611765719","752489","438940","160669"
"Asia","1996","380199321","76514753","100","100","78.7378785774449","58.7024024622254","37.2897459034649","6251309","4645050","2976714"
"Eastern Asia","1996","107641300","20228066","100","100","43.520854225652","34.9367092689339","23.6328997931433","925104","730535","489150"
"Central Asia","1996","6901805","1320035","100","100","69.7407359314397","59.4684856840718","28.229120726599","98037","82535","38371"
"Southern Asia","1996","185392998","38666635","100","100","106.881401593837","76.9141464702595","50.2573350544416","4313615","3104334","2057787"
"South-Eastern Asia","1996","57231609","11572041","100","100","55.895298979168","43.8103312706383","23.3709941410826","664720","519990","279687"
"Western Asia","1996","23031609","4727976","100","100","51.5821890768383","42.8063365555062","22.9296387312272","249833","207656","111719"
"Americas","1996","77968589","15624320","100","100","32.2309425627771","26.5036235132151","14.8745463727461","513264","421643","237609"
"Northern America","1996","21466686","4171211","100","100","8.96477864443468","7.50913233081046","4.8416992921875","37907","31550","20299"
"Latin America and the Caribbean","1996","56501903","11453109","100","100","40.5104102467536","33.2608099826811","18.4436769112768","475357","390093","217310"
"Central America","1996","16676581","3428203","100","100","37.6163834857718","31.5039991458898","18.1837655087296","132010","110645","64134"
"South America","1996","36319053","7321797","100","100","39.7815721907144","32.903333204976","18.2434958398368","298513","246636","137310"
"Caribbean","1996","3506269","703109","100","100","61.9392774422119","45.4553371050618","21.7689993571932","44834","32812","15866"
"Europe","1996","40070072","7537903","100","100","12.6231600966336","10.5409617389286","6.68037169030205","98053","80809","50778"
"Northern Europe","1996","6005837","1141125","100","100","7.09958938193889","5.9123733187531","3.97484602079514","8277","6807","4554"
"Southern Europe","1996","7490632","1455564","100","100","11.4972617564867","9.48742271266837","6.24072897114875","16954","13872","9171"
"Eastern Europe","1996","16399688","2916984","100","100","19.6872143809531","16.6381504255183","10.3919456975742","60134","49827","30612"
"Western Europe","1996","10173915","2024230","100","100","6.27250301331927","5.1010763856216","3.16061146874327","12688","10303","6441"
"Oceania","1996","2601634","528972","100","100","31.2131912196262","24.5391514273621","13.6106764735279","16404","12980","7339"
"Australia and New Zealand","1996","1586740","310097","100","100","7.0737819395239","5.80090383200155","3.62261820984773","2215","1809","1127"
"Melanesia","1996","929559","200577","100","100","66.6932570720223","51.8312960004793","28.1446382673752","13496","10617","5901"
"Micronesia","1996","40302","8614","100","100","52.486790653352","42.2064840803182","23.6273135460056","466","374","212"
"Polynesia","1996","45033","9684","100","100","22.9942795600198","18.272470714235","10.0160472664502","227","180","99"
"World","1996","626383367","127921065","100","100","86.4430315295145","59.4606229504986","33.4548374534162","11321654","7838707","4472979"
"Africa","1997","128213477","28205619","100","100","152.561558770503","90.5621232243042","39.7168467590071","4418139","2672813","1201193"
"Northern Africa","1997","21684817","4411544","100","100","67.2880208230267","51.9153060608905","28.4629936433082","304942","235428","130540"
"Southern Africa","1997","6331562","1242421","100","100","66.4296436123848","47.2866421590685","17.581211229255","86226","60841","22578"
"Eastern Africa","1997","43974753","9835925","100","100","155.611438266513","97.1938208971554","40.9318250508965","1572893","1000199","433515"
"Western Africa","1997","39406506","8912625","100","100","184.162093273857","99.4590183862265","47.0571706305829","1698076","937175","455170"
"Middle Africa","1997","16815839","3803104","100","100","191.462336299152","109.129648210139","38.7656729656304","756002","439170","159390"
"Asia","1997","377106095","75946156","100","100","76.2466533845861","57.1340192473898","36.3818952002313","5999075","4480936","2881327"
"Eastern Asia","1997","104005771","19593584","100","100","41.594309047971","33.380802752615","22.5770780963781","854702","675217","452235"
"Central Asia","1997","6671931","1262280","100","100","67.9363548102559","58.2528783392576","28.001162132584","90972","76551","36640"
"Southern Asia","1997","186069615","38823426","100","100","103.26618464716","74.8663972328121","49.0199126642816","4177577","3030138","2013538"
"South-Eastern Asia","1997","57169542","11502989","100","100","53.7127599215854","42.2708796374631","22.662652890283","636024","499274","269160"
"Western Asia","1997","23189236","4763877","100","100","49.4254483896875","41.2122436376151","22.3111937101571","239800","199756","109754"
"Americas","1997","77651564","15566705","100","100","30.621493462238","25.2384556223014","14.3682512216836","485442","399691","228534"
"Northern America","1997","21171101","4138012","100","100","8.73858385004489","7.33017666972525","4.75835872396178","36597","30548","19788"
"Latin America and the Caribbean","1997","56480463","11428693","100","100","38.3723314873048","31.5759508557461","17.7690608728794","448845","369143","208746"
"Central America","1997","16672847","3411124","100","100","35.8717238668713","30.1179849807274","17.3980331346046","125426","105288","61003"
"South America","1997","36321489","7312371","100","100","37.4805507080742","31.0882221402864","17.6072876881006","280329","232278","132240"
"Caribbean","1997","3486127","705198","100","100","59.5662675503593","43.5840304087737","21.2119385009644","43090","31577","15503"
"Europe","1997","38897910","7443314","100","100","12.061488484436","10.069504146065","6.37664075627589","92083","76121","47816"
"Northern Europe","1997","5870132","1127621","100","100","6.89202535406097","5.74822402742485","3.84442358584939","7909","6536","4350"
"Southern Europe","1997","7391012","1462407","100","100","10.571158779479","8.69445169463467","5.80870169279144","15725","12885","8568"
"Eastern Europe","1997","15537326","2820619","100","100","19.2012961778928","16.2319650387267","10.030075592048","56229","46779","28575"
"Western Europe","1997","10099440","2032667","100","100","6.00568901393939","4.86593454284959","3.09670255723598","12220","9921","6323"
"Oceania","1997","2620664","532189","100","100","34.4176491074313","26.3744475648429","13.7708185160233","18162","14034","7473"
"Australia and New Zealand","1997","1582100","307974","100","100","6.87233209871074","5.63874617132999","3.57876465520461","2136","1745","1105"
"Melanesia","1997","953172","205982","100","100","73.9592911573645","55.8618860212752","28.1655726295383","15352","11747","6063"
"Micronesia","1997","40058","8609","100","100","51.3406380571538","41.2800055890729","23.3095782948147","456","367","210"
"Polynesia","1997","45334","9624","100","100","22.3104118729657","17.7330971008768","9.67658510811645","218","175","95"
"World","1997","624491763","127694401","100","100","84.3290950513069","58.1472646885947","32.737317660553","11012901","7643595","4366343"
"Africa","1998","130760181","28698588","100","100","151.700186146792","90.0271821676061","39.010537017192","4472994","2702905","1200300"
"Northern Africa","1998","21715379","4440245","100","100","74.1914507752014","55.4013344825741","27.9019930256309","337056","252112","128666"
