"CountryName","OfficialName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion3","MDGRegion4","MDGRegion5","MDGRegion6","UNICEFProgRegion1","UNICEFProgRegion2","UNICEFProgRegion3","UNICEFProgRegion4","UNICEFProgRegion5","MENAEMRORegion","ECACountries","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","WBRegion5","UNPDRegion1","UNPDRegion2","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","FragileCountries2017","FragileCountries2018","FragileCountries2018OECD1","FragileCountries2018OECD2","FragileCountries2019","FCSCountries2020","FCSCountries20211","FCSCountries20212","USAIDcountry","M49Region1","M49Region2","M49Region3","SDGSimpleRegion1","SDGSimpleRegion2","SDGSimpleRegion3","SDGSimpleRegion4","SDGSimpleRegion5","SDGSimpleRegion6","SDGRegion1","SDGRegion2","SDGRegion3","SDGRegion4","SDGRegion5","SDGRegion6","HAC2020","HAC2019","GlobalStrategy","Conflict","UNICEFReportRegion1","UNICEFReportRegion2","Wealthdata1","Wealthdata2","Wealthdata3","WealthdataGlobal","Wealthall1","Wealthall2","Wealthall3","WealthallGlobal","UNRegion","AfricanEconomicCommunity","GAVICountries","SDGRCRegion1","SDGRCRegion2","SDGRCRegion3","SDGRCRegion4","SDGRCRegion5","SDGRCRegion6","SDGRCRegion7","SDGRCRegion8","SDGRCRegion9","SDGRCRegion10","SDGRCRegion11","SDGRCRegion12","SDGRCRegion13","SDGRCRegion14","SDGRCRegion15","JHURegion","SPhumanitarian","JHUFragile2021","LiST_UNICEFProgramm","LiST_UNICEFReport","LiST_all","ListSBRESCAP","ListSBR","EAPRORegion1","EAPRORegion2","EAPRORegion3","EAPRORegion4","EAPRORegion5","EAPRORegion6","EAPRORegion7","EAPRORegion8","EAPRORegion9","EECA","ARR 1990-2020 median","ARR 1990-2000 median","ARR 2000-2020 median","Required ARR median","Change in ARR median","Percentage decline 1990-2020 median","Percentage decline 1990-2000 median","Percentage decline 2000-2020 median"
"Maldives","Maldives",70,"MDV",462,"MAL","Southern Asia","Southern Asia excluding India","","","","SIDS","South Asia","South Asia","Asia","","","","","South-East Asia","South Asia","South Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Asia","Southern Asia","","Central and Southern Asia","Southern Asia","","Small island developing States","","","Central Asia (M49) and Southern Asia (MDG=M49)","Asia (M49)","Southern Asia (MDG=M49)","Southern Asia (MDG=M49)","","Small island developing States (SIDS)","","","","Non conflict","South Asia","","South Asia","","Upper middle income","Low and middle income","South Asia","","Upper middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group A (ADB_DMC_A)","ESCAP_SAARC (SAARC)","","","","","ESCAP_South and South-West Asia (SSWA)","ESCAP_All countries","","","South Asia","Non-humanitarian","","South Asia","South Asia","LiST","LiSTSBR","LiSTSBR","","","","","","","","","","",8.61456250252914,7.87755977036581,8.9830638686108,,1.10550409824499,92.455631165592,54.5135623020686,83.4140257706944
"Mexico","Mexico",125,"MEX",484,"MEX","Latin America and the Caribbean","Latin America and the Caribbean","","","Latin America","","Latin America and Caribbean","Latin America and Caribbean","","","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Upper middle income","Low and middle income","Latin America and the Caribbean","","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Americas","Latin America and the Caribbean","Central America","Latin America and the Caribbean","","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","Central America (M49)","Latin America and the Caribbean (MDG=M49)","","","","","","Non conflict","Latin America and Caribbean","","","","","","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","","","ECLAC_All countries","","","ECLAC_Latin America","","","","","","","","ESCAP_Latin America (LAC)","","","Latin America and Caribbean","Non-humanitarian","","Latin America and the Caribbean","Latin America and Caribbean","LiST","","LiSTSBR","","","","","","","","","","",4.00248594419706,4.70433895630143,3.65155943814488,,-1.05277951815655,69.9030329948598,37.5268858645688,51.8241287925954
"Marshall Islands","Marshall Islands",78,"MHL",584,"MSI","Oceania","Oceania","","","","SIDS","East Asia and Pacific","East Asia and Pacific","Asia","","","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Upper middle income","Low and middle income","Oceania","","Excluding least developed countries","Excluding China","","","","","","","","","Fragile","Fragile","Fragile","Fragile","Fragile","Non-fragile","","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","High Institutional and Social Fragility","","Oceania","Micronesia","","Oceania","Oceania (exc. Australia and New Zealand)","","Small island developing States","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Oceania (M49) excluding Australia and New Zealand (M49)","Oceania (M49)","Micronesia (M49)","Oceania (MDG)","","Small island developing States (SIDS)","","","","Non conflict","East Asia and Pacific","","","","","","East Asia and Pacific","","Upper middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group A (ADB_DMC_A)","ESCAP_Pacific island developing economies (PIDE)","","","","","ESCAP_PACIFIC (PAC)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","Fragile","","","","","","EAPR Program Countries","EAPR Program Countries (excluding China)","Pacific Program Countries","Pacific Program Countries (excluding PNG)","EAPR Countries","EAPR Countries (excluding China)","Pacific Countries","Pacific Countries (excluding PNG)","","",1.44533262138233,1.1903449447548,1.57282645969609,,0.382481514941293,35.1828389332649,11.2222823174283,26.9893811660135
"Macedonia","Republic of North Macedonia",151,"MKD",807,"MCD","","","","","","LLDC","Europe and Central Asia","Europe and Central Asia","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Europe","Southern Europe","","Europe and Northern America","Europe","","Landlocked developing countries","North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","","","Landlocked developing countries (LLDCs)","","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","","ECE_All countries","","ECE_West Balkans (ST7)","","","","","","","","","ESCAP_Europe (Europe)","","","Eastern Europe and Central Asia","Non-humanitarian","","Europe and Central Asia","Eastern Europe and Central Asia","LiST","","LiSTSBR","","","","","","","","","","EECA",6.09037567605267,8.36412371552002,4.953501656319,,-3.41062205920102,83.9122601295642,56.6737878000409,62.8683444650372
"Mali","Mali",34,"MLI",466,"MLI","Sub-Saharan Africa","Sub-Saharan Africa","West Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","Medium-intensity Conflict","USAID","Africa","Western Africa","","Sub-Saharan Africa","","Least developed countries","Landlocked developing countries","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of West African States","GAVI","ECA_West Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","West and Central Africa","Non-humanitarian","Fragile","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",3.10130330631607,2.07775565011046,3.61307713441888,,1.53532148430842,60.5600526776523,18.7610655153351,51.4519145622318
"Malta","Malta",183,"MLT",470,"MLT","","","","","","","Non-programme countries","Non-programme countries","","","","","","Europe","Middle East and North Africa","","High income","High income","","Europe","","","","","","","","","","","","","","","","","Non-fragile","","","non-FCS","non-FCS","","","Europe","Southern Europe","","Europe and Northern America","Europe","","","North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","","","","","","","","Europe and Central Asia","Western Europe","","","","","","","","","Western European and Others Group (WEOG)","","","","ECE_All countries","ECE_European Union (EMU)","ECE_Euro area (E25)","","","","","","","","","ESCAP_Europe (Europe)","","","High Income Countries","Non-humanitarian","","","","","","","","","","","","","","","","",1.86014581253077,3.70746756863954,0.93648493447638,,-2.77098263416316,42.7672411151201,30.9781287420595,17.0802560959319
"Myanmar","Myanmar",84,"MMR",104,"BUR","South-eastern Asia","South-eastern Asia","","Least developed countries","","","East Asia and Pacific","East Asia and Pacific","Asia","Least developed countries","","","","South-East Asia","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Lower middle income","Low and middle income","Asia","","Least developed countries","Excluding China","","","","","Countdown","","","","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Other Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","Medium-intensity Conflict","USAID","Asia","South-Eastern Asia","","Eastern and South-Eastern Asia","South-Eastern Asia","Least developed countries","","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","Least developed countries (LDCs)","","HAC","HAC","Global Strategy","Conflict","East Asia and Pacific","","East Asia and Pacific","","Lower middle income","Low and middle income","East Asia and Pacific","","Lower middle income","Low and middle income","Asia-Pacific Group","","GAVI","","","","","","ESCAP_ADB Group A (ADB_DMC_A)","ESCAP_ASEAN (ASEAN)","","","ESCAP_LDC (LDC_E)","","ESCAP_South-East Asia (SEA)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","Fragile","East Asia and Pacific","East Asia and Pacific","LiST","LiSTSBR","LiSTSBR","EAPR Program Countries","EAPR Program Countries (excluding China)","","","EAPR Countries","EAPR Countries (excluding China)","","","ASEAN Countries","",3.24490146470461,2.54610863175393,3.59429788117994,,1.04818924942601,62.2230266422215,22.4781894814134,51.2692323552981
"Montenegro","Montenegro",156,"MNE",499,"YUGA","","","","","","","Europe and Central Asia","Europe and Central Asia","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Europe","Southern Europe","","Europe and Northern America","Europe","","","North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","","","","HAC","HAC","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","","","","","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","","ECE_All countries","","ECE_West Balkans (ST7)","","","","","","","","","ESCAP_Europe (Europe)","","","Eastern Europe and Central Asia","Non-humanitarian","","Europe and Central Asia","Eastern Europe and Central Asia","LiST","","LiSTSBR","","","","","","","","","","EECA",6.43749367398974,1.50180255289381,8.9053392345377,,7.40353668164388,85.5032848295839,13.9447156758097,83.1541836340885
"Mongolia","Mongolia",98,"MNG",496,"MGL","Eastern Asia","Eastern Asia excluding China","","","","LLDC","East Asia and Pacific","East Asia and Pacific","Asia","","","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Lower middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Asia","Eastern Asia","","Eastern and South-Eastern Asia","Eastern Asia","","Landlocked developing countries","","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","Eastern Asia (M49)","Eastern Asia (MDG)","","Landlocked developing countries (LLDCs)","","","","Non conflict","East Asia and Pacific","","East Asia and Pacific","","Lower middle income","Low and middle income","East Asia and Pacific","","Lower middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group B (ADB_DMC_B)","","","ESCAP_ENEA including Russian Fed (ENEA_RUS)","","ESCAP_LLDC (LLDC_E)","ESCAP_East and North-East Asia (ENEA)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","","East Asia and Pacific","East Asia and Pacific","LiST","LiSTSBR","LiSTSBR","EAPR Program Countries","EAPR Program Countries (excluding China)","","","EAPR Countries","EAPR Countries (excluding China)","","","","",6.48294291581424,5.26741391375967,7.09070741684152,,1.82329350308185,85.6996028265997,40.9473868634274,75.7836335873446
"Mozambique","Mozambique",9,"MOZ",508,"MOZ","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","Least developed countries","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","Fragile","Fragile","Fragile","Other Fragile","Non-fragile","non-FCS","Fragile and Conflict-affected Situation","Medium-intensity Conflict","USAID","Africa","Eastern Africa","","Sub-Saharan Africa","","Least developed countries","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Eastern Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","","HAC","","Global Strategy","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","African Group","","GAVI","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","Fragile","Eastern and Southern Africa","Eastern and Southern Africa","LiST","","LiSTSBR","","","","","","","","","","",4.14789246900099,3.62461550114233,4.40953095293033,,0.784915451788002,71.1876980987717,30.4038927212057,58.6006990508688
"Mauritania","Mauritania",35,"MRT",478,"MTA","Sub-Saharan Africa","Sub-Saharan Africa","North Africa","Least developed countries","","","West and Central Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Arab","OIC Low income","","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Non-fragile","non-FCS","non-FCS","","","Africa","Western Africa","","Sub-Saharan Africa","","Least developed countries","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","","HAC","HAC","Global Strategy","Non conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","African Group","","GAVI","ECA_North Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","ESCWA_All countries","ESCWA_Arab countries","West and Central Africa","Non-humanitarian","","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",1.69512205454631,0.444460120817038,2.32045302141095,,1.87599290059391,39.8625022492251,4.34727603858864,37.1293411622697
"Mauritius","Mauritius",17,"MUS",480,"MTS","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","","","SIDS","Eastern and Southern Africa","Sub-Saharan Africa","Africa","","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Upper middle income","Low and middle income","Africa","Sub-Saharan Africa","Excluding least developed countries","Excluding China","","","","","","Southern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Africa","Eastern Africa","","Sub-Saharan Africa","","","Small island developing States","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Eastern Africa (M49)","Sub-Saharan Africa (MDG)","","Small island developing States (SIDS)","","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","","","","","","","","","African Group","","","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","","","","","","","","","","","","","","","","",1.10439494298213,2.02713165756709,0.643026585689643,,-1.38410507187745,28.2023530600215,18.3487588440295,12.0679050024109
"Malawi","Malawi",8,"MWI",454,"MLW","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","Least developed countries","","LLDC","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Non-fragile","non-FCS","non-FCS","","USAID","Africa","Eastern Africa","","Sub-Saharan Africa","","Least developed countries","Landlocked developing countries","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Eastern Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","","Global Strategy","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","African Group","","GAVI","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","","Eastern and Southern Africa","Eastern and Southern Africa","LiST","","LiSTSBR","","","","","","","","","","",6.1709007040754,3.41567836170344,7.54851187526139,,4.13283351355795,84.2962431307231,28.9344742146434,77.9024263934839
"Malaysia","Malaysia",99,"MYS",458,"MLY","South-eastern Asia","South-eastern Asia","","","","","East Asia and Pacific","East Asia and Pacific","Asia","","","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Asia","South-Eastern Asia","","Eastern and South-Eastern Asia","South-Eastern Asia","","","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","","","","","","Non conflict","East Asia and Pacific","","","","","","East Asia and Pacific","","Upper middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group C (ADB_DMC_C)","ESCAP_ASEAN (ASEAN)","","","","","ESCAP_South-East Asia (SEA)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","","","","","","","EAPR Program Countries","EAPR Program Countries (excluding China)","","","EAPR Countries","EAPR Countries (excluding China)","","","ASEAN Countries","",2.18198089775611,4.88112180787951,0.83241044269441,,-4.0487113651851,48.0347141074849,38.6215985593786,15.3362018677085
"Namibia","Namibia",18,"NAM",516,"NMB","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Upper middle income","Low and middle income","Africa","Sub-Saharan Africa","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Africa","Southern Africa","","Sub-Saharan Africa","","","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Southern Africa (M49)","Sub-Saharan Africa (MDG)","","","","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Upper middle income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Upper middle income","Low and middle income","African Group","","","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","","Eastern and Southern Africa","Eastern and Southern Africa","LiST","","LiSTSBR","","","","","","","","","","",1.97865522661823,-0.421873025704133,3.17891935277941,,3.60079237848354,44.7662810130295,-4.30898338619892,47.0479749740534
"Niger","Niger",36,"NER",562,"NIG","Sub-Saharan Africa","Sub-Saharan Africa","West Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","Medium-intensity Conflict","","Africa","Western Africa","","Sub-Saharan Africa","","Least developed countries","Landlocked developing countries","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of West African States","GAVI","ECA_West Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","West and Central Africa","Non-humanitarian","Fragile","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",4.82442152714973,3.82148984160561,5.32588736992179,,1.50439752831618,76.4801739341611,31.7606620173149,65.5333320030056
"Nigeria","Nigeria",46,"NGA",566,"NGR","Sub-Saharan Africa","Sub-Saharan Africa","West Africa","","","","West and Central Africa","Sub-Saharan Africa","Africa","","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Excluding least developed countries","Excluding China","OIC","Africa","OIC Lower middle income","OIC Middle income","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","Medium-intensity Conflict","USAID","Africa","Western Africa","","Sub-Saharan Africa","","","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","","","HAC","","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","African Group","Economic Community of West African States","GAVI","ECA_West Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","West and Central Africa","Humanitarian","Fragile","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",2.04378096281856,1.38640247214904,2.37247020815333,,0.986067736004292,45.8349483403779,12.9458848264733,37.780021597309
"Nicaragua","Nicaragua",126,"NIC",558,"NIC","Latin America and the Caribbean","Latin America and the Caribbean","","","Latin America","","Latin America and Caribbean","Latin America and Caribbean","","","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Lower middle income","Low and middle income","Latin America and the Caribbean","","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Americas","Latin America and the Caribbean","Central America","Latin America and the Caribbean","","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","Central America (M49)","Latin America and the Caribbean (MDG=M49)","","","","","","Non conflict","Latin America and Caribbean","","Latin America and Caribbean","","Lower middle income","Low and middle income","Latin America and Caribbean","","Lower middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","GAVI","","ECLAC_All countries","","","ECLAC_Latin America","","","","","","","","ESCAP_Latin America (LAC)","","","Latin America and Caribbean","Non-humanitarian","","Latin America and the Caribbean","Latin America and Caribbean","LiST","","LiSTSBR","","","","","","","","","","",4.75025795281158,5.48115353330206,4.38481016256634,,-1.09634337073572,75.9510148021814,42.1961817804732,58.3955075312057
"Niue","Niue",80,"NIU",570,"NIU","Oceania","Oceania","","","","SIDS","East Asia and Pacific","East Asia and Pacific","Asia","","","","","Western Pacific","","","","","","Oceania","","Excluding least developed countries","Excluding China","","","","","","","","","","","","","","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Oceania","Polynesia","","Oceania","Oceania (exc. Australia and New Zealand)","","Small island developing States","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Oceania (M49) excluding Australia and New Zealand (M49)","Oceania (M49)","Polynesia (M49)","Oceania (MDG)","","Small island developing States (SIDS)","","","","Non conflict","East Asia and Pacific","","","","","","","","","","","","","","","","","","","ESCAP_Pacific island developing economies (PIDE)","","","","","ESCAP_PACIFIC (PAC)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","","","","","","","EAPR Program Countries","EAPR Program Countries (excluding China)","Pacific Program Countries","Pacific Program Countries (excluding PNG)","EAPR Countries","EAPR Countries (excluding China)","Pacific Countries","Pacific Countries (excluding PNG)","","",0.0233377766247508,-2.51663114508648,1.29332223748037,,3.80995338256685,0.697688075497809,-28.6162674747523,22.7917946351573
"Netherlands","Netherlands",185,"NLD",528,"NET","","","","","","","Non-programme countries","Non-programme countries","","","","","","Europe","Europe and Central Asia","","High income","High income","","Europe","","","","","","","","","","","","","","","","","Non-fragile","","","non-FCS","non-FCS","","","Europe","Western Europe","","Europe and Northern America","Europe","","","North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America","Northern America (M49) and Europe (M49)","Europe (M49)","Western Europe (M49)","","","","","","","","Europe and Central Asia","Western Europe","","","","","","","","","Western European and Others Group (WEOG)","","","","ECE_All countries","ECE_European Union (EMU)","ECE_Euro area (E25)","","","","","","","","","ESCAP_Europe (Europe)","","","High Income Countries","Non-humanitarian","","","","","","","","","","","","","","","","",2.31212042557463,2.95761157400896,1.98937485135746,,-0.9682367226515,50.0244413798641,25.6034902640672,32.8253989366948
