"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Micronesia","1970","14186","3069","96.82","98.22","109.280553709105","85.5843465957188","350","275"
"Polynesia","1970","24416","5080","100","100","67.7893480693752","53.3753918324532","359","283"
"World","1970","267543660","58438747","94.8","94.8","154.732853345919","105.26982118591","9391676","6480216"
"Africa","1971","34324294","7989216","89.14","89.48","247.433040415841","141.545086298574","2077669","1220322"
"Northern Africa","1971","7540265","1706716","100","100","212.979197276852","138.861811373252","389476","256569"
"Southern Africa","1971","2189023","482643","11.73","12.06",,,,
"Eastern Africa","1971","10794046","2514980","89.34","89.45","234.016821713907","132.779923638545","620197","360611"
"Western Africa","1971","10019131","2403368","99.56","99.57","289.734123366939","155.327756713014","724210","403709"
"Middle Africa","1971","3781830","881510","84.08","84.11","238.800339226414","131.708747591282",,"126301"
"Asia","1971","175623502","38202307","97.78","97.78","158.144690074628","110.909137018839","6335595","4471296"
"Eastern Asia","1971","78837167","16672724","99.86","99.84","101.917475424929","78.4890245637286",,"1363418"
"Central Asia","1971","2451181","528486","30.77","30.12",,,,
"Southern Asia","1971","62887153","14154288","100","100","225.942750518665","148.449489845813","3436762","2283854"
"South-Eastern Asia","1971","23999273","5173918","96.42","96.31","139.61604738167","97.8569858466197","759847","535666"
"Western Asia","1971","7448729","1672892","83.4","84.36","173.168727858975","131.236785520381","303818","232499"
"Americas","1971","33253525","7064483","99.89","99.89","96.0655501904596","75.3879635079353","698902","549590"
"Northern America","1971","10101032","2099986","100","100","24.8961701002517","21.3367085355134","52750","45342"
"Latin America and the Caribbean","1971","23152493","4964497","99.84","99.85","124.16407520726","96.4550804770407","646309","504396"
"Central America","1971","6683826","1453266","100","100","120.063991672994","93.3123359553066","181832","142583"
"South America","1971","14762696","3150761","99.77","99.78","126.801733857559","99.0086139407179","420367","329225"
"Caribbean","1971","1705971","360471","99.8","99.83","117.484581899328","86.6938590364538","44116","32598"
"Europe","1971","26883907","5397682","95.8","95.73","31.4404713062583","26.7326070282027","170917","144986"
"Northern Europe","1971","3590402","701916","100","100","21.7219544147546","18.4848489839885","15473","13095"
"Southern Europe","1971","5880665","1178998","80.8","80.45","37.2157206872532","32.4806380864797","45314","39374"
"Eastern Europe","1971","10832200","2269514","100","100","36.5209136240533","30.530035804917","81013","68420"
"Western Europe","1971","6580641","1247255","99.99","99.99","23.7456910202621","20.057172836203","30484","25458"
"Oceania","1971","1142714","240830","99.97","99.98","55.9139210677015","43.4513251008014","13809","10913"
"Australia and New Zealand","1971","789028","164308","100","100","23.3928990187376","19.4760619445465","3904","3300"
"Melanesia","1971","314767","68334","100","100","129.47956109718","98.5374131902865","9228","7080"
"Micronesia","1971","14515","3155","97.34","98.4","105.022065701538","82.4244963117401","343","270"
"Polynesia","1971","24405","5033","100","100","64.278926973916","50.7149668101723","337","265"
"World","1971","271228997","58894720","96.8","96.7","152.010184286428","103.516890098263","9297049","6397255"
"Africa","1972","35277904","8196858","91.06","91.4","247.284530860471","140.718599464671","2127927","1246603"
"Northern Africa","1972","7710246","1743362","100","100","208.519771721611","137.081162423778","388675","258196"
"Southern Africa","1972","2247862","494267","11.8","12.17",,,,
"Eastern Africa","1972","11126162","2587267","95.37","95.42","243.953072950584","136.342035736359","661272","381013"
"Western Africa","1972","10302649","2467971","99.57","99.58","283.454606917","151.699336543648","732132","407138"
"Middle Africa","1972","3890986","903993","84.25","84.31","234.817577903099","129.810056720973",,"127458"
"Asia","1972","178268553","37988857","98.15","98.13","148.664550436352","106.397035226581","5938088","4262290"
"Eastern Asia","1972","79741397","16048269","99.85","99.83","96.1878508449847","74.4248986649486",,"1240918"
"Central Asia","1972","2493161","543428","41.63","41.63",,,,
"Southern Asia","1972","64102565","14450594","100","100","205.156728309953","140.313130518092","3185938","2198689"
"South-Eastern Asia","1972","24326056","5233360","96.44","96.38","138.209031735585","96.4964682855112","760085","533800"
"Western Asia","1972","7605376","1713206","88.65","89.6","168.138773130832","128.903155205162","298253","232343"
"Americas","1972","33472034","7009549","99.89","99.9","95.2126718238745","74.9254422864825","685796","539909"
"Northern America","1972","10001520","1977531","100","100","23.9141077228511","20.4470395771897","48091","40829"
"Latin America and the Caribbean","1972","23470515","5032018","99.84","99.86","121.122246431157","94.2976257728386","637868","499216"
"Central America","1972","6831627","1478005","100","100","117.144414933417","91.1421868315328","180331","141441"
"South America","1972","14931710","3194898","99.77","99.8","123.560465510586","96.7453125709439","414292","325770"
"Caribbean","1972","1707179","359115","99.81","99.82","115.657640066997","85.4054791124485","43255","32015"
"Europe","1972","26771649","5399010","95.81","95.71","30.2989681548623","25.7642691523899","164007","139160"
"Northern Europe","1972","3530965","686673","100","100","21.0268569480192","17.8699195562006","14643","12359"
"Southern Europe","1972","5850708","1182193","80.85","80.41","34.6368823610793","30.2540380042147","42073","36644"
"Eastern Europe","1972","10975145","2320813","100","100","35.1780460239975","29.6169862703361","80137","67792"
"Western Europe","1972","6414832","1209333","99.99","99.99","22.6876440182666","19.1107596093129","28193","23451"
"Oceania","1972","1166048","243541","99.97","99.98","54.4171480279696","42.712609586769","13618","10761"
"Australia and New Zealand","1972","807909","166061","100","100","22.7219993038477","18.9181754331716","3894","3285"
"Melanesia","1972","319097","69328","100","100","125.604129230356","95.6641785113598","9075","6962"
"Micronesia","1972","14809","3202","97.78","98.38","101.234749314046","79.664845633215","337","267"
"Polynesia","1972","24233","4950","100","100","61.0076683843842","48.1685749460402","315","249"
"World","1972","274957225","58838002","97.2","97.2","146.199577277633","100.569176682323","8929599","6198859"
"Africa","1973","36264182","8408702","91.16","91.51","241.400505040902","138.519641679803","2138541","1256760"
"Northern Africa","1973","7892695","1776675","100","100","203.411119390379","134.929758263016","386062","258702"
"Southern Africa","1973","2305429","504769","11.91","12.36",,,,
"Eastern Africa","1973","11460712","2659258","95.6","95.63","237.366032598826","135.640485279096","666880","388864"
"Western Africa","1973","10603691","2540549","99.58","99.59","276.733109336873","147.781560600262","737858","407456"
"Middle Africa","1973","4001655","927452","84.39","84.34","231.301189819248","128.122514682507",,"128897"
"Asia","1973","179947980","37946143","98.15","98.11","144.785845761632","103.830418790389","5776757","4148829"
"Eastern Asia","1973","79513261","15584746","99.85","99.82","90.8189469957268","70.5155059679585",,"1139682"
"Central Asia","1973","2546903","555995","41.67","41.74",,,,
"Southern Asia","1973","65472756","14769002","100","100","200.968048452035","137.712345582949","3179007","2201308"
"South-Eastern Asia","1973","24657453","5299763","96.47","96.45","132.488073128969","93.5426244795128","736724","523315"
"Western Asia","1973","7757608","1736637","88.95","89.75","160.267676313149","124.783303459132","290699","227788"
"Americas","1973","33648831","6966489","99.9","99.91","93.1980426279621","73.4552788822416","669040","528613"
"Northern America","1973","9842816","1870769","100","100","22.8655365313799","19.4967108695355","43824","36803"
"Latin America and the Caribbean","1973","23806015","5095720","99.86","99.88","117.359293384239","91.8241533089683","625369","491930"
"Central America","1973","6966960","1498228","100","100","112.260514100659","88.2077426855934","175180","138574"
"South America","1973","15133411","3241785","99.79","99.81","120.103463151855","94.3447461111004","407911","322010"
"Caribbean","1973","1705644","355708","99.97","99.98","113.65823429703","84.008269392321","42296","31361"
"Europe","1973","26593305","5313154","95.8","95.63","29.3216271450926","24.9116141584697","156388","132488"
"Northern Europe","1973","3451335","655038","100","100","20.3851617720792","17.2961780782233","13630","11436"
"Southern Europe","1973","5834718","1174114","80.87","80.25","32.1434478012399","28.0912593141942","38767","33796"
"Eastern Europe","1973","11108904","2347829","100","100","34.3578184095479","28.9190087085258","79178","66983"
"Western Europe","1973","6198349","1136173","99.99","99.99","21.684315171435","18.2353723058306","25492","21046"
"Oceania","1973","1177321","239680","99.98","99.98","53.8214200215553","42.346056976054","13144","10332"
"Australia and New Zealand","1973","816600","161523","100","100","21.8422022146554","18.1768641578663","3632","3025"
"Melanesia","1973","321791","70086","100","100","121.650985765226","92.6971828242722","8887","6813"
"Micronesia","1973","15000","3209","98.12","98.3","97.964317557581","77.2393565110194","331","262"
"Polynesia","1973","23930","4863","100","100","58.0349056700606","45.8613230644893","297","234"
"World","1973","277632636","58874359","97.2","97.2","143.17207170333","98.5928258950481","8754023","6077142"
"Africa","1974","37285978","8634230","91.21","91.56","236.831134601943","136.332657336502","2154920","1269025"
"Northern Africa","1974","8083183","1813556","100","100","197.432782469271","132.249059901983","381663","258246"
"Southern Africa","1974","2359881","513701","12.07","12.65",,,,
"Eastern Africa","1974","11801612","2736143","95.61","95.65","235.737515200059","135.425937491626","681494","399711"
"Western Africa","1974","10929545","2620288","99.56","99.56","269.581584301933","143.707949607702","742385","408103"
"Middle Africa","1974","4111758","950542","84.47","84.24","227.760454399669","126.644596566966","230035","130448"
"Asia","1974","180129008","37556194","98.13","98.09","144.432075350623","103.372178011177","5701131","4071923"
"Eastern Asia","1974","77730910","14831312","99.84","99.81","85.458446800414","66.491030588225","1345241","1021282"
"Central Asia","1974","2608261","566008","41.74","41.68",,,,
"Southern Asia","1974","66935483","15077415","100","100","202.61602598397","138.400404948966","3269171","2255009"
"South-Eastern Asia","1974","24945422","5323022","96.54","96.63","129.77465009794","91.7738656482982","725074","514813"
"Western Asia","1974","7908933","1758438","89.17","89.82","153.848917179893","120.406604138882","283015","222811"
"Americas","1974","33804119","7003081","99.91","99.91","90.6750998423345","71.4213102693188","655422","518501"
"Northern America","1974","9657950","1848715","100","100","21.7859107815257","18.526928093429","41206","34563"
"Latin America and the Caribbean","1974","24146169","5154367","99.87","99.88","114.06296011624","89.4065098315964","614368","484054"
"Central America","1974","7087342","1515967","100","100","109.491382726186","86.0195399544526","172852","136609"
"South America","1974","15358550","3287186","99.8","99.82","116.369484866846","91.6496229855916","400273","316861"
"Caribbean","1974","1700278","351215","99.97","99.98","112.026582481676","82.9870366181719","41256","30598"
"Europe","1974","26426313","5271960","95.78","95.6","28.5027446473352","24.2036977302438","151050","127963"
"Northern Europe","1974","3359997","626278","100","100","19.6712673711358","16.6576323872189","12683","10592"
"Southern Europe","1974","5830767","1174210","80.87","80.25","29.6653159991741","25.8950525679377","35731","31151"
"Eastern Europe","1974","11288983","2394235","100","100","33.7590830628546","28.4159862799166","79658","67500"
"Western Europe","1974","5946567","1077238","99.99","99.99","20.8362550608165","17.5168875100849","23255","19132"
"Oceania","1974","1180155","234144","99.98","99.98","52.6395263778531","41.2134139327459","12647","9896"
"Australia and New Zealand","1974","816373","155264","100","100","20.8253576038525","17.320826898976","3358","2770"
"Melanesia","1974","324822","70753","100","100","117.790895152651","89.79178258747","8684","6649"
"Micronesia","1974","15147","3276","98.26","98.23","95.2995783991444","75.2948788569759","327","259"
"Polynesia","1974","23813","4851","100","100","55.2459679626808","43.6321791773081","281","220"
"World","1974","278826563","58699796","97.2","97.1","142.162795668151","97.6622006562048","8675322","5997424"
"Africa","1975","38399868","8893742","91.59","91.96","232.016643456068","133.979321058824","2169968","1281290"
"Northern Africa","1975","8332369","1872394","100","100","190.766805067702","129.098125806412","376337","257523"
"Southern Africa","1975","2410853","521471","12.29","13",,,,
"Eastern Africa","1975","12147867","2819784","96.67","96.69","234.284610529637","135.320416174325","698769","411887"
"Western Africa","1975","11287360","2706002","99.52","99.51","261.934532902324","139.340945611765","744437","408032"
"Middle Africa","1975","4221420","974092","84.5","84.15","224.386519446344","125.154723069215","232057","131987"
"Asia","1975","179107711","36679155","98.32","98.27","141.475264443596","101.594221172632","5463856","3901074"
"Eastern Asia","1975","74738972","13649572","99.83","99.79","80.2626249334227","62.658773699962","1175504","885164"
"Central Asia","1975","2669431","575284","41.82","41.62",,,,
"Southern Asia","1975","68460206","15343916","100","100","198.382155134306","135.909990708023","3255073","2248261"
"South-Eastern Asia","1975","25181163","5333606","96.72","96.93","121.806773015625","87.918809194415","682546","493381"
"Western Asia","1975","8057940","1776778","93.69","94.03","145.832115586414","114.350684861812","270463","214455"
"Americas","1975","33909629","7069425","99.91","99.92","87.5266044240732","69.2857180127316","637604","506687"
"Northern America","1975","9422877","1855419","100","100","20.6890887038597","17.5455708929049","39042","32848"
"Latin America and the Caribbean","1975","24486752","5214006","99.88","99.89","110.010901253403","86.668031771564","598706","473950"
"Central America","1975","7194863","1530775","100","100","104.43193938504","82.8972092374791","166493","132805"
"South America","1975","15601724","3337589","99.81","99.83","112.422490830735","88.81868337891","392113","311435"
"Caribbean","1975","1690166","345642","99.97","99.98","111.096687049607","82.4391340603381","40115","29723"
"Europe","1975","26271661","5251254","95.74","95.57","27.6503442994758","23.429866874744","146328","123938"
"Northern Europe","1975","3260312","606508","100","100","18.9154816702055","15.9821504913611","11771","9796"
"Southern Europe","1975","5827561","1169128","80.82","80.12","27.481132052837","23.9687824925637","32853","28611"
"Eastern Europe","1975","11501264","2447440","100","100","33.1265947399532","27.8433187835402","80396","68181"
"Western Europe","1975","5682524","1028179","99.99","99.99","19.8731991128674","16.6840722741411","21261","17478"
"Oceania","1975","1172668","229311","99.98","99.97","51.7598627915744","40.5619965341536","12194","9506"
"Australia and New Zealand","1975","805130","149464","100","100","19.6932720239291","16.3628125272179","3089","2531"
"Melanesia","1975","328345","71602","100","100","114.290093430127","86.9952274392706","8518","6509"
"Micronesia","1975","15284","3354","98.23","98.14","92.8728556383757","73.4564224409389","324","258"
"Polynesia","1975","23910","4891","100","100","52.6452773478638","41.6200048221269","266","210"
"World","1975","278862484","58123064","97.3","97.3","139.385914027098","95.9611668657062","8430094","5822606"
"Africa","1976","39618496","9160489","97.1","97.04","223.302465283689","129.047795506089","2099513","1267624"
"Northern Africa","1976","8628623","1930709","100","100","183.585191040981","125.507803098082","370255","256391"
"Southern Africa","1976","2458383","529214","100","100","141.22053907203","114.529115295318",,
"Eastern Africa","1976","12520944","2911732","96.67","96.69","222.875043168225","129.411609128949","681005","405933"
"Western Africa","1976","11680383","2790472","99.47","99.45","254.633955840012","135.327436540726","744843","407821"
"Middle Africa","1976","4330163","998364","84.47","84.06","221.303089901757","123.719023167532","234440","133647"
"Asia","1976","177386255","36137202","98.65","98.56","136.852943523842","98.5827797015575","5256806","3738173"
"Eastern Asia","1976","70998944","12707349","99.81","99.77","75.4202626924105","59.0223804994011","1031815","774955"
"Central Asia","1976","2728293","586233","41.92","41.81",,,,
"Southern Asia","1976","70021635","15650153","100","100","188.555336796295","130.144712450093","3148711","2193554"
"South-Eastern Asia","1976","25402701","5372058","98.78","98.67","120.770908642377","88.2472346812475","731718","500268"
"Western Asia","1976","8234683","1821410","95.6","95.77","142.195113792662","111.041600807521","268505","211491"
"Americas","1976","34030848","7145936","99.92","99.92","84.9964537434139","67.2306838983666","625032","496832"
"Northern America","1976","9198336","1861526","100","100","19.6700664837828","16.626252269589","37033","31229"
"Latin America and the Caribbean","1976","24832513","5284410","99.88","99.89","106.830389674331","84.1509751774657","588137","465708"
"Central America","1976","7289610","1543513","100","100","102.735599058816","81.0030488432259","165120","130786"
"South America","1976","15868082","3400412","99.82","99.83","108.305930446646","85.7987237111482","384036","306087"
"Caribbean","1976","1674821","340485","99.98","99.98","110.372909311925","81.833048095128","38989","28845"
"Europe","1976","26056908","5198443","95.69","95.52","26.7738022494584","22.6451166583706","140756","119005"
"Northern Europe","1976","3145364","586787","100","100","18.2410911762796","15.3940932606272","10944","9098"
"Southern Europe","1976","5803802","1150823","80.67","79.79","25.4995243295603","22.1910567934931","30089","26140"
"Eastern Europe","1976","11686533","2462526","100","100","32.454425718504","27.2557199340356","79841","67541"
"Western Europe","1976","5421210","998307","99.99","99.98","18.9091650973573","15.8521272432014","19563","16112"
"Oceania","1976","1154358","225610","99.98","99.97","50.7048440600611","39.7234887084998","11677","9097"
"Australia and New Zealand","1976","782685","144883","100","100","18.5386233485288","15.3847815057868","2793","2276"
"Melanesia","1976","332265","72429","100","100","110.136563301726","84.0424158878189","8309","6365"
"Micronesia","1976","15425","3387","98.14","98.01","90.7565194183894","71.9227710595581","322","256"
"Polynesia","1976","23984","4911","100","100","50.2543602320643","39.7566009868159","256","202"
"World","1976","278247790","57867863","98.3","98.2","135.00704597207","93.0832428163473","8133922","5630836"
"Africa","1977","40806344","9401457","97.07","97.01","214.357408444642","126.564909567521","2107487","1276216"
"Northern Africa","1977","8861143","1963911","100","100","176.059745981167","121.592778281231","362673","253929"
"Southern Africa","1977","2501252","535755","100","100","119.782355625978","108.503841883576",,"60535"
"Eastern Africa","1977","12900718","2999194","96.66","96.67","221.657258223276","129.442820954731","698536","418544"
"Western Africa","1977","12103923","2879524","99.43","99.42","247.633699653156","131.506674619193","745106","407577"
"Middle Africa","1977","4439308","1023074","84.37","83.95","218.089295445424","122.250135176283","236629","135253"
"Asia","1977","175571474","35842616","98.74","98.66","134.348900575492","96.5291660931518","5068236","3619925"
"Eastern Asia","1977","67151192","11996812","99.8","99.75","70.6703138675598","55.4380672981918","910787","686397"
"Central Asia","1977","2784864","597982","49.51","49.72",,,,
"Southern Asia","1977","71582545","15961615","100","100","183.69769840202","127.157531553229","3123451","2182563"
"South-Eastern Asia","1977","25612832","5410866","98.77","98.65","121.109805586613","85.5543184988426","702198","487087"
"Western Asia","1977","8440042","1875341","95.72","95.84","132.396905932165","105.424242352077","254615","204035"
"Americas","1977","34327538","7267519","99.92","99.92","81.0356346585798","64.3564165856185","605990","484691"
"Northern America","1977","9141492","1908619","100","100","18.8044842035331","15.8671806336701","36078","30564"
"Latin America and the Caribbean","1977","25186047","5358901","99.89","99.9","102.306975487901","81.0664960936664","570044","454229"
"Central America","1977","7375423","1557487","100","100","96.6279350751965","77.3808517626782","156671","125963"
"South America","1977","16155950","3465630","99.83","99.84","104.116621797061","82.6913960745777","375402","300190"
"Caribbean","1977","1654675","335784","99.98","99.98","109.727485260014","81.2974803254072","37983","28085"
"Europe","1977","25824468","5152759","95.64","95.49","25.8462741828406","21.8148704224239","135339","114229"
"Northern Europe","1977","3031345","570936","100","100","17.4765531697693","14.7232231332745","10189","8480"
"Southern Europe","1977","5750114","1125277","80.44","79.37","23.6094760261771","20.4818041063863","27334","23645"
"Eastern Europe","1977","11827099","2453085","100","100","31.8446140089266","26.733906879998","78871","66538"
"Western Europe","1977","5215911","1003463","99.99","99.98","17.8953395690221","14.9676691985132","18391","15238"
"Oceania","1977","1133310","224470","99.97","99.97","49.3096256843966","38.5181059173512","11271","8796"
"Australia and New Zealand","1977","757270","142873","100","100","17.506599193153","14.5154742047682","2570","2100"
"Melanesia","1977","336511","73234","100","100","106.595149668924","81.52157186355","8137","6248"
"Micronesia","1977","15635","3439","97.94","97.82","88.9693212500595","70.6526111501363","322","256"
"Polynesia","1977","23895","4925","100","100","47.9526505331868","37.9420341980355","245","194"
"World","1977","277664056","57889011","98.4","98.3","131.751884099304","91.0386341788958","7928455","5503959"
"Africa","1978","42007488","9655382","97.06","96.99","209.621811534656","124.065677656249","2114860","1283362"
"Northern Africa","1978","9056251","2000450","100","100","168.447724539565","117.550505039967","354015","250369"
"Southern Africa","1978","2541408","543153","100","100","113.493741094366","102.818042763357",,"58136"
"Eastern Africa","1978","13310347","3089716","96.7","96.66","219.884260532671","129.19665334009","713937","429878"
"Western Africa","1978","12543882","2972948","99.4","99.41","241.138136615678","127.967551247579","746893","408345"
"Middle Africa","1978","4555600","1049116","84.25","83.81","214.814593312347","120.641293856455","238601","136613"
"Asia","1978","173729794","35768038","99.02","98.99","130.627124368215","93.9688558457904","4909641","3526799"
"Eastern Asia","1978","63323530","11544126","99.78","99.75","66.627110706447","52.506590825918","818405","623590"
"Central Asia","1978","2836683","606561","58.71","58.87","106.294925824583","91.3799641265803",,
"Southern Asia","1978","73099269","16230364","100","100","178.355271190068","123.886374722916","3082419","2159492"
"South-Eastern Asia","1978","25834696","5481625","99.83","99.8","117.62285814031","84.5406250057541","686096","484915"
"Western Asia","1978","8635617","1905363","95.88","96.2","126.369142758819","101.116086970341","247744","199733"
"Americas","1978","34785814","7387734","99.92","99.93","77.8578890867297","62.0673248090613","589653","472825"
"Northern America","1978","9236876","1956499","100","100","17.915455102214","15.0747409962873","35098","29739"
"Latin America and the Caribbean","1978","25548938","5431235","99.89","99.9","98.4279327963853","78.1968751202043","554680","443182"
"Central America","1978","7460292","1574165","100","100","92.7113461831304","74.5658582302529","151772","122588"
"South America","1978","16456766","3525445","99.84","99.85","99.9682471759835","79.569655996418","365958","293284"
"Caribbean","1978","1631880","331626","99.98","99.98","109.07865102559","80.8626426917633","36959","27318"
"Europe","1978","25620026","5091402","96.27","96.16","25.4018304292144","21.4648607609052","133191","111781"
"Northern Europe","1978","2951615","572288","100","100","16.7190128980904","14.0674069843826","9702","8110"
"Southern Europe","1978","5667958","1094105","83.16","82.15","24.2853123347545","21.3463771315552","28206","23889"
"Eastern Europe","1978","11902157","2413689","100","100","31.3048236089281","26.2470496475954","77654","65281"
"Western Europe","1978","5098296","1011321","99.99","99.98","16.9383032654511","14.141983625569","17397","14477"
"Oceania","1978","1116882","224139","99.97","99.96","48.0414396489969","37.5525360236913","10916","8522"
"Australia and New Zealand","1978","736125","141556","100","100","16.5675319722766","13.7230416341091","2394","1962"
"Melanesia","1978","341146","74186","100","100","103.20358353815","78.9197177170251","7970","6119"
"Micronesia","1978","15938","3498","97.66","97.56","87.3786568833136","69.5473509079164","321","257"
"Polynesia","1978","23673","4900","100","100","45.756265273905","36.2227586844919","234","187"
"World","1978","277260903","58126872","98.6","98.5","128.625670942263","88.8919749544344","7758386","5403385"
"Africa","1979","43276882","9934951","96.94","96.85","204.957921984247","121.577112935773","2123495","1291372"
"Northern Africa","1979","9271286","2052239","100","100","160.658177594396","113.199598241501","345028","246440"
"Southern Africa","1979","2584359","554374","100","100","107.599224483255","97.4299930301874",,"56205"
"Eastern Africa","1979","13753361","3187594","96.34","96.28","217.679541660575","128.710099500818","728462","440767"
"Western Africa","1979","12981861","3057966","99.4","99.42","235.568749290147","124.904660474408","750201","409411"
"Middle Africa","1979","4686015","1082779","84.13","83.72","211.150310912661","119.043948895662","241034","138947"
"Asia","1979","172944801","36475880","99.69","99.68","125.922019054283","90.9439395443821","4792420","3487704"
"Eastern Asia","1979","60426112","11747363","99.77","99.75","63.3017862398703","49.987041103953","775065","603370"
"Central Asia","1979","2893671","619507","100","100","112.990766639602","98.6693285358672",,"63671"
"Southern Asia","1979","74667314","16590148","100","100","173.032542332163","120.629289494712","3050070","2146364"
"South-Eastern Asia","1979","26130091","5575683","99.83","99.8","111.762455296391","81.8569541710723","647849","477336"
"Western Asia","1979","8827614","1943181","95.96","96.1","120.449877384817","96.8447031518043","241626","196066"
"Americas","1979","35310625","7493973","99.92","99.93","74.4302161022722","59.3944873438633","572368","460010"
"Northern America","1979","9397604","2000734","100","100","17.1162455919401","14.3768801114578","34234","28992"
"Latin America and the Caribbean","1979","25913021","5493240","99.9","99.9","94.507380746347","75.2775579637053","538252","431109"
"Central America","1979","7537972","1584918","100","100","88.8859065892186","71.8083690498896","146433","118711"
"South America","1979","16765231","3579595","99.84","99.85","95.8290245011498","76.460649982626","355757","285728"
"Caribbean","1979","1609819","328727","99.98","99.98","107.19400216168","79.0617143204714","36070","26678"
"Europe","1979","25483113","5080655","96.25","96.15","24.6789635302039","20.7023451494339","128459","107638"
"Northern Europe","1979","2918473","590664","100","100","15.9680948348229","13.423619982835","9496","7997"
"Southern Europe","1979","5549743","1061738","82.78","81.57","23.5313623332289","19.9264975598762","25657","21479"
"Eastern Europe","1979","11960740","2408952","100","100","30.7844597335631","25.804904208549","76526","64202"
"Western Europe","1979","5054158","1019302","99.99","99.99","16.0409853645164","13.3675984004166","16545","13801"
"Oceania","1979","1106146","223835","99.96","99.96","46.6918473566055","36.4329995131475","10593","8276"
"Australia and New Zealand","1979","720695","140337","100","100","15.7677266305377","13.0561931825772","2245","1844"
"Melanesia","1979","345659","75071","100","100","99.9960128432172","76.53427932153","7806","5998"
"Micronesia","1979","16328","3584","97.41","97.32","85.9059065813881","68.5017589750443","320","258"
"Polynesia","1979","23465","4843","100","100","43.7067764232174","34.6347808253664","226","179"
"World","1979","278122451","59209472","99","98.9","124.692555989801","86.3850706920272","7627453","5355091"
"Africa","1980","44530503","10203581","98.53","98.49","202.125752675984","120.229646389716","2158234","1311860"
"Northern Africa","1980","9504792","2108833","100","100","152.731889512061","108.655845070295","335458","242057"
"Southern Africa","1980","2643153","574151","100","100","102.223193102874","92.488085611236",,"54628"
"Eastern Africa","1980","14150980","3271452","96.09","96.03","219.830970743508","130.587183645206","758898","460538"
"Western Africa","1980","13403200","3128033","99.42","99.42","230.817408279283","122.364931847055","754824","411043"
"Middle Africa","1980","4828379","1121113","99.5","99.5","210.039760476165","119.975091872468","251681","144995"
"Asia","1980","173878822","37407390","99.76","99.74","121.658760241899","88.3162384018494","4729220","3466863"
"Eastern Asia","1980","58983556","12086767","100","100","60.5490056342901","47.9830184246949","753594","596634"
"Central Asia","1980","2953781","637654","100","100","111.988051926811","94.4753865506721",,"62814"
"Southern Asia","1980","76395585","17034026","100","100","167.8316692015","117.421480824105","3027736","2142362"
"South-Eastern Asia","1980","26499810","5662168","99.83","99.79","108.788284375919","80.0817302982686","638241","473587"
"Western Asia","1980","9046091","1986776","95.93","95.66","114.564842147316","92.4791352513501","235097","191747"
"Americas","1980","35877581","7608097","99.93","99.93","71.3403669388782","56.981667367875","556339","447132"
"Northern America","1980","9608606","2062058","100","100","16.3644480982439","13.7099821981182","33662","28486"
"Latin America and the Caribbean","1980","26268976","5546039","99.9","99.9","90.962539102441","72.4964574542669","522790","418733"
"Central America","1980","7601993","1587055","100","100","86.2785032547211","69.4499109545667","142366","114870"
"South America","1980","17074677","3631400","99.85","99.86","91.7405606939058","73.3742372057811","345114","277719"
"Caribbean","1980","1592306","327585","99.98","99.98","104.945903636987","77.4789804242338","35315","26150"
"Europe","1980","25447820","5139816","96.24","96.17","23.7936926452916","19.9418483046011","124097","103953"
"Northern Europe","1980","2919647","605966","100","100","15.2077946415895","12.7693239349324","9251","7820"
"Southern Europe","1980","5416670","1039917","82.33","81.1","22.0898734960395","18.665860307349","23288","19432"
"Eastern Europe","1980","12016272","2440174","100","100","30.215255426244","25.3321859167399","75050","62895"
"Western Europe","1980","5095232","1053760","99.99","99.99","15.2528983730758","12.6981466840164","16159","13546"
"Oceania","1980","1103097","225582","99.96","99.95","45.3271552502923","35.3832938747984","10333","8083"
"Australia and New Zealand","1980","713026","141105","100","100","15.1082939406525","12.495951894056","2146","1769"
"Melanesia","1980","350015","75986","100","100","96.914052424794","74.2844872233302","7650","5886"
"Micronesia","1980","16765","3672","97.21","97.14","84.7391114326977","67.7763729124547","322","259"
"Polynesia","1980","23292","4820","100","100","41.8798864255979","33.2542569109165","219","173"
"World","1980","280838719","60584649","99.3","99.3","121.53585825478","84.3191151092398","7578336","5337978"
"Africa","1981","45839010","10474335","98.54","98.51","199.350768652281","118.338633816854","2178297","1323968"
"Northern Africa","1981","9754305","2160186","100","100","144.429764402148","103.626064207278","324074","235878"
"Southern Africa","1981","2724269","598750","100","100","96.9959554926222","87.7302497166681","58552","53210"
"Eastern Africa","1981","14568818","3361773","96.13","96.07","220.528537903756","131.365772458538","782710","475745"
"Western Africa","1981","13812597","3198391","99.43","99.42","227.05054347559","120.343635470518","762051","414082"
"Middle Africa","1981","4979022","1155236","99.49","99.49","209.891406705344","118.079115097432","254378","146945"
"Asia","1981","176160703","38269607","99.76","99.73","117.600334968035","85.5488352403175","4667940","3440473"
"Eastern Asia","1981","58770087","12406999","100","100","58.2704362781401","46.2477185017722","737190","590951"
"Central Asia","1981","3012486","653212","100","100","107.047877372693","90.6814341495279",,"61820"
"Southern Asia","1981","78194517","17447360","100","100","162.804419899954","114.326117866872","3001909","2134101"
"South-Eastern Asia","1981","26899907","5736963","99.81","99.76","105.43301279521","77.8974324120107","626752","467069"
