"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Oceania","2017","1738901","348738","100","100","24.1744290861562","19.2370953696173","8433","6724"
"Australia and New Zealand","2017","968827","190259","100","100","4.39500083800737","3.70902685141617","829","700"
"Melanesia","2017","728393","150153","100","100","47.8985634006408","37.8294842262568","7340","5813"
"Micronesia","2017","18478","3742","100","100","45.8912061028889","36.4333390880615","181","143"
"Polynesia","2017","23204","4585","100","100","17.6683453300576","14.5260240449412","83","68"
"World","2017","358724678","72252781","100","100","42.9831628928296","32.1264494691245","3149062","2356712"
"Africa","2018","101259017","21182438","100","100","78.2499005704973","52.7313408889058","1700834","1153781"
"Northern Africa","2018","15461135","3087390","100","100","34.5573177147128","29.6262344420807","107600","92315"
"Southern Africa","2018","3361523","689135","100","100","40.6078940866799","31.8427459574376","28625","22337"
"Eastern Africa","2018","33781568","7121188","100","100","65.0169881253109","48.2987419647256","473840","355152"
"Western Africa","2018","32742266","6829019","100","100","107.177951019391","66.8569666769033","765237","476724"
"Middle Africa","2018","15912526","3455706","100","100","92.4885417347951","57.5972031096126","325532","207253"
"Asia","2018","196737530","38509018","100","100","30.4081204721901","25.9267218576618","1179449","996862"
"Eastern Asia","2018","52033300","9737700","100","100","8.8930502302611","6.69283116043444","88805","65435"
"Central Asia","2018","4367742","899432","100","100","22.5327768039238","19.4667371517427","20495","17757"
"Southern Asia","2018","96104782","19216358","100","100","42.6056007335472","36.7727213857771","839342","722631"
"South-Eastern Asia","2018","29315886","5688580","100","100","26.965435546326","22.2678402256928","156186","127639"
"Western Asia","2018","14915821","2966949","100","100","24.7507728074575","21.0801898137527","74621","63400"
"Americas","2018","37166118","7264744","100","100","15.5415886041594","13.3963450307916","114186","98105"
"Northern America","2018","11186708","2154372","100","100","7.02596515620524","5.97385183145889","15220","12883"
"Latin America and the Caribbean","2018","25979410","5110373","100","100","19.0718990718723","16.4699485183974","98966","85222"
"Central America","2018","8094158","1586601","100","100","18.2153103670696","16.1911388107364","29335","26005"
"South America","2018","16244004","3195757","100","100","16.9878982953867","14.7630158688455","55134","47756"
"Caribbean","2018","1641249","328015","100","100","43.0545300781702","34.0952788097048","14497","11461"
"Europe","2018","20216283","3809363","100","100","5.40409701974565","4.55011482297399","21030","17519"
"Northern Europe","2018","3124764","596102","100","100","4.26077530481639","3.68102660449715","2537","2180"
"Southern Europe","2018","3384636","637499","100","100","4.31843415117594","3.67141298771808","2777","2333"
"Eastern Europe","2018","8609550","1583730","100","100","6.95850917993146","5.87542365822131","11334","9418"
"Western Europe","2018","5097334","992032","100","100","4.32417909423599","3.54644296092449","4382","3588"
"Oceania","2018","1741411","347084","100","100","23.6347528523907","18.808578902562","8300","6621"
"Australia and New Zealand","2018","965727","187813","100","100","4.36457080927055","3.68977670940898","827","700"
"Melanesia","2018","734360","150957","100","100","46.8124038410095","37.0160632061234","7211","5715"
"Micronesia","2018","18258","3724","100","100","45.5742839113972","36.1118238625082","180","140"
"Polynesia","2018","23067","4591","100","100","17.3599786714552","14.3028362557962","82","66"
"World","2018","357121326","71112828","100","100","42.1139283566884","31.739491965903","3023799","2272888"
"Africa","2019","102376803","21347465","100","100","77.4723566354264","52.1863345801853","1695668","1150134"
"Northern Africa","2019","15403187","3018505","100","100","34.1575238122339","29.2514575852648","104253","89399"
"Southern Africa","2019","3336375","697013","100","100","39.9081315031372","30.9206712860901","28225","21833"
"Eastern Africa","2019","34400197","7272513","100","100","62.039250972985","46.5053269186686","459574","348219"
"Western Africa","2019","32890938","6821785","100","100","105.935033908231","66.4418560002089","756289","472726"
"Middle Africa","2019","16346107","3537651","100","100","96.273026720559","59.1865360116391","347327","217957"
"Asia","2019","193775757","37351196","100","100","29.5059811416898","25.1962601119386","1118750","948550"
"Eastern Asia","2019","50006920","8757105","100","100","8.32920425997741","6.23428708862289","76533","54775"
"Central Asia","2019","4449916","932209","100","100","21.8795823701807","18.9315138419622","20515","17814"
"Southern Asia","2019","95651354","19118825","100","100","41.0150638084991","35.5344735973388","801482","692661"
"South-Eastern Asia","2019","28859508","5596894","100","100","26.1504956956603","21.6300842224748","148636","121518"
"Western Asia","2019","14808060","2946164","100","100","24.107976339185","20.8376816641149","71584","61782"
"Americas","2019","36788534","7167742","100","100","15.2209230090369","13.1350327932839","110482","94967"
"Northern America","2019","11097349","2126520","100","100","6.95843334645851","5.91184797172249","14895","12588"
"Latin America and the Caribbean","2019","25691185","5041223","100","100","18.6751548955923","16.1591014940395","95587","82379"
"Central America","2019","8000371","1578956","100","100","17.6983532139261","15.7766718813574","28352","25212"
"South America","2019","16060564","3136974","100","100","16.6528849377081","14.4862486923283","53094","45963"
"Caribbean","2019","1630251","325293","100","100","42.403254762993","33.7401571610389","14141","11204"
"Europe","2019","19826020","3696541","100","100","5.21969567984526","4.39709480056586","19702","16386"
"Northern Europe","2019","3082543","581526","100","100","4.23606549193967","3.66894397791016","2465","2120"
"Southern Europe","2019","3309043","615468","100","100","4.21031256277227","3.57837033216342","2624","2205"
"Eastern Europe","2019","8342087","1513232","100","100","6.63693417438183","5.60600554303568","10287","8517"
"Western Europe","2019","5092348","986316","100","100","4.29118395240069","3.52503954691353","4326","3544"
"Oceania","2019","1740209","346392","100","100","23.3378245868207","18.6147552282968","8163","6512"
"Australia and New Zealand","2019","960075","186551","100","100","4.34882340811815","3.68551208068047","820","695"
"Melanesia","2019","739072","151535","100","100","45.7592881125933","36.1809410401609","7081","5611"
"Micronesia","2019","18131","3726","100","100","44.9626092408802","35.6202634521448","175","138"
"Polynesia","2019","22932","4581","100","100","18.8986626992639","14.6135436807835","87","68"
"World","2019","354508279","69909523","100","100","41.7396360925092","31.3491300743279","2952765","2216549"
"Africa","2020","103450192","21561433","100","100","75.6934027257986","51.3536635576805","1672310","1142161"
"Northern Africa","2020","15273616","2996623","100","100","33.5444257029252","28.7360284218589","101738","87327"
"Southern Africa","2020","3349906","709996","100","100","39.1881308746793","30.2254750045354","27801","21474"
"Eastern Africa","2020","35085029","7416787","100","100","60.7350666905448","45.7002156059427","458127","348678"
"Western Africa","2020","32962111","6821662","100","100","104.697176155145","65.9211128174176","747290","468660"
"Middle Africa","2020","16779531","3616366","100","100","91.4935228041677","57.4657507558093","337354","216022"
"Asia","2020","189852571","35965577","100","100","29.1705117511811","25.1065892011589","1056450","898915"
"Eastern Asia","2020","47201522","7764379","100","100","7.82157801731231","5.81177903007517","65141","45217"
"Central Asia","2020","4532114","956636","100","100","21.1402754882477","18.2918279267203","20450","17788"
"Southern Asia","2020","95089456","18838139","100","100","39.501087576697","34.3702777609598","760394","659547"
"South-Eastern Asia","2020","28373387","5481860","100","100","25.3811823669148","21.0255930664032","141625","116083"
"Western Asia","2020","14656092","2924564","100","100","23.4718099455592","20.5942202016866","68840","60280"
"Americas","2020","36226264","6993908","100","100","14.9721720882265","12.9394230540164","106029","91041"
"Northern America","2020","10916634","2079101","100","100","6.90913574964258","5.86086073558682","14485","12202"
"Latin America and the Caribbean","2020","25309630","4914808","100","100","18.3361816415518","15.8913798239492","91544","78839"
"Central America","2020","7916337","1563264","100","100","17.2016689043606","15.3734893002658","27271","24293"
"South America","2020","15777596","3031183","100","100","16.3939199309127","14.2725668985111","50570","43668"
"Caribbean","2020","1615697","320361","100","100","41.6952909392347","33.2636423813364","13703","10878"
"Europe","2020","19342285","3593083","100","100","5.09616025662762","4.30004090448075","18675","15532"
"Northern Europe","2020","3034831","567655","100","100","4.23070305691808","3.67045409309474","2402","2064"
"Southern Europe","2020","3220119","597579","100","100","4.10785112269485","3.49027164728227","2485","2086"
"Eastern Europe","2020","8015581","1451721","100","100","6.4153156882335","5.42729216152005","9530","7893"
"Western Europe","2020","5071755","976128","100","100","4.25921884706937","3.50346532337436","4258","3489"
"Oceania","2020","1734726","345425","100","100","23.0455343807032","18.4679480171757","7956","6364"
"Australia and New Zealand","2020","950609","185113","100","100","4.32031519699139","3.66499412974921","798","674"
"Melanesia","2020","743243","152055","100","100","44.4652483033356","35.2674077839367","6911","5491"
"Micronesia","2020","18121","3729","100","100","44.2557785743735","35.0055749580261","171","136"
"Polynesia","2020","22753","4528","100","100","16.5822904265414","13.6986982743305","76","63"
"World","2020","350606990","68459599","100","100","41.4312461753785","31.3425995968791","2861420","2154013"
"Africa","2021","104586058","21817965","100","100","76.8208160805947","52.1045140245786","1713657","1169549"
"Northern Africa","2021","15109238","2970515","100","100","32.9712817914933","28.2796739237994","99100","85030"
"Southern Africa","2021","3411918","729603","100","100","38.9235537805921","29.830303038588","27728","21312"
"Eastern Africa","2021","35788333","7543645","100","100","64.7093889500914","47.9613212661155","496479","371983"
"Western Africa","2021","33056356","6874236","100","100","103.490372776435","65.48165948428","742026","468806"
"Middle Africa","2021","17220213","3699966","100","100","92.3787911233169","57.9124692234178","348324","222418"
"Asia","2021","184629992","34498028","100","100","28.6315576206595","24.7003854873518","1002249","855825"
"Eastern Asia","2021","43364566","6600170","100","100","7.3425605082944","5.4231734267368","53680","35879"
