"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Oceania","1985","1181346","255439","100","100","43.7572154571032","33.1424382599718","11019","8401"
"Australia and New Zealand","1985","742803","162266","100","100","13.130500450336","10.8394324083087","1951","1618"
"Melanesia","1985","398780","84639","100","100","89.7182035507487","66.5564980814561","8576","6397"
"Micronesia","1985","18037","3917","100","100","80.6769221896251","60.815030491585","323","248"
"Polynesia","1985","21726","4617","100","100","33.9957291326114","27.807640823338",,"138"
"Africa","1986","51133486","11077009","100","100","179.361653348076","111.765417857163","2139570","1357331"
"Northern Africa","1986","10506627","2205345","100","100","103.316878597308","75.9849004433961","238657","176976"
"Southern Africa","1986","2930291","612104","100","100","75.4399654457394","57.6945549421938","49920","38438"
"Eastern Africa","1986","16717434","3664385","100","100","195.263561845925","121.04346569537","770722","486838"
"Western Africa","1986","15013905","3268617","100","100","219.483187001931","128.528090928894","800791","476446"
"Middle Africa","1986","5965229","1326558","100","100","198.473156838425","124.194306417982","279442","178633"
"Asia","1986","192227524","41924235","100","100","99.4195420663495","74.3887583844079","4274926","3226482"
"Eastern Asia","1986","63935058","14933876","100","100","52.8054423489953","41.7943748315638","757475","611449"
"Central Asia","1986","3432059","753491","100","100","87.7434020936808","72.2603663855223","67248","55935"
"Southern Asia","1986","85497514","18102541","100","100","139.228557883799","102.881096853282","2708186","2011106"
"South-Eastern Asia","1986","28887740","5947710","100","100","90.8327315806349","66.2738583970345","556602","406157"
"Western Asia","1986","10475153","2186617","100","100","81.4247423062697","61.7975300686439","185470","141835"
"Americas","1986","38400086","7836320","100","100","55.1260104374647","43.7344981415524","445484","354431"
"Northern America","1986","10244564","2097418","100","100","13.5063123968099","11.2933184830492","28418","23899"
"Latin America and the Caribbean","1986","28155522","5738902","100","100","69.7381590097638","55.1612303939307","417065","330532"
"Central America","1986","7978419","1653111","100","100","64.4798704865917","50.4085030585951","110438","86539"
"South America","1986","18381928","3696505","100","100","70.1819355033726","56.3271526668184","272727","219140"
"Caribbean","1986","1795175","389286","100","100","88.5825510112965","64.5373114086072","33900","24853"
"Europe","1986","25398078","5109604","100","100","20.2504907893507","17.1334269744347","103267","87267"
"Northern Europe","1986","3063183","641468","100","100","12.3229881124427","10.3349258321767","7675","6472"
"Southern Europe","1986","4610551","879600","100","100","19.3685173669195","16.6895306775323","17395","14858"
"Eastern Europe","1986","12387275","2484077","100","100","26.2663754114775","22.2419038092622","65725","55588"
"Western Europe","1986","5337069","1104459","100","100","11.6480298942235","9.64171072610919","12473","10349"
"Oceania","1986","1216771","258184","100","100","42.7726275457431","32.4481693564844","10895","8316"
"Australia and New Zealand","1986","770565","164249","100","100","12.7695293688349","10.5408647837284","1920","1593"
"Melanesia","1986","405750","85407","100","100","87.8859026829903","65.3355034636277","8488","6341"
"Micronesia","1986","18642","3987","100","100","78.6964863776013","59.8218102283107","324","249"
"Polynesia","1986","21814","4541","100","100","32.8678320978087","26.9920027954969",,"133"
"Africa","1987","52371318","11313904","100","100","177.232919357477","110.454990886389","2154879","1366204"
"Northern Africa","1987","10680733","2226869","100","100","97.9237249750473","72.3152902361025","227583","169204"
"Southern Africa","1987","2965469","614711","100","100","72.4825388973896","55.7411602599026","48279","37281"
"Eastern Africa","1987","17225335","3776590","100","100","193.188382316306","119.781226856872","781202","493139"
"Western Africa","1987","15352713","3333659","100","100","218.275704947125","128.008587694787","813150","484280"
"Middle Africa","1987","6147068","1362075","100","100","196.325589147989","123.079210552081","284646","182300"
"Asia","1987","197889596","43064288","100","100","96.7083467569078","72.6015455337566","4214377","3184852"
"Eastern Asia","1987","67809149","15967260","100","100","52.8631613917713","41.8423013306809","778728","626550"
"Central Asia","1987","3542189","775126","100","100","84.4948884174994","69.8322295381683","65923","54943"
"Southern Asia","1987","86853438","18205230","100","100","135.139990063552","100.093886871537","2652634","1972133"
"South-Eastern Asia","1987","29040802","5911232","100","100","87.7497030718805","64.2411572538573","538292","393837"
"Western Asia","1987","10644018","2205440","100","100","77.6971910656183","59.2968090673703","178835","137389"
"Americas","1987","38675638","7862787","100","100","52.8411087259366","42.0790862806073","429312","342592"
"Northern America","1987","10372174","2115145","100","100","13.1715832598925","11.0070361395473","28073","23586"
"Latin America and the Caribbean","1987","28303464","5747642","100","100","66.9239632479064","53.1439335645634","401239","319006"
"Central America","1987","8043133","1668391","100","100","61.6787964207826","48.4428330596023","106200","83601"
"South America","1987","18437460","3692970","100","100","67.3564406816749","54.2725791816443","261992","211176"
"Caribbean","1987","1822871","386281","100","100","85.8951206631744","62.7644356930647","33047","24229"
"Europe","1987","25359329","5074338","100","100","19.5744481085651","16.5548255344117","98955","83473"
"Northern Europe","1987","3104973","643056","100","100","11.9716457018596","10.0428116087023","7540","6358"
"Southern Europe","1987","4498704","866150","100","100","18.4596489138388","15.8915492942494","16220","13850"
"Eastern Europe","1987","12373810","2474832","100","100","25.6122853992459","21.6924763418328","63159","53299"
"Western Europe","1987","5381842","1090300","100","100","11.2237887157214","9.2818624629019","12037","9966"
"Oceania","1987","1233227","256930","100","100","41.798718242328","31.7524794919394","10767","8227"
"Australia and New Zealand","1987","782909","162995","100","100","12.3432495735485","10.1876394085369","1878","1558"
"Melanesia","1987","409524","85446","100","100","86.1937498482049","64.1975605675258","8410","6294"
"Micronesia","1987","19096","4038","100","100","76.8653905776405","58.6337196326071","322","247"
"Polynesia","1987","21698","4451","100","100","31.8070453852595","26.2104316351486",,"128"
"Africa","1988","53504232","11549395","100","100","175.404166910874","109.320304899901","2171243","1375668"
"Northern Africa","1988","10816614","2243043","100","100","93.5130866381503","69.3164856806883","218075","162505"
"Southern Africa","1988","2987866","614996","100","100","69.8868624685542","53.9960527201144","46651","36100"
"Eastern Africa","1988","17718099","3889612","100","100","191.191652856799","118.528936332879","791111","498856"
"Western Africa","1988","15662298","3401953","100","100","216.942994873672","127.403413877147","824827","491801"
"Middle Africa","1988","6319355","1399791","100","100","194.571028354338","122.179564858274","290571","186406"
"Asia","1988","202547041","43915530","100","100","94.4203789392174","71.1214215178357","4145256","3135079"
"Eastern Asia","1988","71314858","16796273","100","100","53.0059533654319","41.9130358477211","791302","632244"
"Central Asia","1988","3629384","790161","100","100","81.8453106978723","67.8695218525322","64690","53991"
"Southern Asia","1988","87774695","18253724","100","100","131.333316489686","97.5763385867913","2596753","1934505"
"South-Eastern Asia","1988","29045048","5855817","100","100","84.5401897987145","62.1610559175453","518807","381044"
"Western Asia","1988","10783056","2219555","100","100","74.7918548723611","57.0561065372864","173721","133295"
"Americas","1988","38886701","7881277","100","100","50.6504917413537","40.5016661708832","413312","330993"
"Northern America","1988","10482696","2131195","100","100","12.8333644541291","10.720037276361","27680","23236"
"Latin America and the Caribbean","1988","28404005","5750082","100","100","64.2204475647221","51.2191667924101","385632","307757"
"Central America","1988","8098265","1680197","100","100","58.9820455365011","46.5805797901073","102051","80771"
"South America","1988","18478132","3690508","100","100","64.6389107903813","52.3029455455272","251437","203405"
"Caribbean","1988","1827608","379377","100","100","83.4133220899381","61.1256716307614","32144","23581"
"Europe","1988","25211233","5011184","100","100","18.8051709545216","15.9007510349869","93823","78968"
"Northern Europe","1988","3128685","641460","100","100","11.565764278429","9.70226107886138","7348","6186"
"Southern Europe","1988","4398164","854644","100","100","17.5123757712957","15.0605191874553","15081","12873"
"Eastern Europe","1988","12299127","2443776","100","100","24.8288781942428","21.0396410462683","59813","50337"
"Western Europe","1988","5385257","1071304","100","100","10.80957668741","8.93444424891981","11581","9572"
"Oceania","1988","1236492","253469","100","100","40.8042490058018","31.0567267431028","10630","8139"
"Australia and New Zealand","1988","784304","159800","100","100","11.832197750662","9.76257276274959","1823","1511"
"Melanesia","1988","411287","85233","100","100","84.5565704752498","63.152117789194","8340","6260"
"Micronesia","1988","19424","4073","100","100","74.8416031044887","57.2440876447308","317","245"
"Polynesia","1988","21477","4363","100","100","30.7850336244077","25.44444075116",,"123"
"Africa","1989","54573499","11772073","100","100","173.794676824616","108.310779546015","2188159","1385460"
"Northern Africa","1989","10916602","2250590","100","100","89.9289102527923","66.8708158122687","209900","156715"
"Southern Africa","1989","3003583","613694","100","100","67.7289611453563","52.4450740458107","45129","34915"
"Eastern Africa","1989","18173273","3990173","100","100","189.182133132527","117.270990160881","800119","503982"
"Western Africa","1989","15975123","3475438","100","100","215.463769506433","126.649598669018","835855","498836"
"Middle Africa","1989","6504918","1442178","100","100","193.128518912303","121.516883473873","297155","191012"
"Asia","1989","205966650","44271806","100","100","92.2821430499959","69.762307903314","4055502","3069700"
"Eastern Asia","1989","73872728","17157500","100","100","53.0085975356607","41.9019355848226","789858","625913"
"Central Asia","1989","3686956","794859","100","100","80.1165759362484","66.5655509307304","63800","53232"
"Southern Asia","1989","88493989","18281704","100","100","127.565751028028","95.050570460982","2536577","1893534"
"South-Eastern Asia","1989","29004578","5805245","100","100","81.2573815199413","60.0420341931063","498609","367901"
"Western Asia","1989","10908399","2232498","100","100","71.1990722610308","54.8619941766305","166661","129120"
"Americas","1989","39056467","7895002","100","100","48.5553513486713","38.9854746767676","397589","319560"
"Northern America","1989","10584834","2146638","100","100","12.4931232934667","10.4385679846585","27239","22861"
"Latin America and the Caribbean","1989","28471633","5748364","100","100","61.6247930830526","49.3581508527666","370350","296699"
"Central America","1989","8155455","1690839","100","100","56.3819208921647","44.7433031256138","97966","77902"
"South America","1989","18491468","3686028","100","100","62.0314097248812","50.4065217458008","241183","195863"
"Caribbean","1989","1824710","371497","100","100","81.0989492665225","59.6375790395197","31201","22934"
"Europe","1989","24943397","4910827","100","100","18.0092022109587","15.2198956843936","88259","74072"
"Northern Europe","1989","3144742","638200","100","100","11.1040326696723","9.30726403424065","7093","5958"
"Southern Europe","1989","4302642","843316","100","100","16.4744585279625","14.148324466553","13932","11882"
"Eastern Europe","1989","12120454","2377603","100","100","24.084298003208","20.4158039097956","56153","47090"
"Western Europe","1989","5375559","1051708","100","100","10.3770809825263","8.56884172835737","11081","9142"
"Oceania","1989","1238757","250540","100","100","39.8344419987106","30.3569127318105","10496","8052"
"Australia and New Zealand","1989","784139","156716","100","100","11.2711754899871","9.29527954675492","1759","1458"
"Melanesia","1989","413664","85428","100","100","82.9988635925164","62.1055328142532","8282","6233"
"Micronesia","1989","19673","4091","100","100","72.6773679943266","55.8143594961298","311","241"
"Polynesia","1989","21281","4305","100","100","29.8299442597285","24.6936576073467","144","120"
"Africa","1990","55634665","11976076","100","100","172.396950557178","107.413030436968","2206130","1395814"
"Northern Africa","1990","10988152","2247539","100","100","86.938304697899","64.7900511236502","202618","151465"
"Southern Africa","1990","3016777","611573","100","100","65.9388459084499","51.1980123796984","43705","33833"
"Eastern Africa","1990","18578236","4070849","100","100","187.182034716443","115.945142812044","808440","508398"
"Western Africa","1990","16325484","3555410","100","100","213.938640579066","125.920852834767","846854","506147"
"Middle Africa","1990","6726016","1490705","100","100","192.055234464746","120.990905680421","304513","195971"
"Asia","1990","208099916","44017628","100","100","90.3633899243604","68.5420779153074","3951246","2992581"
"Eastern Asia","1990","75145302","16888108","100","100","52.7761195445925","41.7201733971161","772772","606980"
"Central Asia","1990","3712848","787079","100","100","79.4143122110491","66.0506525139946","63321","52751"
"Southern Asia","1990","89214884","18317799","100","100","123.96984644496","92.6704810011244","2476027","1853121"
"South-Eastern Asia","1990","29000333","5777382","100","100","77.9534948809414","57.8952828522996","477991","354395"
"Western Asia","1990","11026549","2247260","100","100","68.3494055230197","52.8932866713893","161135","125334"
"Americas","1990","39203004","7906747","100","100","46.5566696269278","37.5279628272682","382185","308284"
"Northern America","1990","10683161","2162072","100","100","12.1615831752211","10.1662404752674","26761","22459"
"Latin America and the Caribbean","1990","28519843","5744675","100","100","59.1260933324269","47.5483432583395","355424","285825"
"Central America","1990","8223343","1702079","100","100","53.878409924037","42.9623002822355","93948","75055"
"South America","1990","18470902","3677608","100","100","59.5098795455258","48.5497255035901","231203","188466"
"Caribbean","1990","1825598","364988","100","100","79.0144880146468","58.2966537700301","30273","22304"
"Europe","1990","24556646","4769771","100","100","17.2585017898853","14.5790257553799","82712","69200"
"Northern Europe","1990","3160176","634512","100","100","10.6331390594139","8.90156584053269","6807","5699"
"Southern Europe","1990","4210499","831035","100","100","15.4413965615113","13.2440738651512","12848","10947"
"Eastern Europe","1990","11813640","2269479","100","100","23.4886433581204","19.9202865934605","52518","43877"
"Western Europe","1990","5372331","1034745","100","100","9.91809869089655","8.18301440807367","10539","8677"
"Oceania","1990","1248412","250180","100","100","38.9024674658539","29.6918335391917","10365","7965"
"Australia and New Zealand","1990","788649","155273","100","100","10.6717415860108","8.79625877312156","1684","1395"
"Melanesia","1990","418651","86515","100","100","81.4675806242519","61.0889613894833","8236","6217"
"Micronesia","1990","19884","4102","100","100","70.6026596985365","54.4138563127713","306","238"
"Polynesia","1990","21228","4290","100","100","28.898845701449","23.9774590765175","139","115"
"Africa","1991","56828517","12127267","100","100","171.08479219976","106.602218376264","2224179","1406829"
"Northern Africa","1991","11052569","2228538","100","100","84.2899285730359","62.9342496324774","195742","146490"
"Southern Africa","1991","3019984","605140","100","100","64.7134638103942","50.2831191652504","42548","32900"
"Eastern Africa","1991","19044968","4124855","100","100","185.051799691059","114.616874171205","815762","512611"
"Western Africa","1991","16734745","3630806","100","100","212.299847587557","125.125948793237","857634","513430"
"Middle Africa","1991","6976251","1537928","100","100","191.240851901593","120.678198338598","312493","201398"
"Asia","1991","210897665","42996106","100","100","88.501318081012","67.3336069851675","3831088","2903451"
"Eastern Asia","1991","77189697","15816250","100","100","52.151158453427","41.2679297653309","739964","576752"
"Central Asia","1991","3753680","766625","100","100","79.7610224164834","66.2926324841987","63238","52486"
"Southern Asia","1991","89895654","18360159","100","100","120.473099581859","90.3241584138031","2414607","1811742"
"South-Eastern Asia","1991","28965706","5793200","100","100","74.7081677572806","55.784168058334","457286","340732"
"Western Asia","1991","11092928","2259872","100","100","65.7294924254575","51.051540393922","155993","121739"
"Americas","1991","39328240","7915750","100","100","44.5558834165536","36.0753938729779","366307","296712"
"Northern America","1991","10780279","2177787","100","100","11.7750245101277","9.85165436115171","26089","21897"
"Latin America and the Caribbean","1991","28547961","5737963","100","100","56.6046705565406","45.7281886611181","340218","274815"
"Central America","1991","8311434","1712286","100","100","51.4196848470964","41.2301682942456","89913","72218"
"South America","1991","18416116","3664995","100","100","56.9301404588792","46.6533142017099","220981","180932"
"Caribbean","1991","1820411","360682","100","100","76.9688897660621","56.9670295789684","29324","21665"
"Europe","1991","24164458","4583262","100","100","16.609124028248","14.0228377441622","77519","64658"
"Northern Europe","1991","3168363","631627","100","100","10.1294966283898","8.46693012880099","6471","5402"
"Southern Europe","1991","4155426","818455","100","100","14.5754251931136","12.4885971234046","11943","10171"
"Eastern Europe","1991","11507322","2113048","100","100","23.1120137747447","19.6049450512204","49143","40894"
"Western Europe","1991","5333347","1020132","100","100","9.43512562845694","7.77860291449588","9962","8191"
"Oceania","1991","1256931","253468","100","100","38.0452651335145","29.0946592078114","10241","7883"
"Australia and New Zealand","1991","791413","156451","100","100","10.0531169224115","8.28113132105086","1601","1325"
"Melanesia","1991","424158","88560","100","100","79.9627787159026","60.1159860099119","8205","6214"
"Micronesia","1991","20133","4136","100","100","68.7127164139094","53.1245584373699","301","233"
"Polynesia","1991","21227","4321","100","100","27.9955298443451","23.2858824881776","134","111"
"Africa","1992","57764506","12267660","100","100","169.788026469775","105.771642926263","2241973","1417583"
"Northern Africa","1992","11049450","2201272","100","100","81.8080566833374","61.2087578096608","188962","141645"
"Southern Africa","1992","3011588","597273","100","100","64.2526773407453","49.8445706611032","41821","32238"
"Eastern Africa","1992","19366019","4162870","100","100","182.742463462269","113.138268643637","822082","516189"
"Western Africa","1992","17111948","3714364","100","100","210.502462417178","124.18991071223","868113","520427"
"Middle Africa","1992","7225501","1591881","100","100","190.641297877363","120.460097544473","320995","207084"
"Asia","1992","209975182","41410836","100","100","86.6166724426198","66.0875413834197","3700322","2807779"
"Eastern Asia","1992","75652619","14155816","100","100","51.1461636101802","40.5592796278958","696187","539953"
"Central Asia","1992","3723958","734988","100","100","80.6570415678436","66.9787563051948","63135","52184"
"Southern Asia","1992","90418906","18413207","100","100","117.074441255362","88.0231370299794","2353284","1770281"
"South-Eastern Asia","1992","29012361","5832647","100","100","71.5872554759058","53.7688557416153","436764","327150"
"Western Asia","1992","11167338","2274178","100","100","63.2129929093644","49.282050822441","150952","118211"
"Americas","1992","39410865","7923448","100","100","42.569520186542","34.6033829757086","350149","284680"
"Northern America","1992","10861117","2194425","100","100","11.3348783797348","9.48161970835766","25216","21140"
"Latin America and the Caribbean","1992","28549748","5729023","100","100","54.0828278595912","43.8708248674203","324933","263540"
"Central America","1992","8384147","1722391","100","100","49.0678107563313","39.5292679456394","85993","69376"
"South America","1992","18350386","3649065","100","100","54.2944990600782","44.6828427592529","210545","173129"
"Caribbean","1992","1815215","357567","100","100","74.9925774755916","55.6523595456747","28395","21035"
"Europe","1992","23531405","4358781","100","100","16.0522729400145","13.5385838401093","72762","60482"
"Northern Europe","1992","3171545","628498","100","100","9.61396865082509","8.02931639471601","6110","5085"
"Southern Europe","1992","4087315","805247","100","100","13.9442205928858","11.8784424239231","11271","9541"
"Eastern Europe","1992","10970547","1917041","100","100","22.9128834688985","19.4425801528475","46040","38183"
"Western Europe","1992","5301998","1007995","100","100","8.90685389506252","7.33806415579984","9341","7673"
"Oceania","1992","1273440","259094","100","100","37.3284011832126","28.606943380167","10138","7826"
"Australia and New Zealand","1992","799170","159116","100","100","9.47642633410828","7.80316608539346","1520","1257"
"Melanesia","1992","432588","91412","100","100","78.5397261745814","59.2062300888922","8194","6231"
"Micronesia","1992","20327","4164","100","100","67.1436648026406","52.0564734559431","295","230"
"Polynesia","1992","21355","4402","100","100","27.115927435874","22.6138833648689","129","108"
"Africa","1993","58553416","12414328","100","100","168.516972187895","104.920992628964","2260434","1428465"
"Northern Africa","1993","10996512","2168857","100","100","79.4100550660562","59.5206546491595","182225","136811"
"Southern Africa","1993","2997833","591271","100","100","64.6921652338728","49.8959243248152","41652","31881"
"Eastern Africa","1993","19605333","4200705","100","100","180.493013733746","111.581466927683","828857","519613"
"Western Africa","1993","17478861","3804990","100","100","208.448945586356","123.149196926888","877917","527276"
"Middle Africa","1993","7474877","1648505","100","100","190.132814396803","120.260898232168","329783","212884"
"Asia","1993","206552441","39545389","100","100","84.6570475469648","64.732335490911","3565914","2709705"
"Eastern Asia","1993","71705189","12200277","100","100","49.8718255935203","39.6108069685092","648420","501568"
"Central Asia","1993","3643647","696678","100","100","81.4450767341897","67.538552343871","62535","51453"
"Southern Asia","1993","90858934","18481254","100","100","113.739542751272","85.7233804522771","2292098","1728285"
"South-Eastern Asia","1993","29103433","5877233","100","100","68.6410724578853","51.8504754472575","416702","313654"
"Western Asia","1993","11241238","2289947","100","100","60.8426070033451","47.5767493028726","146159","114745"
"Americas","1993","39460581","7930226","100","100","40.610644848041","33.1581090145516","333868","272608"
"Northern America","1993","10921417","2207719","100","100","10.9100449959469","9.12618626958762","24297","20347"
"Latin America and the Caribbean","1993","28539164","5722507","100","100","51.5600855120471","42.0195830190175","309571","252261"
"Central America","1993","8446444","1731934","100","100","46.8349253850728","37.9099871621575","82220","66636"
"South America","1993","18281276","3635008","100","100","51.6052478174275","42.6900811421541","199879","165226"
"Caribbean","1993","1811444","355565","100","100","72.9861370178421","54.2726562372445","27472","20399"
"Europe","1993","22755093","4124362","100","100","15.4855986045482","13.0544330929362","68064","56455"
"Northern Europe","1993","3169236","624267","100","100","9.09929045235336","7.59563995179982","5733","4758"
"Southern Europe","1993","4013454","791978","100","100","13.1977852023314","11.2193551051863","10526","8891"
"Eastern Europe","1993","10293692","1709087","100","100","22.7692981375527","19.3232915526472","43088","35650"
"Western Europe","1993","5278711","999030","100","100","8.36641486753564","6.88826413308578","8717","7156"
"Oceania","1993","1295305","265788","100","100","36.7576630934752","28.1982785424634","10061","7773"
"Australia and New Zealand","1993","809881","162326","100","100","8.92867111300633","7.34500443883716","1438","1186"
"Melanesia","1993","443377","94778","100","100","77.250721138218","58.3223231209418","8208","6256"
"Micronesia","1993","20475","4184","100","100","65.7890174821941","51.1773921138927","291","227"
"Polynesia","1993","21572","4500","100","100","26.258516019217","21.941809359326","124","104"
"Africa","1994","59349782","12588748","100","100","167.973015072117","104.086255540317","2290815","1440260"
"Northern Africa","1994","10914058","2136047","100","100","76.9647150426558","57.8156569148041","175361","131955"
"Southern Africa","1994","2993802","591486","100","100","66.1315406156074","50.432235959538","42123","31851"
"Eastern Africa","1994","19869796","4257463","100","100","180.483348065493","110.118341819767","847612","523759"
"Western Africa","1994","17857786","3901104","100","100","206.12350050804","121.989529459867","886966","533894"
"Middle Africa","1994","7714340","1702648","100","100","189.664062874591","120.090136270715","338753","218801"
"Asia","1994","202352912","37824628","100","100","82.5129278947194","63.253702615175","3429465","2613047"
"Eastern Asia","1994","67093516","10392929","100","100","48.3417063665446","38.5123024012437","600706","465772"
"Central Asia","1994","3541274","658311","100","100","81.6120870735566","67.6659339928769","61126","50150"
"Southern Asia","1994","91263972","18566444","100","100","110.336914220543","83.3855727682915","2228926","1685285"
"South-Eastern Asia","1994","29146167","5900582","100","100","65.8770782815147","50.0547303612323","397260","300525"
"Western Asia","1994","11307983","2306362","100","100","58.5455293504091","45.9164517953413","141447","111315"
"Americas","1994","39492071","7936119","100","100","38.7136090356941","31.7427634559919","317829","260554"
"Northern America","1994","10954461","2211819","100","100","10.5040616941674","8.78772043468525","23356","19540"
"Latin America and the Caribbean","1994","28537610","5724300","100","100","49.0920678889264","40.1860863822312","294473","241014"
"Central America","1994","8502391","1740458","100","100","44.6494637382849","36.3240631992533","78479","63912"
"South America","1994","18228127","3629437","100","100","48.9840411650149","40.7111833981982","189444","157334"
"Caribbean","1994","1807092","354405","100","100","70.9068271630669","52.8605901187948","26550","19768"
"Europe","1994","21969059","3918965","100","100","14.9029820007167","12.5705128383981","63521","52685"
"Northern Europe","1994","3156255","617661","100","100","8.60809985652788","7.18760221760485","5361","4445"
"Southern Europe","1994","3943781","779483","100","100","12.2876938416685","10.4752538295908","9675","8198"
"Eastern Europe","1994","9612952","1527906","100","100","22.6423274347177","19.2212157159517","40350","33365"
"Western Europe","1994","5256071","993915","100","100","7.85017148285794","6.46065584922602","8135","6677"
"Oceania","1994","1316014","271699","100","100","36.3490642949428","27.9242116106839","10013","7746"
"Australia and New Zealand","1994","818448","164691","100","100","8.48766040371851","6.98011615739455","1368","1127"
"Melanesia","1994","455245","98235","100","100","76.0468903861078","57.5232305803328","8236","6296"
"Micronesia","1994","20541","4194","100","100","64.7364118400944","50.451982696852","288","224"
"Polynesia","1994","21780","4579","100","100","25.4586271518775","21.3166159519974","121","99"
"Africa","1995","60301063","12805441","100","100","165.448960985928","102.812721390565","2292382","1446616"
"Northern Africa","1995","10815050","2107189","100","100","74.4885782420361","56.0571159396203","168532","127079"
"Southern Africa","1995","3014298","600420","100","100","68.4202359041125","51.3401181927532","43160","32094"
"Eastern Africa","1995","20260813","4345224","100","100","175.301775880964","107.670154999151","839489","523247"
"Western Africa","1995","18275767","4001492","100","100","203.257665747485","120.564115917246","893943","539593"
"Middle Africa","1995","7935135","1751116","100","100","188.902944224857","119.825009155626","347258","224603"
"Asia","1995","198646944","36577021","100","100","80.2529959356243","61.6767811378589","3297660","2520908"
"Eastern Asia","1995","63074720","9076489","100","100","46.7023064290425","37.317039769835","557240","434353"
"Central Asia","1995","3439111","625200","100","100","81.0555683842525","67.2687144575153","58955","48318"
"Southern Asia","1995","91686533","18667937","100","100","106.953222074752","81.0629005824236","2165932","1642549"
"South-Eastern Asia","1995","29076682","5884719","100","100","63.3185864792069","48.3580488069097","378821","287871"
"Western Asia","1995","11369898","2322676","100","100","56.2798596990892","44.2579624474604","136712","107817"
"Americas","1995","39529550","7941017","100","100","36.880535024021","30.3461353952873","302146","248520"
"Northern America","1995","10968002","2203138","100","100","10.1522328143273","8.49732025429261","22493","18807"
"Latin America and the Caribbean","1995","28561548","5737879","100","100","46.6830940153228","38.3556317227329","279653","229713"
"Central America","1995","8556777","1747585","100","100","42.6070163147642","34.796037882134","74946","61254"
"South America","1995","18204084","3636479","100","100","46.3891265203429","38.7127173324539","179061","149314"
"Caribbean","1995","1800687","353815","100","100","68.7990158509711","51.4082866022978","25646","19145"
"Europe","1995","21254375","3771031","100","100","14.2888324032036","12.0512981235377","59144","49072"
"Northern Europe","1995","3129136","607965","100","100","8.20875416380706","6.86117455722773","5042","4181"
"Southern Europe","1995","3886661","768438","100","100","11.3979022336544","9.69549156322657","8869","7504"
"Eastern Europe","1995","9014704","1401687","100","100","22.3496809478512","18.9778699279026","37632","31151"
"Western Europe","1995","5223874","992941","100","100","7.36697922903018","6.05711829738826","7601","6236"
"Oceania","1995","1332097","275511","100","100","36.0288374905334","27.7212950104352","9973","7729"
"Australia and New Zealand","1995","822233","165253","100","100","8.12718082949149","6.68428367014401","1306","1074"
"Melanesia","1995","467478","101442","100","100","74.8278573943776","56.7151265236631","8268","6337"
"Micronesia","1995","20465","4205","100","100","63.8729012030257","49.8930299902068","284","221"
"Polynesia","1995","21921","4611","100","100","24.6903999997797","20.7243328693662","115","97"
"Africa","1996","61507949","13075435","100","100","162.520921087492","101.359539161715","2289291","1451145"
"Northern Africa","1996","10683564","2091607","100","100","72.0057067869918","54.2922952462416","161880","122338"
"Southern Africa","1996","3069012","627286","100","100","71.201978431062","52.2465030979008","44550","32392"
"Eastern Africa","1996","20775837","4460305","100","100","169.55153058873","105.135033594477","828631","522308"
"Western Africa","1996","18799693","4098871","100","100","199.902634591187","118.836481909913","898920","544123"
"Middle Africa","1996","8179843","1797366","100","100","187.892816923821","119.306952078464","355310","229984"
"Asia","1996","192697833","35973706","100","100","77.8419275650314","60.0010258227328","3170115","2433321"
"Eastern Asia","1996","56727775","8421521","100","100","44.9241047653706","36.0655795230864","518303","407676"
"Central Asia","1996","3301254","600240","100","100","79.8185915441182","66.3215657535241","56208","46062"
"Southern Asia","1996","92152948","18792564","100","100","103.52704657385","78.7097762177845","2101954","1599146"
"South-Eastern Asia","1996","29046087","5813467","100","100","60.9692452282614","46.7834518069326","361765","276168"
"Western Asia","1996","11469769","2345914","100","100","54.0236579637063","42.6134417608596","131885","104269"
"Americas","1996","39622369","7941103","100","100","35.0992493898512","29.0025647333335","286805","236860"
"Northern America","1996","11025563","2172715","100","100","9.84967040833507","8.2514414616139","21722","18166"
"Latin America and the Caribbean","1996","28596806","5768388","100","100","44.3337018357542","36.5892294234772","265083","218694"
"Central America","1996","8618519","1754849","100","100","40.6251538575795","33.3392461734336","71478","58690"
"South America","1996","18192070","3659590","100","100","43.8520577851164","36.7744130271502","168827","141449"
"Caribbean","1996","1786217","353949","100","100","66.7312756900585","50.0086874522293","24778","18555"
"Europe","1996","20325966","3698538","100","100","13.6916260204673","11.5594049659107","55178","45896"
"Northern Europe","1996","3084053","593818","100","100","7.88451516860289","6.59720648885703","4767","3956"
"Southern Europe","1996","3845493","757199","100","100","10.5191801191724","8.95849236958727","8101","6867"
"Eastern Europe","1996","8244811","1346437","100","100","21.9399245308928","18.6457032918496","35129","29179"
"Western Europe","1996","5151609","1001084","100","100","6.9842619602043","5.7431990757806","7181","5894"
"Oceania","1996","1354011","276889","100","100","35.822892024032","27.5940631182199","9957","7725"
"Australia and New Zealand","1996","828728","163835","100","100","7.84453170175459","6.45393331222051","1255","1030"
"Melanesia","1996","482870","104234","100","100","73.7166827430553","55.962181435558","8312","6382"
"Micronesia","1996","20228","4241","100","100","63.1205173765784","49.3808111139308","279","219"
"Polynesia","1996","22185","4579","100","100","23.9691916829933","20.1509428285495","111","94"
