"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Asia","1963","140347572","30660639","54.17","53.08","207.713823171128","146.655139290455","7315763","5223017"
"Eastern Asia","1963","58447825","13085931","10.42","9.43",,,,
"Central Asia","1963","2352420","499133","0","0",,,,
"Southern Asia","1963","52953397","11398421","95.92","95.94","229.943213179561","162.862056627202","3044445","2167176"
"South-Eastern Asia","1963","20542878","4372100","71.4","71.67","174.94554325108","121.787860757411","853128","600588"
"Western Asia","1963","6051052","1305054","74","74.41","233.993856086872","162.577162845003","355250","246517"
"Americas","1963","31971742","6658380","95.63","95.69","115.001829888028","85.6195053219627","796222","599615"
"Northern America","1963","11626169","2243918","100","100","31.853418530104","27.5312056137366","73741","63405"
"Latin America and the Caribbean","1963","20345573","4414462","93.13","93.5","157.323152989405","114.644108862486","734731","544716"
"Central America","1963","5281108","1132377","97.16","97.13","152.463994146295","108.51306564421","188905","136429"
"South America","1963","13514586","2933325","91.11","91.65","160.116975768063","119.168675290568","495259","371903"
"Caribbean","1963","1549879","348760","97.04","97.3","156.909574039689","99.6790053958757","51093","37160"
"Europe","1963","29277662","5855813","45.92","46.82",,,,
"Northern Europe","1963","3681941","798941","92.31","92.98","27.0836299280571","23.2000295099947","20452","17602"
"Southern Europe","1963","5916900","1238983","53.53","54.47","57.3678584959154","48.1556530862882","71808","60344"
"Eastern Europe","1963","12780441","2370235","24.44","22.36",,,,
"Western Europe","1963","6898380","1447654","54.42","54.85","28.3182875078066","23.6727999257581","40818","34281"
"Oceania","1963","1012357","208806","98.1","98.05","70.3293880836338","51.2731514165909","15379","11283"
"Australia and New Zealand","1963","742115","150783","100","100","26.2267999550153","21.6113780287287","3923","3243"
"Melanesia","1963","236222","50708","100","100","169.511303538812","117.746302853334","10761","7541"
"Micronesia","1963","11602","2466","49.42","49.72",,,,
"Polynesia","1963","22418","4849","40.57","41.43",,,,
"Africa","1964","28208647","6289387","70.64","70.54","263.397886503345","167.899999045062",,"1210772"
"Northern Africa","1964","6507682","1431201","100","100","243.095315447219","160.700590473537","390734","260846"
"Southern Africa","1964","1799658","381818","9.32","9.59",,,,
"Eastern Africa","1964","8669987","1952441","56.16","55.78","214.763224851936","135.486398179181",,
"Western Africa","1964","8131433","1825022","94.21","94.08","331.456904700646","194.595767321535",,
"Middle Africa","1964","3099887","698905","23.21","23.28",,,,
"Asia","1964","145966254","32585524","55.65","53.61","201.173818464446","141.058194205758","7220031","5141969"
"Eastern Asia","1964","61967902","14457847","10.06","8.75",,,,
"Central Asia","1964","2449128","511367","0","0",,,,
"Southern Asia","1964","54253886","11774179","95.92","95.92","226.701835521948","160.57599524298","3050258","2171558"
"South-Eastern Asia","1964","21071895","4487552","87.01","86.77","161.238812044748","109.277166571232","783567","548314"
"Western Asia","1964","6223443","1354579","74.17","75.07","225.901684063859","156.722772663604","347655","242143"
"Americas","1964","32319280","6710282","95.64","95.7","112.488494413466","84.1798874221399","785980","592301"
"Northern America","1964","11390471","2153591","100","100","31.0456725081896","26.7976278521649","70448","60407"
"Latin America and the Caribbean","1964","20928809","4556691","93.27","93.67","151.951338286507","111.756508740668","727178","540085"
"Central America","1964","5435107","1172343","97.19","97.24","148.183262465903","105.716958448767","188392","136393"
"South America","1964","13875119","3016851","91.28","91.81","155.746504497613","116.204343529295","488882","367640"
"Caribbean","1964","1618583","367497","97.15","97.47","135.007130085979","97.3460429970769","50574","36829"
"Europe","1964","29068636","5759306","46.06","46.83",,,,
"Northern Europe","1964","3716318","792733","92.36","92.98","26.1554390196222","22.4034520708202","19890","17092"
"Southern Europe","1964","5959891","1238478","53.65","54.46","54.3369030664913","45.8785152798267","68159","57580"
"Eastern Europe","1964","12402878","2269994","23.99","21.9",,,,
"Western Europe","1964","6989549","1458101","54.13","54.05","27.141093482998","22.676064308148","39337","32971"
"Oceania","1964","1021054","208917","98.04","97.94","68.7038228120801","50.0920530184168","15115","11117"
"Australia and New Zealand","1964","744854","149404","100","100","25.6214976060503","21.1431867615398","3857","3191"
"Melanesia","1964","240978","51927","100","100","164.269768861409","114.477439551041","10584","7442"
"Micronesia","1964","11922","2547","48.99","48.72",,,,
"Polynesia","1964","23300","5039","40.28","40.64",,,,
"Africa","1965","28950826","6455009","70.63","70.49","267.343453070649","164.796512621495",,"1211954"
"Northern Africa","1965","6657850","1460691","100","100","237.286522352201","156.898812384259","388530","259391"
"Southern Africa","1965","1842806","392904","9.35","9.6",,,,
"Eastern Africa","1965","8930066","2011744","56.22","55.92","216.211646570614","134.32395098593",,"303995"
"Western Africa","1965","8332842","1869523","94.18","94","323.904573413669","191.045924244433",,"421075"
"Middle Africa","1965","3187262","720147","23.49","23.55",,,,
"Asia","1965","151106154","34184825","55","52.49","196.436084909951","138.623315433777","7231100","5164214"
"Eastern Asia","1965","65142918","15570870","9.76","8.29",,,,
"Central Asia","1965","2505827","513423","0","0",,,,
"Southern Asia","1965","55496216","12106356","95.91","95.9","223.561595626805","158.407076039401","3056182","2176717"
"South-Eastern Asia","1965","21580226","4597692","87.02","86.65","153.728191282125","106.713550506536","775638","545067"
"Western Asia","1965","6380967","1396484","74.49","75.81","217.638158617326","151.152330978578","340134","237914"
"Americas","1965","32582045","6729239","96.09","96.14","110.478683624441","82.7465480408188","774682","583901"
"Northern America","1965","11154776","2070040","100","100","30.2775009124313","26.1091053822626","67171","57471"
"Latin America and the Caribbean","1965","21427269","4659199","94.05","94.42","147.695781003499","108.753675761371","717392","533378"
"Central America","1965","5586932","1210542","99.83","99.84","143.544135415766","102.435764490267","186509","135628"
"South America","1965","14172798","3071316","91.41","91.9","151.586019530378","113.320322680735","481821","362544"
"Caribbean","1965","1667539","377341","97.23","97.59","132.024587134371","95.1993923651339","49905","36231"
"Europe","1965","28815693","5659384","46.37","47.08",,,,
"Northern Europe","1965","3749212","782526","92.44","92.98","25.2538348157989","21.6285738138007","19231","16490"
"Southern Europe","1965","5990943","1232313","53.75","54.39","51.8075871152385","44.0444634060184","64999","55250"
"Eastern Europe","1965","12026991","2189156","23.95","22.39",,,,
"Western Europe","1965","7048547","1455389","53.86","53.37","26.0576540570341","21.7482698616188","37770","31562"
"Oceania","1965","1033844","210065","98","97.88","67.0180613865179","49.0180581408854","14877","10976"
"Australia and New Zealand","1965","751434","149079","100","100","25.1380678135256","20.7700020131488","3807","3152"
"Melanesia","1965","246192","53208","100","100","159.263958060623","111.385266692533","10416","7352"
"Micronesia","1965","12197","2609","48.54","47.8",,,,
"Polynesia","1965","24021","5169","40.18","40.01",,,,
"Africa","1966","29850095","6594770","79.77","79.75","263.258976940253","162.618245401601",,"1223057"
"Northern Africa","1966","6840705","1482298","100","100","232.086234944098","153.528312542877","386926","258324"
"Southern Africa","1966","1889192","404165","9.38","9.56",,,,
"Eastern Africa","1966","9242616","2062651","85.86","85.86","225.528459568351","145.622054126535",,"338345"
"Western Africa","1966","8582472","1907499","94.15","94.01","318.220597377742","187.577411825508",,"422533"
"Middle Africa","1966","3295110","738157","23.59","23.61",,,,
"Asia","1966","157449206","35116117","54.11","52.11","193.007165241976","136.315401372047","7249269","5174287"
"Eastern Asia","1966","69327474","16157285","9.3","8.12",,,,
"Central Asia","1966","2524491","503593","0","0",,,,
"Southern Asia","1966","56937925","12334663","95.9","95.9","220.648824849049","156.426757591133","3064877","2183898"
"South-Eastern Asia","1966","22091763","4696605","86.97","86.61","149.695688822666","104.125905703172","768385","540366"
"Western Asia","1966","6567553","1423971","75.01","76.59","209.755147360362","145.890887273595","333122","233883"
"Americas","1966","32883495","6701367","96.09","96.1","108.492766928975","81.3558085516167","762936","574987"
"Northern America","1966","10877323","2000715","100","100","29.4684183492099","25.3784586643764","63816","54482"
"Latin America and the Caribbean","1966","22006172","4700652","94.16","94.43","143.732305387759","106.124232761997","708601","527203"
"Central America","1966","5756033","1243881","99.83","99.84","139.158890128165","99.995421630846","186301","135892"
"South America","1966","14520800","3082675","91.54","91.87","147.65122691104","110.558279973537","474101","356804"
"Caribbean","1966","1729339","374096","97.32","97.63","129.362683182235","93.2631094472537","49071","35517"
"Europe","1966","28532795","5562861","46.74","47.79",,,,
"Northern Europe","1966","3795052","769100","92.59","92.98","24.3955263968793","20.8810589307595","18483","15811"
"Southern Europe","1966","6026380","1218972","53.85","54.25","49.5803231504852","42.363221339067","62107","53016"
"Eastern Europe","1966","11581369","2133360","23.77","24.22",,,,
"Western Europe","1966","7129994","1441429","53.63","53.08","25.1228768607035","20.9580822468374","36188","30152"
"Oceania","1966","1047548","211647","97.97","97.83","65.4377293957566","48.0457233682489","14674","10872"
"Australia and New Zealand","1966","758297","149507","100","100","24.8055203822938","20.5180793686055","3783","3137"
"Melanesia","1966","252052","54236","100","100","154.375172002695","108.438939352888","10257","7275"
"Micronesia","1966","12500","2657","47.89","46.82",,,,
"Polynesia","1966","24699","5247","40.15","39.53",,,,
"Africa","1967","30615385","6742312","81.37","81.33","259.47217812533","159.479562688822",,"1226808"
"Northern Africa","1967","6981110","1502862","100","100","227.311447140476","150.532315998832","385625","257568"
"Southern Africa","1967","1937840","416199","12.53","12.71",,,,
"Eastern Africa","1967","9514835","2116529","85.87","85.84","234.739029002122","144.773837998367",,"344597"
"Western Africa","1967","8793015","1949338","99.12","99.12","310.534799132069","181.743635552577",,"418728"
"Middle Africa","1967","3388585","757384","23.67","23.65",,,,
"Asia","1967","162131374","35746949","53.61","52.05","189.696697508084","134.089360436493","7252120","5170753"
"Eastern Asia","1967","72266592","16498622","9.03","8.03",,,,
"Central Asia","1967","2505341","483831","0","0",,,,
"Southern Asia","1967","58083282","12528455","95.9","95.9","217.914167945013","154.567063267271","3075427","2192424"
"South-Eastern Asia","1967","22566492","4790929","86.95","86.59","145.643079681409","101.517142335535","759781","534785"
"Western Asia","1967","6709667","1445112","75.62","77.47","202.144109987508","140.820706224706","326841","229951"
"Americas","1967","32974644","6645300","96.11","96.07","106.588215900272","80.0080667413619","750713","565867"
"Northern America","1967","10613993","1938859","100","100","28.653210756507","24.6449659997739","60538","51590"
"Latin America and the Caribbean","1967","22360651","4706441","94.26","94.45","140.111660819764","103.647232177411","699234","520694"
"Central America","1967","5910515","1274769","100","100","135.463226393786","97.5791070140019","186058","136051"
"South America","1967","14703529","3068985","91.58","91.77","143.954582935069","108.025075435285","465948","350960"
"Caribbean","1967","1746607","362687","97.37","97.65","126.900755082301","91.4063316454769","48114","34715"
"Europe","1967","28165617","5459156","47.84","49.31",,,,
"Northern Europe","1967","3796366","751263","96.43","96.54","23.7730237980158","20.3552948296167","17897","15205"
"Southern Europe","1967","6014341","1199260","53.83","54.03","47.6426306354105","40.9030970299891","59505","51009"
"Eastern Europe","1967","11224074","2093936","24.6","27.15",,,,
"Western Europe","1967","7130836","1414697","53.49","53","24.235175842424","20.1989604585301","34456","28601"
"Oceania","1967","1060985","214010","97.94","97.82","63.9933890031218","47.156552702081","14512","10797"
"Australia and New Zealand","1967","765780","150754","100","100","24.5988127348734","20.3720228037564","3784","3143"
"Melanesia","1967","257294","55293","100","100","149.739603918455","105.581145317061","10116","7206"
"Micronesia","1967","12736","2691","47.13","45.89",,,,
"Polynesia","1967","25175","5272","40.08","39.21",,,,
"Africa","1968","31316176","6899842","83.17","83.11","255.949882047258","155.833473616582","1977108","1226858"
"Northern Africa","1968","7094125","1522712","100","100","222.945641753679","147.843547991961","384597","257071"
"Southern Africa","1968","1988795","428831","12.53","12.68",,,,
"Eastern Africa","1968","9769254","2174178","91.8","91.74","230.680883505273","140.955533814969",,"344759"
"Western Africa","1968","8988681","1996316","99.12","99.13","307.939660429202","178.534097157492",,"421224"
"Middle Africa","1968","3475321","777805","23.73","23.67",,,,
"Asia","1968","165464999","36118788","54.72","53.59","186.473952464889","131.911411618947","7237512","5152023"
"Eastern Asia","1968","74138871","16609308","8.9","8.04",,,,
"Central Asia","1968","2460387","461540","0","0",,,,
"Southern Asia","1968","59032493","12703669","95.9","95.91","215.279374745055","152.728671853584","3086919","2201161"
"South-Eastern Asia","1968","23008758","4880322","96.18","96.14","144.838781877063","102.377280599285","777270","546967"
"Western Asia","1968","6824490","1463949","76.24","78.3","194.773741400101","135.909740807547","320804","226127"
"Americas","1968","32943603","6582872","96.11","96.03","104.657283178984","78.6347050595815","737855","556426"
"Northern America","1968","10380096","1887854","100","100","27.8035391348879","23.8960856751168","57340","48824"
