"CountryName","OfficialName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","MDGRegion6","UNICEFProgRegion1","UNICEFProgRegion2","UNICEFProgRegion3","UNICEFProgRegion4","UNICEFProgRegion5","UNICEFProgRegion6","ECACountries","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","WBRegion5","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","FragileCountries2017","FragileCountries2018","FragileCountries2018OECD1","FragileCountries2018OECD2","USAIDcountry","M49Region1","M49Region2","M49Region3","SDGSimpleRegion1","SDGSimpleRegion2","SDGSimpleRegion3","SDGSimpleRegion4","SDGSimpleRegion5","SDGRegion1","SDGRegion2","SDGRegion3","SDGRegion4","SDGRegion5","SDGRegion6","SDGRegion7","HAC","GlobalStrategy","Conflict","UNICEFReportRegion1","UNICEFReportRegion2","Wealthdata1","Wealthdata2","Wealthdata3","WealthdataGlobal","Wealthall1","Wealthall2","Wealthall3","WealthallGlobal","UNRegion","AfricanEconomicCommunity","GAVICountries","AdhocCountries","ARR 1990-2018 median","ARR 1990-2000 median","ARR 2000-2018 median","Required ARR median","Change in ARR median","Percentage decline 1990-2018 median","Percentage decline 1990-2000 median","Percentage decline 2000-2018 median"
"Bolivia","Bolivia (Plurinational State of)",109,"BOL",68,"BOL","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","LLDC","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Lower middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","Landlocked developing countries (LLDCs)","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","South America (M49)","Latin America and the Caribbean (MDG=M49)","","Landlocked developing countries (LLDCs)","Developing regions (MDG)","","","Non conflict","Latin America and Caribbean","","Latin America and Caribbean","","Lower middle income","Low and middle income","Latin America and Caribbean","","Lower middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","GAVI","",5.22940780874587,4.65240670136096,5.54996397951526,,0.8975572781543,76.8744978087922,37.2016049981615,63.1750107776946
"Bosnia & Herzegovina","Bosnia and Herzegovina",147,"BIH",70,"BHG","Developed regions","Developed regions","Developed regions","","","","","CEE/CIS","CEE/CIS","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Fragile","Fragile","Fragile","Non-fragile","Non-fragile","Non-fragile","","","Europe","Southern Europe","","Northern America and Europe","Europe","","","North America, Europe, Australia and New Zealand","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","Developed regions (MDG)","","","Developed regions","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","","","","","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","",4.11023717568522,6.09722288264338,3.00635622737512,,-3.09086665526826,68.363744881868,45.6498215057992,41.7918100830017
"Botswana","Botswana",15,"BWA",72,"BTW","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","LLDC","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Upper middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Africa","Southern Africa","","Sub-Saharan Africa","","","Landlocked developing countries (LLDCs)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Southern Africa (M49)","Sub-Saharan Africa (MDG)","","Landlocked developing countries (LLDCs)","Developing regions (MDG)","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","","","","","Sub-Saharan Africa","Eastern and Southern Africa","Upper middle income","Low and middle income","African Group","","","",1.19384980597521,-4.94684314683639,4.60534589087054,,9.55218903770693,28.4145214166864,-63.9980439586602,56.349797317486
"Brazil","Brazil",110,"BRA",76,"BRZ","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Upper middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","South America (M49)","Latin America and the Caribbean (MDG=M49)","","","Developing regions (MDG)","","","Non conflict","Latin America and Caribbean","","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","","",5.22006305487888,5.79302804120448,4.90174917358689,,-0.891278867617587,76.8139099831065,43.9711138490545,58.6176138600566
"Brunei","Brunei Darussalam",92,"BRN",96,"BRI","South-eastern Asia","South-eastern Asia","Developing regions","","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","","Western Pacific","East Asia and Pacific","","High income","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC High income: nonOECD","OIC High income","","","","","","","","","","Non-fragile","","","Asia","South-Eastern Asia","","Eastern Asia and South-eastern Asia","South-eastern Asia","","","South Eastern Asia and Oceania (excl. Australia and New Zealand)","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","","","Developing regions (MDG)","","","Non conflict","East Asia and Pacific","","","","","","","","","","Asia-Pacific Group","","","",0.549232840473861,2.71097254591391,-0.651733662548386,,-3.36270620846229,14.2543813178138,23.745766794421,-12.4470276306087
"Bulgaria","Bulgaria",149,"BGR",100,"BUL","Developed regions","Developed regions","Developed regions","","","","","CEE/CIS","CEE/CIS","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Europe","Eastern Europe","","Northern America and Europe","Europe","","","North America, Europe, Australia and New Zealand","Northern America (M49) and Europe (M49)","Europe (M49)","Eastern Europe (M49)","Developed regions (MDG)","","","Developed regions","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","","","","","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","",3.46747100212783,0.530189378172724,5.09929412654733,,4.5691047483746,62.1254907976302,5.16379475950201,60.0632383947431
"Burkina Faso","Burkina Faso",24,"BFA",854,"UPV","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","","Africa","Western Africa","","Sub-Saharan Africa","","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","Developing regions (MDG)","","Global Strategy","Non conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of West African States","GAVI","",3.35878697019451,1.09843114857069,4.61454020442996,,3.51610905585926,60.9551949426478,10.4025310611978,56.4219776297242
"Burundi","Burundi",2,"BDI",108,"BRD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","LLDC","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Central Africa","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","","Africa","Eastern Africa","","Sub-Saharan Africa","","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Eastern Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","Developing regions (MDG)","","Global Strategy","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Low income","Low and middle income","African Group","Economic Community of Central African States","GAVI","",3.78556770921147,1.0431803381748,5.30911624867629,,4.26593591050148,65.3529970339458,9.90612771279295,61.5434412058522
"Cambodia","Cambodia",85,"KHM",116,"KMP","South-eastern Asia","South-eastern Asia","Developing regions","","Least developed countries","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","Least developed countries","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Lower middle income","Low and middle income","Asia","","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Asia","South-Eastern Asia","","Eastern Asia and South-eastern Asia","South-eastern Asia","Least developed countries (LDCs)","","South Eastern Asia and Oceania (excl. Australia and New Zealand)","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","Least developed countries (LDCs)","","Developing regions (MDG)","","Global Strategy","Non conflict","East Asia and Pacific","","East Asia and Pacific","","Lower middle income","Low and middle income","East Asia and Pacific","","Lower middle income","Low and middle income","Asia-Pacific Group","","GAVI","",4.92189849827167,0.80450907865737,7.20933706472407,,6.4048279860667,74.7950953015019,7.72998002060036,72.6835382672234
"Cameroon","Cameroon",41,"CMR",120,"CAM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Central Africa","","","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","OIC","Africa","OIC Lower middle income","OIC Middle income","Countdown","Central Africa","Africa","Central Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","","Africa","Middle Africa","","Sub-Saharan Africa","","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Middle Africa (M49)","Sub-Saharan Africa (MDG)","","","Developing regions (MDG)","HAC","","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","African Group","Economic Community of Central African States","GAVI","",2.05841748822411,-0.8499823535709,3.67419517811022,,4.52417753168112,43.8058145791084,-8.87151455032412,48.3848592967661
"Canada","Canada",171,"CAN",124,"CAN","Developed regions","Developed regions","Developed regions","","","","","Industrialized countries","Industrialized countries","","","","","","Americas","North America","","High income","High income","","Northern America","","More developed regions","More developed regions","","","","","","","","","","","","","","","Non-fragile","","","Americas","Northern America","","Northern America and Europe","Northern America","","","North America, Europe, Australia and New Zealand","Northern America (M49) and Europe (M49)","Northern America (M49)","Northern America (M49)","Developed regions (MDG)","","","Developed regions","","","","North America","","","","","","","","","","Western European and Others Group (WEOG)","","","",1.92304445570916,2.99084633402205,1.32982118997977,,-1.66102514404228,41.6349215991241,25.8503348604997,21.2874686742393
"Cape Verde","Cabo Verde",25,"CPV",132,"CVR","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","","","SIDS","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Africa","Western Africa","","Sub-Saharan Africa","","","Small island developing States (SIDS)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","","Small island developing States (SIDS)","Developing regions (MDG)","","","Non conflict","Sub-Saharan Africa","West and Central Africa","","","","","Sub-Saharan Africa","West and Central Africa","Lower middle income","Low and middle income","African Group","Economic Community of West African States","","",3.9732269989472,5.21105003012931,3.28554753717936,,-1.92550249294995,67.1265077514937,40.6136036196012,44.644743153069
"Central African Republic","Central African Republic",26,"CAF",140,"CAR","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Central Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Central Africa","Africa","Central Africa","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","","Africa","Middle Africa","","Sub-Saharan Africa","","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Middle Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","Developing regions (MDG)","HAC","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of Central African States","GAVI","",1.50875206389706,0.458811900952228,2.09205215442197,,1.63324025346974,34.4561353313492,4.48445626238447,31.3788498668845
"Chad","Chad",27,"TCD",148,"CHD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Central Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","Central Africa","Africa","Central Africa","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","","Africa","Middle Africa","","Sub-Saharan Africa","","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Middle Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","Developing regions (MDG)","HAC","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of Central African States","GAVI","",2.03475789728332,1.31228177043651,2.43613352330932,,1.12385175287281,43.4323099665149,12.2982363733024,35.4999401445729
"Chile","Chile",113,"CHL",152,"CLE","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","","Americas","Latin America and the Caribbean","","High income","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","","","","","","Non-fragile","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","South America (M49)","Latin America and the Caribbean (MDG=M49)","","","Developing regions (MDG)","","","Non conflict","Latin America and Caribbean","","","","","","","","","","Latin American and Caribbean Group (GRULAC)","","","",3.53619692220415,5.65494072927616,2.35911702938636,,-3.2958236998898,62.8473519796741,43.1920595244886,34.5995512082654
"China","China",93,"CHN",156,"CHN","Eastern Asia","","Developing regions","","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Asia","Eastern Asia","","Eastern Asia and South-eastern Asia","Eastern Asia","","","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","Eastern Asia (M49)","Eastern Asia (MDG)","","","Developing regions (MDG)","","","Non conflict","East Asia and Pacific","","","","","","","","","","Asia-Pacific Group","","","Adhoc",6.48151215249898,3.66225335915395,8.04776703769067,,4.38551367853672,83.7133332335467,30.6653452273362,76.5100629405967
"Colombia","Colombia",114,"COL",170,"COL","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Upper middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","South America (M49)","Latin America and the Caribbean (MDG=M49)","","","Developing regions (MDG)","HAC","","Conflict","Latin America and Caribbean","","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","","",3.24145176201051,3.39774224707159,3.15462371475436,,-0.24311853231723,59.6511177638819,28.8068958941905,43.3247324401668
