"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Oceania (exc. Australia and New Zealand)",2019,2741104,1426569,100,100,7.90329836912718,4.49369361682187,3.42499563332042,2184,1282,902
"Australia and New Zealand",2019,3828849,1944304,100,100,0.878680621908434,0.390808995188936,0.488062365882319,337,152,185
"Europe, Northern America, Australia and New Zealand",2019,131565236,65662625,100,100,1.22488372859908,0.542338346440833,0.682915753558853,16166,7142,9024
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2019,118190460,60320659,100,100,4.51420161043103,2.34652173151347,2.17277835053491,53485,28328,25157
"World",2019,1336530462,685205805,100,100,6.55495549097274,3.70956969933252,2.8559802494353,882251,509580,372672
"Least developed countries",2020,270811936,141389454,100,100,12.4285718412194,7.44979054254988,5.01615056974391,342059,211708,130351
"Landlocked developing countries",2020,135594118,71174995,100,100,11.5399086425637,6.68931866857759,4.88325562701544,158622,95550,63072
"Small island developing States",2020,11432875,5811891,100,100,6.23048861013575,3.41987747528877,2.82025606503839,7155,3981,3174
"Europe and Northern America",2020,128434765,63703598,100,100,1.23226260588627,0.542538238705557,0.69009877215313,15865,6920,8945
"Northern America",2020,47117966,22767771,100,100,1.35177564823696,0.576965102963901,0.775257841993749,6411,2630,3781
"Europe",2020,81316799,40935827,100,100,1.16179586659071,0.523389247000892,0.638740929724064,9454,4290,5164
"Latin America and the Caribbean",2020,104146820,51834254,100,100,2.98477055564506,1.34646447232802,1.64051497845184,31148,13969,17179
"Central and Southern Asia",2020,390493957,195216210,100,100,5.19778057908915,2.63531511279051,2.56923621331999,203586,103072,100514
"Central Asia",2020,14782812,7971047,100,100,3.13498368945164,1.54001606706222,1.59742768669294,4638,2459,2179
"Southern Asia",2020,375711145,187245163,100,100,5.27927363549652,2.68191547037645,2.604342792345,198948,100613,98335
"Eastern and South-Eastern Asia",2020,310625007,158969131,100,100,2.7608687320515,1.39772172678622,1.3650549722582,85900,44469,41431
"Eastern Asia",2020,194820724,100061743,100,100,1.83456823717254,0.914866194063882,0.920544217893734,35771,18317,17454
"South-Eastern Asia",2020,115804283,58907388,100,100,4.31763903783011,2.21737929032858,2.1049271694146,50129,26152,23977
"Northern Africa and Western Asia",2020,109846884,57833140,100,100,4.193350365021,2.21849484076239,1.97924647234609,46311,25692,20619
"Western Asia",2020,55236632,28788104,100,100,4.09179127283477,2.08843742182131,2.00754648622141,22679,12041,10638
"Northern Africa",2020,54610252,29045036,100,100,4.29277555252872,2.34738506599536,1.94996781185398,23632,13651,9981
"Sub-Saharan Africa",2020,297167812,157197132,100,100,15.7641598425958,9.45075448495341,6.3736410746138,477837,298716,179121
"Oceania",2020,6665427,3395565,100,100,3.74918261235369,2.08730955506768,1.66534915649301,2505,1417,1088
"Oceania (exc. Australia and New Zealand)",2020,2781119,1444128,100,100,7.73339141387386,4.38057677133527,3.36756652623939,2167,1267,900
"Australia and New Zealand",2020,3884308,1951437,100,100,0.872836441544123,0.386819546632121,0.486204968497539,338,150,188
"Europe, Northern America, Australia and New Zealand",2020,132319073,65655035,100,100,1.22172951274258,0.537910095252267,0.684187448826059,16203,7070,9133
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2020,118585402,60351516,100,100,4.39828805311093,2.26919636809084,2.13393400030321,52296,27419,24877
"World",2020,1347380672,688149030,100,100,6.36573258279172,3.58309213017734,2.79264676325413,863154,494257,368898
"Least developed countries",2021,275805182,144007156,100,100,13.1178869338824,7.84562021740054,5.31395801290229,367538,226957,140581
"Landlocked developing countries",2021,138102906,72251263,100,100,13.0952080519412,7.62926773431099,5.50796203466307,183310,110610,72700
"Small island developing States",2021,11480254,5812507,100,100,6.51192356367225,3.56095601923071,2.9615133632785,7514,4150,3364
"Europe and Northern America",2021,128546055,63555245,100,100,1.23669564648576,0.540580457881951,0.696491698405005,15941,6878,9063
"Northern America",2021,46786487,22644518,100,100,1.3786465290293,0.584959443326988,0.794151632198981,6498,2654,3844
"Europe",2021,81759568,40910727,100,100,1.15445140837833,0.516014251182125,0.638766769952724,9443,4224,5219
"Latin America and the Caribbean",2021,103721759,51532851,100,100,3.03404656601303,1.36974032731064,1.66658903290988,31534,14126,17408
"Central and Southern Asia",2021,390558674,194571152,100,100,4.99020245692483,2.51052665432806,2.48591676289042,195370,97801,97569
"Central Asia",2021,15274864,8172749,100,100,3.23308830637248,1.58755552088785,1.64814931402731,4943,2599,2344
"Southern Asia",2021,375283810,186398403,100,100,5.0619567523339,2.55097536397438,2.51740322195993,190427,95202,95225
"Eastern and South-Eastern Asia",2021,312195335,158792204,100,100,2.69455960598142,1.35613636981092,1.34024078544396,84240,43098,41142
"Eastern Asia",2021,196169694,100111458,100,100,1.79279359423445,0.890959430613872,0.902638377795726,35193,17847,17346
"South-Eastern Asia",2021,116025641,58680746,100,100,4.21762834752826,2.14924540173538,2.0728379832971,49047,25251,23796
"Northern Africa and Western Asia",2021,111869851,58490394,100,100,4.102779012507,2.16271516793602,1.94426874407435,46102,25327,20775
"Western Asia",2021,56041654,28926361,100,100,4.0205191022189,2.04517403336258,1.97939327257925,22589,11844,10745
"Northern Africa",2021,55828197,29564033,100,100,4.18136643228073,2.27770765136616,1.90800465772237,23513,13483,10030
"Sub-Saharan Africa",2021,303141716,159796894,100,100,16.3122103656097,9.76349546227532,6.61328366842184,503989,313651,190338
"Oceania",2021,6729877,3406477,100,100,3.65847558471377,2.03375744092023,1.62802916021205,2470,1387,1083
"Oceania (exc. Australia and New Zealand)",2021,2817912,1458873,100,100,7.50015278491312,4.23401880205312,3.28002165622361,2129,1237,892
"Australia and New Zealand",2021,3911965,1947604,100,100,0.865764144575731,0.38244814555001,0.483500913053303,341,150,191
"Europe, Northern America, Australia and New Zealand",2021,132458020,65502849,100,100,1.2257523774134,0.53587891743362,0.690243346837248,16282,7028,9254
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2021,118843553,60139619,100,100,4.29604977576759,2.19986959238831,2.10080167309952,51176,26488,24688
"World",2021,1356763267,690145217,100,100,6.44715080811742,3.63173883566061,2.82567408276019,879648,502270,377379
"Least developed countries",2022,280656729,146586300,100,100,13.9262204507646,8.36987416622627,5.60324473791733,397102,246385,150717
"Landlocked developing countries",2022,140294188,73203605,100,100,14.5048399715327,8.57745335783179,5.97866836272425,206490,126068,80422
"Small island developing States",2022,11523157,5806771,100,100,5.95981469814055,3.25296570923679,2.71568301262098,6889,3783,3106
"Europe and Northern America",2022,128116618,63061859,100,100,1.2845501785631,0.555507035003554,0.729448357253718,16462,6993,9469
"Northern America",2022,46340282,22499995,100,100,1.40673342240138,0.593379585542909,0.813836750972495,6566,2677,3889
"Europe",2022,81776336,40561864,100,100,1.21476226589123,0.534497236703512,0.680628823413011,9896,4316,5580
"Latin America and the Caribbean",2022,103211769,51115684,100,100,2.98161201374003,1.33255746790933,1.65125493792978,30849,13631,17218
"Central and Southern Asia",2022,390186697,193623828,100,100,4.76952878350367,2.3770953714485,2.39813400529934,186437,92101,94336
"Central Asia",2022,15716007,8364523,100,100,3.40821541692216,1.67352961132066,1.73759372014466,5360,2804,2556
"Southern Asia",2022,374470690,185259305,100,100,4.82680073279251,2.40884992484879,2.42378935274388,181077,89297,91780
"Eastern and South-Eastern Asia",2022,313352054,157709401,100,100,2.6498093238333,1.32937890922476,1.32218810358742,83139,41958,41181
"Eastern Asia",2022,197435691,99779189,100,100,1.7540546698821,0.868691523512677,0.886132922527945,34657,17343,17314
"South-Eastern Asia",2022,115916363,57930212,100,100,4.17414096450075,2.12237078127938,2.05613406207709,48482,24615,23867
"Northern Africa and Western Asia",2022,113487804,58810144,100,100,4.03771827043586,2.12000333126395,1.9217891385477,46023,24976,21047
"Western Asia",2022,56588781,28868720,100,100,3.98129891737842,2.01589409038165,1.96937487817545,22606,11665,10941
"Northern Africa",2022,56899023,29941424,100,100,4.08906909916928,2.22037240304128,1.87285513197792,23417,13311,10106
"Sub-Saharan Africa",2022,308812982,162272773,100,100,17.0427670852206,10.2371347688562,6.876023091425,536276,333973,202303
"Oceania",2022,6759980,3403609,100,100,3.60022311551889,1.99881773306479,1.6046127107952,2439,1361,1078
"Oceania (exc. Australia and New Zealand)",2022,2852932,1471753,100,100,7.31190110061553,4.11922913796909,3.20587770751191,2099,1213,886
"Australia and New Zealand",2022,3907048,1931856,100,100,0.863587348257644,0.380390777774931,0.483380443945711,340,148,192
"Europe, Northern America, Australia and New Zealand",2022,132023666,64993715,100,100,1.27210284841706,0.550302218210173,0.722198057399824,16802,7141,9661
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2022,118769295,59401965,100,100,4.25026756979519,2.17189354837638,2.0828978538294,50581,25828,24753
"World",2022,1363927904,689997298,100,100,6.57884436311817,3.72521808426661,2.86429640762792,901627,514995,386633
"Least developed countries",2023,285266171,149135055,100,100,11.9938337706169,7.09955904413042,4.92927037254087,347083,212498,134585
"Landlocked developing countries",2023,142378920,74156039,100,100,10.8187825837422,6.16512637541137,4.68252456402403,155896,91802,64094
"Small island developing States",2023,11559099,5804450,100,100,5.85041526255958,3.18900807056411,2.669921593505,6780,3705,3075
"Europe and Northern America",2023,126892733,62127043,100,100,1.25661204084682,0.539571320643371,0.717427823681616,16022,6715,9307
"Northern America",2023,45832665,22307739,100,100,1.43198246964771,0.600732041624255,0.831750086951345,6610,2687,3923
"Europe",2023,81060068,39819304,100,100,1.15718097663919,0.505304346063048,0.652206193200201,9412,4028,5384
"Latin America and the Caribbean",2023,102670974,50680128,100,100,2.99451392472982,1.33109514267992,1.6656359019084,30827,13498,17329
"Central and Southern Asia",2023,389030396,192463814,100,100,4.60444978578955,2.28138245896908,2.3283792504002,179514,87896,91618
"Central Asia",2023,16084757,8526515,100,100,3.65562475588355,1.79981826053893,1.85915263220125,5884,3071,2813
"Southern Asia",2023,372945639,183937299,100,100,4.64543144095653,2.30370000395032,2.34713854007032,173630,84825,88805
"Eastern and South-Eastern Asia",2023,312179739,154641065,100,100,2.59546684703393,1.29777747045516,1.29937567705816,81129,40162,40967
"Eastern Asia",2023,196706781,97678978,100,100,1.71558291117546,0.845781249777746,0.870537946069758,33777,16528,17249
"South-Eastern Asia",2023,115472958,56962087,100,100,4.09294302273977,2.07238812979852,2.02475096280246,47352,23634,23718
"Northern Africa and Western Asia",2023,114829332,58882207,100,100,6.45298258996019,3.52506346741742,2.93827673451671,74268,41428,32840
"Western Asia",2023,57091345,28802236,100,100,6.77635943859911,3.47372069209548,3.31415118204137,38821,20045,18776
"Northern Africa",2023,57737987,30079971,100,100,6.11877467680189,3.5742228330235,2.55367926250667,35447,21383,14064
"Sub-Saharan Africa",2023,314428866,164835631,100,100,14.96168670123,8.86837462690999,6.1478333637334,478459,293819,184640
"Oceania",2023,6774984,3394441,100,100,3.54716240446185,1.96598897927795,1.58428811816425,2405,1335,1070
"Oceania (exc. Australia and New Zealand)",2023,2883964,1482902,100,100,7.13425555965252,4.00772740992792,3.13910884227457,2068,1190,878
"Australia and New Zealand",2023,3891020,1911539,100,100,0.861354075030518,0.379203635752156,0.482333341835195,337,145,192
"Europe, Northern America, Australia and New Zealand",2023,130783753,64038582,100,100,1.24486082005992,0.534784608610145,0.710456152465283,16359,6860,9499
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2023,118356922,58444989,100,100,4.16801306275782,2.12153914473027,2.05082482316899,49420,24824,24596
"World",2023,1366807024,687024329,100,100,6.2873817658452,3.52261404454524,2.77454135966071,862626,484855,377772
"Least developed countries",2024,290024691,151822355,100,100,11.6082139147811,6.83438300455538,4.80668161335231,341464,208252,133212
"Landlocked developing countries",2024,144756162,75312054,100,100,10.3717622013053,5.87279731128235,4.52554248375366,151702,88714,62988
"Small island developing States",2024,11565471,5796928,100,100,5.73134057726399,3.11059776870587,2.6289203222466,6632,3604,3028
"Europe and Northern America",2024,125528788,61046683,100,100,1.25990788980357,0.537002422996203,0.723293877371976,15910,6565,9345
"Northern America",2024,45325076,22043547,100,100,1.45051605915925,0.605436081323807,0.845591929699818,6621,2675,3946
"Europe",2024,80203712,39003136,100,100,1.15217171175119,0.498321561212741,0.654176140614094,9289,3890,5399
"Latin America and the Caribbean",2024,102011931,50140095,100,100,2.95434538579209,1.29503000966713,1.66146702578342,30231,12988,17243
"Central and Southern Asia",2024,387635857,191778896,100,100,4.46575589299836,2.20029558969973,2.27045597757269,173441,84438,89003
"Central Asia",2024,16429103,8669204,100,100,3.93565363290849,1.94407718504999,1.99545576789064,6471,3373,3098
"Southern Asia",2024,371206754,183109692,100,100,4.48917555714046,2.21242444686982,2.28179941908825,166970,81065,85905
"Eastern and South-Eastern Asia",2024,308437893,150022026,100,100,2.53641928480719,1.26434776582089,1.27368189584579,78331,37955,40376
"Eastern Asia",2024,193666266,93951596,100,100,1.67216333695752,0.820192407201517,0.852670283448212,32427,15417,17010
"South-Eastern Asia",2024,114771627,56070430,100,100,3.99257953570442,2.00813212443934,1.98844046243528,45904,22538,23366
"Northern Africa and Western Asia",2024,115304322,58435627,100,100,5.3515530380126,2.89770674812975,2.46097748093643,61900,33889,28011
"Western Asia",2024,57335272,28642869,100,100,5.27318704081514,2.63400663475397,2.64615038372835,30313,15112,15201
"Northern Africa",2024,57969050,29792758,100,100,5.41638018994617,3.1511633818394,2.27237744068758,31587,18777,12810
"Sub-Saharan Africa",2024,320052912,167470999,100,100,14.5454663044988,8.57886313314815,6.0182327665584,472902,288640,184262
"Oceania",2024,6780976,3383449,100,100,3.4926770581496,1.93254745038823,1.56315047021713,2368,1308,1060
"Oceania (exc. Australia and New Zealand)",2024,2912989,1492853,100,100,6.95796048528075,3.90099951830846,3.06893287263015,2036,1166,870
"Australia and New Zealand",2024,3867987,1890596,100,100,0.855607755503196,0.375472447461621,0.480315653335463,332,142,190
"Europe, Northern America, Australia and New Zealand",2024,129396775,62937279,100,100,1.24783445556964,0.532150398474218,0.716065111429802,16242,6707,9535
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2024,117684616,57563283,100,100,4.0671004629651,2.05726731435922,2.01397643650062,47940,23704,24236
"World",2024,1365752679,682277775,100,100,6.09657052655355,3.40778808879986,2.69797657017348,835085,465785,369301
