"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"World",1975,953882503,500862946,80.2,80.1,20.232137689688,14.074592038856,6.24544778044179,1987147,1419808,567338
"Least developed countries",1976,96989287,52597001,58.09,58.18,41.1229589632623,29.0933181020277,12.3901102809577,421191,310661,110531
"Landlocked developing countries",1976,50363613,26753809,24.43,24.82,,,,,,
"Small island developing States",1976,9167737,4696790,38.55,39.01,,,,,,
"Europe and Northern America",1976,149698443,72030533,94.23,93.47,3.92307263134295,2.07624071332589,1.85067436347766,58746,29953,28793
"Northern America",1976,41986521,19566215,100,100,3.53205707612947,1.76781248523951,1.76736896781731,14881,6932,7949
"Europe",1976,107711922,52464318,91.99,91.04,4.08547387623259,2.20256396096521,1.88706629949063,44013,23140,20872
"Latin America and the Caribbean",1976,85132706,44349224,18.13,18.25,,,,,,
"Central and Southern Asia",1976,225913712,119320803,92.77,92.97,30.9534736354741,21.960952815087,9.19443947178818,726640,529871,196770
"Central Asia",1976,9290412,4687129,0,0,,,,,,
"Southern Asia",1976,216623300,114633674,96.75,96.77,30.9534736354741,21.960952815087,9.19443947178818,697266,509011,188255
"Eastern and South-Eastern Asia",1976,371215498,194612142,89.34,89.37,15.2135939309982,10.3427697325354,4.92172850305605,578891,404648,174241
"Eastern Asia",1976,285071127,149485736,98.29,98.21,14.3053124204315,9.7695969716581,4.58046474325791,417989,293511,124478
"South-Eastern Asia",1976,86144371,45126406,59.71,60.06,20.1411608402536,13.4417032292025,6.79073667818692,178032,122136,55896
"Northern Africa and Western Asia",1976,52631660,27828981,76.54,77.01,18.9481108840031,12.4497774539967,6.58025615472288,102626,69897,32729
"Western Asia",1976,26487333,13885431,73.84,74.62,15.5503527054579,11.0239466458451,4.57686113254339,42329,30790,11539
"Northern Africa",1976,26144327,13943550,79.28,79.39,22.1497992028082,13.7825723401125,8.48416041739368,59673,38883,20789
"Sub-Saharan Africa",1976,88270767,48212122,58.32,58.39,44.6939660135174,30.6431718952237,14.4949658484017,417200,300260,116940
"Oceania",1976,4372953,2228532,76.4,75.09,3.70726520867903,1.94918914627008,1.76150957775896,1626,871,755
"Oceania (exc. Australia and New Zealand)",1976,1192211,635540,13.44,12.66,,,,,,
"Australia and New Zealand",1976,3180742,1592992,100,100,3.25168863209779,1.66215376239481,1.59218131987426,1038,532,506
"Europe, Northern America, Australia and New Zealand",1976,152879185,73623525,94.35,93.61,3.9080848550983,2.06667177204723,1.8452265606971,59772,30476,29295
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1976,87336582,45761946,59.08,59.4,20.118725019185,13.4245206409175,6.78529369351066,180295,123689,56605
"World",1976,977235739,508582337,81.1,80.9,19.6178695352311,13.5897986629772,6.11111975938936,1966069,1391817,574252
"Least developed countries",1977,99586561,54064589,61.7,61.89,39.8670536916188,28.017817915361,12.1907952580411,418621,307185,111435
"Landlocked developing countries",1977,51504366,27427430,31.27,31.82,,,,,,
"Small island developing States",1977,9238324,4711941,38.76,39.42,,,,,,
"Europe and Northern America",1977,147906256,71567077,94.1,93.43,3.84150864985011,2.03457580700452,1.81061667973797,56841,29157,27682
"Northern America",1977,41080398,19374935,100,100,3.4016941749706,1.69611445910503,1.70847748923824,14023,6585,7438
"Europe",1977,106825858,52192142,91.83,91,4.02301309239816,2.17262140101805,1.85442064536069,42982,22703,20279
"Latin America and the Caribbean",1977,86486877,44993987,20.18,20.39,,,,,,
"Central and Southern Asia",1977,230586341,121974576,94.3,94.43,29.5540823013349,20.837167066814,8.90241637175756,707780,513674,194106
"Central Asia",1977,9427389,4795203,0,0,,,,,,
"Southern Asia",1977,221158952,117179373,98.32,98.29,29.5540823013349,20.837167066814,8.90241637175756,679250,493437,185812
"Eastern and South-Eastern Asia",1977,381127690,197264326,92.72,92.64,14.5829133372576,9.95504117869987,4.67440606340501,566992,394718,172275
"Eastern Asia",1977,293547806,151507057,98.29,98.22,13.5111043646599,9.1488552482412,4.40252720050246,403826,278494,125332
"South-Eastern Asia",1977,87579884,45757269,74.03,74.17,19.3057573600578,13.4821875946841,5.90315723866628,173745,124224,49522
"Northern Africa and Western Asia",1977,53970201,28644585,76.43,76.73,18.3862415594013,12.0331120200102,6.43050856935164,102064,69395,32670
"Western Asia",1977,27009225,14204821,74.07,74.83,15.0387898386088,10.5828998736575,4.50355058992043,41782,30238,11544
"Northern Africa",1977,26960976,14439764,78.79,78.6,21.5319864625801,13.3893729155002,8.25311761656365,59711,38955,20756
"Sub-Saharan Africa",1977,91042327,49734456,62.21,62.31,43.3952954380391,29.7011444833378,14.1133331002535,417151,299869,117282
"Oceania",1977,4402395,2266037,76.15,75.23,3.60292893812808,1.88115110038549,1.72502286640592,1590,853,737
"Oceania (exc. Australia and New Zealand)",1977,1209323,640899,13.19,12.43,,,,,,
"Australia and New Zealand",1977,3193072,1625138,100,100,3.13847400444289,1.59551362473335,1.54542612815311,1004,519,485
"Europe, Northern America, Australia and New Zealand",1977,151099328,73192215,94.23,93.58,3.82549612952998,2.02416028852466,1.80498942892846,57830,29667,28163
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1977,88789207,46398168,73.2,73.32,19.2906357015503,13.468665545745,5.90145487778761,176006,125829,50177
"World",1977,995522087,516445044,83.2,83,19.025640118529,13.1586952520514,5.94517562069022,1939052,1368036,571016
"Least developed countries",1978,102178904,55532959,61.92,62.18,38.8013566408318,27.1619850587943,11.9643469963918,418276,306107,112168
"Landlocked developing countries",1978,52533618,28058416,35.08,35.66,,,,,,
"Small island developing States",1978,9288752,4731843,39.07,39.89,,,,,,
"Europe and Northern America",1978,145868600,70867263,93.97,93.54,3.76546002731226,1.99639644902313,1.77260239541688,54952,28327,26625
"Northern America",1978,40050969,19066151,100,100,3.27923179382117,1.62852464549979,1.653399750564,13177,6220,6957
"Europe",1978,105817631,51801112,91.69,91.16,3.96381089345654,2.14489573519882,1.82282492767102,41953,22243,19711
"Latin America and the Caribbean",1978,87799862,45684576,20.22,20.41,,,,,,
"Central and Southern Asia",1978,235484286,124783303,94.31,94.41,28.5307865735566,20.0091518402685,8.6956268513021,697554,504358,193196
"Central Asia",1978,9573199,4924989,0,0,,,,,,
"Southern Asia",1978,225911087,119858314,98.31,98.29,28.5307865735566,20.0091518402685,8.6956268513021,669480,484413,185067
"Eastern and South-Eastern Asia",1978,382873830,197714944,92.68,92.66,13.865023172244,9.40410637711738,4.50326598751775,540744,373620,167124
"Eastern Asia",1978,293962630,151300594,98.27,98.23,12.7547491223678,8.57340972488242,4.21749773356905,381131,260550,120582
"South-Eastern Asia",1978,88911200,46414350,74.22,74.51,18.6697175694348,12.966443767488,5.77819646144157,170401,121152,49250
"Northern Africa and Western Asia",1978,55239516,29395694,76.47,76.73,17.8225293199586,11.6173402047152,6.27812422015647,101324,68768,32556
"Western Asia",1978,27553152,14564169,74.27,74.97,14.5366003402403,10.1544396970799,4.42711552074789,41258,29744,11515
"Northern Africa",1978,27686364,14831525,78.65,78.47,20.9017375984442,12.9878910581093,8.0179832330717,59536,38829,20707
"Sub-Saharan Africa",1978,93769073,51229510,64.38,64.51,41.700837032142,28.4980609989573,13.5900665795486,412999,296569,116429
"Oceania",1978,4419202,2284831,75.9,75.16,3.4967988296204,1.81521041604972,1.68464640126568,1550,831,719
"Oceania (exc. Australia and New Zealand)",1978,1224054,646816,12.99,12.25,,,,,,
"Australia and New Zealand",1978,3195148,1638015,100,100,3.02425906831483,1.52812155429178,1.49842729306703,968,502,466
"Europe, Northern America, Australia and New Zealand",1978,149063748,72505278,94.1,93.68,3.74830119112957,1.98510636335795,1.76670191899321,55904,28818,27086
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1978,90135254,47061166,73.39,73.65,18.656682432112,12.9545087020454,5.77701208337251,172625,122719,49906
"World",1978,1005454369,521960121,83.3,83.1,18.4587553787822,12.7057033827597,5.82708926379311,1899743,1334907,564836
"Least developed countries",1979,105130794,57181599,65.6,65.87,38.163432697107,26.7029749136,11.7748821666126,422747,309454,113292
"Landlocked developing countries",1979,53690037,28762822,44.83,45.3,,,,,,
"Small island developing States",1979,9321071,4749453,39.46,40.42,,,,,,
"Europe and Northern America",1979,143884473,70152146,93.82,93.58,3.6869805687475,1.95642555147164,1.73394735618842,53105,27493,25612
"Northern America",1979,39052171,18697304,100,100,3.16019544411417,1.56263995086769,1.60005580436995,12384,5853,6531
"Europe",1979,104832302,51454842,91.52,91.25,3.89898693505186,2.11320268483976,1.78956596581586,40912,21782,19130
"Latin America and the Caribbean",1979,89079859,46391268,62.1,61.68,8.79425628469832,4.94682533157334,3.86655814088229,79025,45970,33055
"Central and Southern Asia",1979,240578349,127757318,95.89,95.97,27.8568918272418,19.4579513861554,8.56560965739289,695766,501901,193865
"Central Asia",1979,9735735,5063450,0,0,,,,,,
"Southern Asia",1979,230842614,122693868,99.94,99.93,27.8568918272418,19.4579513861554,8.56560965739289,667791,481972,185819
"Eastern and South-Eastern Asia",1979,381740671,195103219,92.61,92.59,13.2057737301452,8.90302272142881,4.34140261483915,511333,348940,162394
"Eastern Asia",1979,291544093,148074625,98.24,98.24,12.0542410849209,8.04102345762325,4.04574959469227,355414,239095,116319
"South-Eastern Asia",1979,90196578,47028594,74.4,74.81,18.034549789315,12.4592185753578,5.64567187383804,166794,117913,48880
"Northern Africa and Western Asia",1979,56577829,30170178,76.49,76.69,17.2493419014016,11.2049676990051,6.11286869871389,100405,68028,32377
"Western Asia",1979,28144180,14933399,74.45,75.02,14.0342534332326,9.7340763333324,4.34244680860863,40697,29213,11484
"Northern Africa",1979,28433649,15236779,78.51,78.32,20.2575645951594,12.5839060655943,7.77145377384835,59225,38627,20598
"Sub-Saharan Africa",1979,96819781,52898689,64.39,64.55,40.7502988228481,27.8177999007242,13.3025464987973,416234,298633,117601
"Oceania",1979,4424200,2279926,75.61,74.81,3.40304095230659,1.76036690615663,1.64557085462418,1510,803,707
"Oceania (exc. Australia and New Zealand)",1979,1237778,653348,12.81,12.08,,,,,,
"Australia and New Zealand",1979,3186422,1626578,100,100,2.91714802036469,1.46826369524498,1.45101479746812,932,478,454
"Europe, Northern America, Australia and New Zealand",1979,147070895,71778724,93.96,93.72,3.66899006960453,1.94462538510859,1.72772446134188,54021,27961,26061
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1979,91434356,47681942,73.57,73.95,18.0236348492938,12.4487205437822,5.6451896944343,168979,119444,49535
"World",1979,1013105162,524752744,87.2,87,17.5832706839611,12.0238136050548,5.62711647857871,1820234,1269411,550823
"Least developed countries",1980,108010710,58768102,71.12,71.51,37.8929765611352,26.378054150233,11.8268928304118,430102,313496,116606
"Landlocked developing countries",1980,54708015,29361989,53.25,53.7,40.7565175208693,28.0365491944385,13.0868792606229,232408,166153,66255
"Small island developing States",1980,9316731,4743829,40.04,41.17,,,,,,
"Europe and Northern America",1980,142342911,69441287,93.66,93.52,3.60218476719754,1.91242820202736,1.69299429520617,51326,26605,24721
"Northern America",1980,38232700,18230633,100,100,3.04225581105533,1.49718072073014,1.54739181551872,11678,5469,6209
"Europe",1980,104110211,51210654,91.33,91.22,3.82399615918627,2.07443761339786,1.75319544035341,39849,21281,18566
"Latin America and the Caribbean",1980,90358198,47096995,86.3,86.37,9.01277704502523,5.0191237848438,4.01379901428159,82141,47361,34779
"Central and Southern Asia",1980,245827205,130806212,96.27,96.33,26.8296784392174,18.6431274915066,8.34207328347803,684141,491853,192288
"Central Asia",1980,9917734,5198697,9.16,9.21,,,,,,
"Southern Asia",1980,235909471,125607515,99.93,99.93,26.9044967114909,18.6980459335282,8.36281915465008,658598,473728,184869
"Eastern and South-Eastern Asia",1980,379666960,190126902,95.66,95.58,12.4948001752021,8.34773720246272,4.18197298419936,477613,318756,158858
"Eastern Asia",1980,288231775,142540767,98.23,98.24,11.3753376222856,7.53305508184048,3.87144635911469,328590,215567,113022
"South-Eastern Asia",1980,91435185,47586135,87.56,87.62,16.3591228569655,11.0789504342276,5.33932655701535,152975,106024,46950
"Northern Africa and Western Asia",1980,57962867,30946900,76.51,76.62,16.6772490805646,10.7963183535063,5.94511609304738,99473,67242,32231
"Western Asia",1980,28759396,15289596,74.62,75.02,13.5473909640897,9.33265324858769,4.2544429563799,40147,28667,11481
"Northern Africa",1980,29203471,15657304,78.37,78.17,19.60321826028,12.1660191440618,7.52879457515125,58882,38391,20490
"Sub-Saharan Africa",1980,99942935,54596146,70.62,70.85,40.3960468919061,27.5485823299488,13.2114204663707,425206,304703,120503
"Oceania",1980,4426806,2256030,75.29,74.19,3.31254890249522,1.71328349887114,1.60201010109527,1471,773,697
"Oceania (exc. Australia and New Zealand)",1980,1252711,661701,12.67,12,,,,,,
"Australia and New Zealand",1980,3174095,1594329,100,100,2.81256120323259,1.41025689239552,1.40428471303252,896,451,445
"Europe, Northern America, Australia and New Zealand",1980,145517006,71035616,93.8,93.67,3.58366895084627,1.90039863177304,1.68647529441527,52206,27045,25160
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1980,92687896,48247836,86.55,86.58,16.3532906736363,11.0726917901213,5.3397240016294,155015,107431,47585
"World",1980,1020527882,525270472,91.1,90.9,17.0465807800048,11.5874608057535,5.52311889800733,1772059,1223902,548157
"Least developed countries",1981,110532770,60109615,71.37,71.84,36.9217011328069,25.6353264907693,11.5833167487374,428758,311751,117007
"Landlocked developing countries",1981,55621856,29855029,53.54,53.84,39.1213925527125,26.9087810489122,12.5503254637983,227081,162467,64613
"Small island developing States",1981,9305341,4725786,40.68,42.03,,,,,,
"Europe and Northern America",1981,141258605,68739883,94.17,94.1,3.50814022671908,1.86097378275765,1.65023749267065,49630,25645,23984
"Northern America",1981,37677031,17800776,100,100,2.92815307859839,1.43289891561971,1.4973997855076,11084,5108,5976
"Europe",1981,103581574,50939107,92.05,92.04,3.73290144788285,2.02345367436889,1.7129137751862,38730,20669,18061
"Latin America and the Caribbean",1981,91680355,47806162,86.37,86.44,8.63619043306363,4.78045531154211,3.87425582837447,79755,45760,33994
"Central and Southern Asia",1981,251101387,133788001,96.3,96.34,25.9472055990377,17.9339686863512,8.15957039260147,675254,483505,191749
"Central Asia",1981,10052332,5291536,9.18,9.15,,,,,,
"Southern Asia",1981,241049055,128496465,99.93,99.93,26.0184919279673,17.9859497103966,8.17966119242589,650180,465750,184430
"Eastern and South-Eastern Asia",1981,376238023,183725844,95.63,95.51,11.9039844550977,7.92013370897499,4.01565527281246,447101,292183,154918
"Eastern Asia",1981,283560046,135591622,98.22,98.24,10.7355892648019,7.0612491404603,3.70047006541032,301879,192168,109710
"South-Eastern Asia",1981,92677977,48134222,87.69,87.81,15.7558537096275,10.6218506790459,5.18912110006196,149148,102799,46349
"Northern Africa and Western Asia",1981,59458719,31742441,76.53,76.54,16.130045264472,10.4103713987877,5.77984419033274,98584,66453,32131
"Western Asia",1981,29441021,15650636,74.72,74.91,13.0802122778877,8.95630474771617,4.16117629316201,39636,28143,11493
"Northern Africa",1981,30017698,16091805,78.3,78.13,18.9775291613568,11.7643872565057,7.29901028847382,58530,38121,20409
"Sub-Saharan Africa",1981,103055579,56227979,71.26,71.54,39.3556087759408,26.8057770443227,12.8955057845527,427349,305744,121604
"Oceania",1981,4434021,2221330,75.04,73.47,3.23660702177353,1.67445579421397,1.56477136804336,1441,747,694
"Oceania (exc. Australia and New Zealand)",1981,1266467,670181,12.62,12.06,,,,,,
"Australia and New Zealand",1981,3167554,1551149,100,100,2.72058305447676,1.35613836219073,1.36629758084958,866,423,443
"Europe, Northern America, Australia and New Zealand",1981,144426159,70291032,94.3,94.23,3.48979258892967,1.84915430433596,1.64367769828448,50481,26059,24422
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1981,93944444,48804403,86.68,86.77,15.751285993732,10.616398676586,5.1899862806271,151150,104174,46977
"World",1981,1027226689,524251640,91.1,90.9,16.5887334662412,11.2601934150209,5.3892237530363,1729783,1186715,543068
"Least developed countries",1982,113289150,61455579,71.37,71.85,36.0605826074178,24.9979026503958,11.346314010087,429273,311134,118139
"Landlocked developing countries",1982,56653508,30439041,53.1,53.34,37.6426381669003,25.8991546138768,12.0557164164749,223013,159570,63445
"Small island developing States",1982,9290115,4692742,41.34,43.01,,,,,,
"Europe and Northern America",1982,140366070,68250500,94.11,94,3.4086790102944,1.8040271782468,1.60755189936449,47887,24661,23227
"Northern America",1982,37387423,17675146,100,100,2.8260544529205,1.37443242470968,1.45361993057653,10617,4863,5754
"Europe",1982,102978647,50575354,91.97,91.91,3.63451674608239,1.9673369199181,1.67046619598506,37457,19931,17526
"Latin America and the Caribbean",1982,92897193,48468525,86.42,86.53,8.27461789231398,4.5531208253395,3.7385189956696,77413,44194,33219
"Central and Southern Asia",1982,256455790,136651794,96.32,96.36,25.1080074829242,17.2612435752281,7.98458782295591,667568,475674,191895
"Central Asia",1982,10204491,5375332,9.18,9.09,,,,,,
"Southern Asia",1982,246251299,131276462,99.93,99.93,25.1760782905803,17.3104663869867,8.00416778092105,642921,458296,184625
"Eastern and South-Eastern Asia",1982,372353059,177013872,95.6,95.43,11.3561833419101,7.52873460060343,3.85648317965805,418502,267549,150955
"Eastern Asia",1982,278444410,128367843,98.23,98.25,10.1440046795208,6.62826502448425,3.53919840000601,277155,170738,106418
"South-Eastern Asia",1982,93908649,48646029,87.79,87.98,15.161660922809,10.1774471884751,5.03546188170454,145229,99528,45702
"Northern Africa and Western Asia",1982,60961006,32517215,85.76,85.74,15.2930199812783,9.79372324012851,5.55368802462495,95669,63997,31671
"Western Asia",1982,30137616,16010369,74.77,74.76,12.6287072429885,8.59572491417585,4.06794930197731,39145,27633,11512
"Northern Africa",1982,30823390,16506846,96.51,96.38,17.3089661061094,10.694064511301,6.68640645680634,54699,35493,19204
"Sub-Saharan Africa",1982,106464554,58089054,71.36,71.66,38.4621649900722,26.1577408960383,12.6349251934859,431070,308045,123025
"Oceania",1982,4449554,2191923,74.73,72.69,3.16362819144389,1.64295770011005,1.52317300014309,1412,723,688
"Oceania (exc. Australia and New Zealand)",1982,1286095,681762,12.58,12.21,,,,,,
"Australia and New Zealand",1982,3163459,1510161,100,100,2.62868533378879,1.30364637169407,1.32676859916507,836,397,439
"Europe, Northern America, Australia and New Zealand",1982,143529529,69760661,94.24,94.13,3.3905350441521,1.79252258897591,1.6008820724533,48708,25048,23660
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1982,95194744,49327791,86.77,86.94,15.1582340659712,10.172802146057,5.03666895668571,147194,100872,46322
"World",1982,1033947226,523182883,91.6,91.3,16.147218939626,10.9419612833004,5.26284348598935,1689892,1151101,538791
"Least developed countries",1983,116390367,62990869,71.52,71.98,35.3577527434171,24.4466728974518,11.1845037506786,431907,311878,120029
"Landlocked developing countries",1983,57966844,31168793,53.18,53.42,36.3232224483486,24.946990721608,11.6672956428901,220214,157386,62828
"Small island developing States",1983,9271481,4653921,42.07,44.05,,,,,,
"Europe and Northern America",1983,139558748,68080968,94.13,93.94,3.30537154457178,1.74137472524215,1.56672507477631,46170,23732,22438
"Northern America",1983,37273395,17845871,100,100,2.73870764828399,1.32323975233969,1.41734338104885,10259,4729,5530
"Europe",1983,102285353,50235097,91.99,91.78,3.52726954887772,1.90316422638877,1.62720215542021,36094,19136,16958
"Latin America and the Caribbean",1983,94212185,49156152,86.48,86.63,7.92231527477094,4.3335472728893,3.60438778674535,75145,42658,32486
"Central and Southern Asia",1983,262193712,139646518,96.34,96.38,24.3576805944028,16.6477266500171,7.84048011413064,661557,468778,192779
"Central Asia",1983,10368866,5451991,9.19,9.05,,,,,,
"Southern Asia",1983,251824846,134194527,99.93,99.93,24.4229056114692,16.6944383507141,7.85968020743448,637283,451773,185511
"Eastern and South-Eastern Asia",1983,366225763,170260506,95.55,95.33,10.8525983399917,7.16657531080857,3.71262987075311,390703,244922,145781
"Eastern Asia",1983,271062077,121098668,98.24,98.25,9.59893899507769,6.22755443085799,3.39251161495907,253221,151298,101922
"South-Eastern Asia",1983,95163686,49161838,87.88,88.14,14.5746473983335,9.74039608142229,4.88180200200168,141281,96251,45030
"Northern Africa and Western Asia",1983,62483201,33302971,87.01,86.94,14.6502441378097,9.34569640237441,5.3545901089528,93829,62503,31326
"Western Asia",1983,30873225,16392080,77.24,77.14,11.9784790991648,8.07751006951621,3.9327357422071,38002,26588,11413
"Northern Africa",1983,31609976,16910891,96.55,96.44,16.735106246773,10.3278228228476,6.47414726985746,54161,35075,19086
"Sub-Saharan Africa",1983,109907620,60010048,71.5,71.79,37.6381135909662,25.5565653017554,12.3984090394658,435071,310669,124403
"Oceania",1983,4453741,2169380,74.38,72.05,3.09993170544898,1.61736164206317,1.48497179981438,1383,701,682
"Oceania (exc. Australia and New Zealand)",1983,1305680,692710,12.6,12.46,,,,,,
"Australia and New Zealand",1983,3148061,1476670,100,100,2.54569062327981,1.25879805089334,1.28851455199306,805,372,433
"Europe, Northern America, Australia and New Zealand",1983,142706809,69557638,94.26,94.07,3.28778150986431,1.73048628573394,1.55999477369206,46961,24095,22866
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1983,96469366,49854548,86.86,87.09,14.5721953253179,9.73640203369887,4.88333944774946,143206,97563,45643
"World",1983,1039034970,522626543,91.6,91.3,15.7652020126775,10.6609129886131,5.15929178486565,1654056,1120079,533976
"Least developed countries",1984,119641159,64666835,73.25,73.65,35.2966240483938,24.410777509515,11.1582275489775,443104,319794,123310
"Landlocked developing countries",1984,59402601,31973777,55.72,56.01,36.1169973112982,24.8998403975152,11.503594582895,224715,161221,63494
"Small island developing States",1984,9256130,4624510,43.28,45.56,,,,,,
"Europe and Northern America",1984,138945971,68162209,94.14,93.94,3.20580894981137,1.67936167029106,1.52901504878652,44603,22924,21680
"Northern America",1984,37225078,18145907,100,100,2.66823662004079,1.2804603621241,1.3895555286921,9978,4653,5325
"Europe",1984,101720893,50016302,92,91.74,3.41895131715508,1.8370721063975,1.58479058533634,34800,18400,16400
"Latin America and the Caribbean",1984,95575423,49847661,86.58,86.78,7.58309495124132,4.12339483097905,3.4740248965634,72950,41162,31788
"Central and Southern Asia",1984,268294651,142815673,96.36,96.41,23.6409928964969,16.0624376906204,7.70227247762446,656472,462531,193943
"Central Asia",1984,10544277,5529841,9.18,9.03,,,,,,
"Southern Asia",1984,257750374,137285832,99.93,99.93,23.7035764923783,16.1068876646942,7.72105092762892,632551,445888,186663
"Eastern and South-Eastern Asia",1984,358879389,165361699,95.47,95.21,10.3664852180163,6.81749858883068,3.5733479236123,364796,226245,138552
"Eastern Asia",1984,262404390,115561763,98.23,98.23,9.07605434222225,5.85087055498216,3.2441649765771,231055,135623,95432
"South-Eastern Asia",1984,96474999,49799936,87.94,88.21,13.9999996374917,9.31103527849573,4.73303380371656,137470,93177,44294
"Northern Africa and Western Asia",1984,64082804,34159963,87.81,87.71,14.0892762901503,8.95728893718251,5.17837152292278,92473,61432,31040
"Western Asia",1984,31674116,16829247,78.8,78.62,11.4826368706068,7.67987105044749,3.83219659585542,37345,25947,11399
"Northern Africa",1984,32408688,17330716,96.61,96.55,16.1639206172648,9.96618679968316,6.26012337654122,53593,34683,18909
"Sub-Saharan Africa",1984,113332781,61949833,73.28,73.48,37.4275020003156,25.4639364607361,12.2761650257775,446774,319838,126936
"Oceania",1984,4444342,2154886,73.92,71.48,3.04156592202687,1.58943215752116,1.45444550696588,1354,685,669
"Oceania (exc. Australia and New Zealand)",1984,1326928,704655,12.65,12.77,,,,,,
"Australia and New Zealand",1984,3117414,1450231,100,100,2.46417064338533,1.21286379884103,1.25282635227319,771,352,419
"Europe, Northern America, Australia and New Zealand",1984,142063385,69612440,94.27,94.06,3.18878019292124,1.66903222254544,1.52228871930043,45360,23267,22094
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1984,97801927,50504591,86.92,87.15,13.9985342694174,9.30762137507087,4.73498433576069,139360,94458,44902
"World",1984,1043555361,524451924,91.7,91.4,15.4941316607016,10.455279133426,5.09209176808394,1632459,1102586,529873
"Least developed countries",1985,123075630,66526525,73.37,73.67,34.6221280354797,23.8574261584082,11.0277967230823,446652,321376,125275
"Landlocked developing countries",1985,61012467,32868511,55.95,56.25,35.050867472758,24.0825512504665,11.2389795226486,223704,160148,63556
"Small island developing States",1985,9243979,4613866,44.06,46.42,,,,,,
"Europe and Northern America",1985,138468928,68461204,94.15,94,3.11840700155486,1.62287474560483,1.49796326269886,43257,22249,21008
"Northern America",1985,37163535,18556353,100,100,2.61456471194477,1.24623524128143,1.37003685887874,9749,4630,5119
"Europe",1985,101305393,49904851,92,91.77,3.32087362409561,1.77544840653396,1.54817392048174,33674,17744,15929
"Latin America and the Caribbean",1985,96952861,50525591,86.66,86.89,7.2629275059144,3.92557732841155,3.35050283547252,70850,39719,31131
"Central and Southern Asia",1985,274922538,146396554,96.39,96.44,22.9438750558284,15.488186481046,7.57298030597859,652116,456908,195208
"Central Asia",1985,10716534,5613972,9.04,8.9,,,,,,
"Southern Asia",1985,264206004,140782582,99.93,99.93,23.0030136534305,15.5299446969719,7.59095608465037,628538,440620,187918
"Eastern and South-Eastern Asia",1985,352083763,163388796,95.38,95.11,9.90303215899646,6.47833635196099,3.4470268060995,342701,212388,130313
"Eastern Asia",1985,254260935,112835443,98.23,98.22,8.59407861775774,5.50548032575879,3.10569664376892,212573,124590,87982
"South-Eastern Asia",1985,97822828,50553353,87.96,88.16,13.4420790532385,8.89356741068425,4.58932713277927,133812,90321,43491
"Northern Africa and Western Asia",1985,65776594,35109217,89.47,89.34,13.5154479326274,8.56497898292275,4.99323591033344,90992,60334,30659
"Western Asia",1985,32522400,17312749,78.7,78.39,11.1282905487556,7.39440742876587,3.76169865245022,37120,25672,11447
"Northern Africa",1985,33254194,17796468,100,100,15.3505437480851,9.45667767023635,5.95013458269175,52206,33782,18424
"Sub-Saharan Africa",1985,117008896,64018972,73.37,73.45,36.6954631575556,24.9175232981877,12.0789165437639,452043,323168,128875
"Oceania",1985,4427465,2152567,73.39,71,2.98275088267974,1.55926430183696,1.42570963898767,1325,675,651
"Oceania (exc. Australia and New Zealand)",1985,1350291,717756,12.73,13.04,,,,,,
"Australia and New Zealand",1985,3077174,1434811,100,100,2.38883037815696,1.17020083571843,1.22005725445739,739,337,402
"Europe, Northern America, Australia and New Zealand",1985,141546102,69896015,94.27,94.12,3.10181637880336,1.61300410593081,1.49121761300519,43983,22577,21405
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1985,99173119,51271109,86.94,87.1,13.4413145796259,8.89066376199379,4.5914720518174,135666,91572,44093
"World",1985,1049641045,530052901,91.8,91.5,15.1321067071162,10.1588137343847,5.02433424850133,1605609,1082382,523227
"Least developed countries",1986,126488373,68416017,73.44,73.61,33.9072152171697,23.2836231785678,10.8768443846255,449253,322429,126823
"Landlocked developing countries",1986,62557294,33709831,56.09,56.42,34.1436027482928,23.3901534071584,11.0109982800711,223267,159462,63804
"Small island developing States",1986,9234046,4621563,44.86,47.12,,,,,,
"Europe and Northern America",1986,137949405,68744655,94.13,94.08,3.04394219852944,1.57237949253132,1.47388020500695,42080,21647,20433
"Northern America",1986,37162612,19012755,100,100,2.57237717867742,1.21791347295097,1.3561153368661,9578,4637,4941
"Europe",1986,100786793,49731900,91.96,91.81,3.23665511096083,1.71994179069267,1.51932647336342,32658,17129,15529
"Latin America and the Caribbean",1986,98333745,51180724,89.24,89.55,7.00230297384929,3.77262681852138,3.24190665933403,69264,38666,30597
"Central and Southern Asia",1986,281746231,150179090,96.41,96.47,22.2304762331122,14.9112475459467,7.43001954791581,647092,451089,196003
"Central Asia",1986,10883284,5700501,8.92,8.81,,,,,,
